qid,hop_count,qtype,system,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer
Q077,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,891,"AXITINIB, DASATINIB, BOSUTINIB"
Q077,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,909,"AXITINIB, DASATINIB, BOSUTINIB"
Q078,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,975,NON DETERMINABILE
Q078,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,899,"CETUXIMAB, PANITUMUMAB"
Q078,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,894,"CETUXIMAB, PANITUMUMAB"
Q079,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,964,NON DETERMINABILE
Q079,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,883,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q079,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,894,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q080,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,971,NON DETERMINABILE
Q080,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,886,"CETUXIMAB, DACTOLISIB, SELUMETINIB SULFATE"
Q080,3,variant_to_drug,rag_hybrid,0.75,1.0,0.8571428571428571,1.0,4,3,1.0,867,"CETUXIMAB, DACTOLISIB, SELUMETINIB SULFATE, PD0325901"
Q081,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE
Q081,3,variant_to_drug,rag_bm25,0.25,1.0,0.4,1.0,4,1,1.0,786,"TAE684, ALECTINIB HYDROCHLORIDE, CERITINIB, CRIZOTINIB"
Q081,3,variant_to_drug,rag_hybrid,0.25,1.0,0.4,1.0,4,1,1.0,890,"CERITINIB, ALK INHIBITOR TAE684, ALECTINIB HYDROCHLORIDE, CRIZOTINIB"
Q082,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,987,NON DETERMINABILE
Q082,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,893,Breast Cancer
Q082,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,1003,Breast Cancer
Q083,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,986,NON DETERMINABILE
Q083,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,891,"Basal Cell Carcinoma, Medulloblastoma, Cancer"
Q083,4,gene_to_disease,rag_hybrid,1.0,0.6666666666666666,0.8,0.0,2,2,1.0,924,"Basal Cell Carcinoma, Medulloblastoma"
Q084,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE
Q084,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,905,CNS Neuroblastoma With FOXR2 Activation
Q084,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,955,Neuroblastoma
Q085,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,899,NON DETERMINABILE
Q085,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,914,"Skin Squamous Cell Carcinoma, Breast Cancer, Cancer"
Q085,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,959,"Skin Squamous Cell Carcinoma, Breast Cancer, Cancer"
Q086,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,982,NON DETERMINABILE
Q086,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,894,Breast Cancer
Q086,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,992,Breast Cancer
Q087,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,1001,NON DETERMINABILE
Q087,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,898,"Myelofibrosis, Essential Thrombocythemia"
Q087,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,968,"Myelofibrosis, Essential Thrombocythemia"
Q088,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,995,NON DETERMINABILE
Q088,4,gene_to_disease,rag_bm25,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,880,"Colorectal Cancer, Renal Cell Carcinoma, Von Hippel-Lindau Disease"
Q088,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,986,"Colorectal Cancer, Renal Cell Carcinoma"
Q089,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,989,NON DETERMINABILE
Q089,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,853,"Colorectal Cancer, Lung Non-small Cell Carcinoma, Head And Neck Squamous Cell Carcinoma"
Q089,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,946,"Head And Neck Squamous Cell Carcinoma, Lung Non-small Cell Carcinoma, Colorectal Cancer"
Q090,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,979,NON DETERMINABILE
Q090,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,893,Chronic Lymphocytic Leukemia
Q090,4,gene_to_disease,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,983,"Chronic Lymphocytic Leukemia, Von Hippel-Lindau Disease"
Q091,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,965,NON DETERMINABILE
Q091,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,880,Breast Cancer
Q091,4,gene_to_disease,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,993,"Breast Cancer, Von Hippel-Lindau Disease"
Q092,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,901,NON DETERMINABILE
Q092,4,gene_to_disease,rag_bm25,0.8,1.0,0.888888888888889,1.0,5,4,1.0,908,"Colorectal Cancer, Renal Cell Carcinoma, Pancreatic Adenocarcinoma, Sarcoma, Renal Carcinoma"
Q092,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,4,4,1.0,935,"Colorectal Cancer, Renal Cell Carcinoma, Sarcoma, Pancreatic Adenocarcinoma"
Q093,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,965,NON DETERMINABILE
Q093,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,883,"Ovarian Cancer, Sarcoma"
Q093,4,gene_to_disease,rag_hybrid,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,1009,Ovarian Cancer
Q094,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,959,NON DETERMINABILE
Q094,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,899,"Breast Cancer, Lung Adenocarcinoma, Solid Tumor"
Q094,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,954,"Breast Cancer, Lung Adenocarcinoma, Solid Tumor"
Q095,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,1014,NON DETERMINABILE
Q095,4,gene_to_disease,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,899,"Lynch Syndrome, Colorectal Cancer"
Q095,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,1013,Lynch Syndrome
Q096,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,977,NON DETERMINABILE
Q096,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,900,Colorectal Cancer
Q096,4,gene_to_disease,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,973,"Colorectal Cancer, Von Hippel-Lindau Disease"
Q097,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,1013,NON DETERMINABILE
Q097,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,885,Prostate Cancer
Q097,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,1017,Prostate Cancer
Q098,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,908,NON DETERMINABILE
Q098,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,885,Meningioma
Q098,4,gene_to_disease,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,889,"Meningioma, Von Hippel-Lindau Disease"
Q099,4,gene_to_disease,rag_dense,1.0,1.0,1.0,1.0,2,2,1.0,978,"Acute Myeloid Leukemia, Myelofibrosis"
Q099,4,gene_to_disease,rag_bm25,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,867,"Acute Myeloid Leukemia, Myelofibrosis, Systemic Mastocytosis"
Q099,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,921,"Acute Myeloid Leukemia, Myelofibrosis"
Q100,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,990,NON DETERMINABILE
Q100,4,gene_to_disease,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,907,"Lung Non-small Cell Carcinoma, Breast Cancer"
Q100,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,977,Lung Non-small Cell Carcinoma
Q101,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,7,0,0.0,995,"Cance, Malignancy, Malignant Neoplasm, Lymphoproliferative Disorders, Neoplasms by Histologic Type, Neoplasms by Site, Haematological Malignancy"
Q101,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,815,"Lung Adenocarcinoma, Lung Non-small Cell Carcinoma"
Q101,4,gene_to_disease,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,869,"Lung Non-small Cell Carcinoma, Lung Adenocarcinoma, Colorectal Adenocarcinoma"
Q102,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.2,980,NON DETERMINABILE
Q102,4,gene_to_drug,rag_bm25,0.2631578947368421,1.0,0.4166666666666667,1.0,19,5,1.0,869,"PLATINUM COMPOUND, CISPLATIN, FLUOROURACIL, ALISERTIB, PACLITAXEL, CISPLATIN, ALISERTIB SODIUM, AMG-900, ANACARDIC ACID, AST-487, AT-9283, AT9283, AURORA A KINASE INHIBITOR MK5108, AURORA KINASE INHIBITOR AMG 900, BARASERTIB, BARASERTIB-HQPA, BETA-CARBOLINE, BI-847325, CENISERTIB, CHEMBL:CHEMBL54679"
Q102,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,5,5,1.0,944,"PLATINUM COMPOUND, PACLITAXEL, CISPLATIN, FLUOROURACIL, ALISERTIB"
Q103,4,gene_to_drug,rag_dense,0.09090909090909091,1.0,0.16666666666666669,1.0,11,1,1.0,981,"AFT-II, APITOLISIB, ATX-II, BATRACHOTOXIN, BC-III, GNE-616, OLAPARIB, PF‐06526290, SAXITOXIN, TETRODOTOXIN, VERATRIDINE"
Q103,4,gene_to_drug,rag_bm25,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,864,"Olaparib, Ruxolitinib Phosphate, Trametinib"
Q103,4,gene_to_drug,rag_hybrid,0.09090909090909091,1.0,0.16666666666666669,1.0,11,1,1.0,959,"OLAPARIB, AFT-II, APITOLISIB, ATX-II, BATRACHOTOXIN, BC-III, GNE-616, PF‐06526290, SAXITOXIN, TETRODOTOXIN, VERATRIDINE"
Q104,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.25,950,NON DETERMINABILE
Q104,4,gene_to_drug,rag_bm25,0.4,0.5,0.4444444444444445,0.0,5,2,0.5,845,"Imatinib, Sunitinib, Avapritinib, Nilotinib, Sorafenib"
Q104,4,gene_to_drug,rag_hybrid,0.3333333333333333,0.5,0.4,0.0,6,2,0.5,789,"Avapritinib, Sunitinib, Imatinib, Ripretinib, Sorafenib, Nilotinib"
Q105,4,gene_to_drug,rag_dense,0.3,0.6,0.4,0.0,10,3,0.6,979,"CABOZANTINIB S-MALATE, MIRDAMETINIB, MOFEGILINE, PHENELZINE, PXS-4681A, PXS-4728A, SELUMETINIB, SOTRASTAURIN ACETATE, TIMOLUMAB, VORINOSTAT"
Q105,4,gene_to_drug,rag_bm25,0.4166666666666667,1.0,0.5882352941176471,1.0,12,5,1.0,908,"CABOZANTINIB S-MALATE, MIRDAMETINIB, JQ1, SOTRASTAURIN ACETATE, TRAMETINIB, SELUMETINIB SULFATE, PHENELZINE, PXS-4681A, PXS-4728A, SELUMETINIB, TIMOLUMAB, VORINOSTAT"
Q105,4,gene_to_drug,rag_hybrid,0.4166666666666667,1.0,0.5882352941176471,1.0,12,5,0.8,827,"CABOZANTINIB S-MALATE, MIRDAMETINIB, MOFEGILINE, PHENELZINE, PXS-4681A, PXS-4728A, SELUMETINIB, SOTRASTAURIN ACETATE, TIMOLUMAB, VORINOSTAT, TRAMETINIB, JQ1"
Q106,4,gene_to_drug,rag_dense,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,955,"DEXAMETHASONE, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR, IMATINIB, KERACYANIN"
Q106,4,gene_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,790,"DEXAMETHASONE, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR, IMATINIB, KERACYANIN"
Q106,4,gene_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,954,"DEXAMETHASONE, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR, IMATINIB, KERACYANIN"
Q107,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,979,NON DETERMINABILE
Q107,4,gene_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,881,GEMCITABINE
Q107,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,980,GEMCITABINE
Q108,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,961,NON DETERMINABILE
Q108,4,gene_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,873,"I-BET151, JQ1"
Q108,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,977,"I-BET151, JQ1"
Q109,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,977,NON DETERMINABILE
Q109,4,gene_to_drug,rag_bm25,0.2,1.0,0.33333333333333337,1.0,5,1,1.0,796,"PALBOCICLIB, ABEMACICLIB, KYT-0353, RIBOCICLIB, RONICICLIB"
Q109,4,gene_to_drug,rag_hybrid,0.2,1.0,0.33333333333333337,1.0,5,1,1.0,985,"PALBOCICLIB, ABEMACICLIB, KYT-0353, RIBOCICLIB, RONICICLIB"
Q110,4,gene_to_drug,rag_dense,0.6666666666666666,0.5,0.5714285714285715,0.0,3,2,0.5,980,"DOXORUBICIN HYDROCHLORIDE, OXALIPLATIN, SALINOMYCIN"
Q110,4,gene_to_drug,rag_bm25,1.0,1.0,1.0,1.0,4,4,1.0,900,"DOXORUBICIN HYDROCHLORIDE, SALINOMYCIN, CYTARABINE HYDROCHLORIDE, GEMCITABINE"
Q110,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,4,4,1.0,970,"DOXORUBICIN HYDROCHLORIDE, SALINOMYCIN, CYTARABINE HYDROCHLORIDE, GEMCITABINE"
Q111,4,gene_to_drug,rag_dense,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,983,"DIMETHYL SULFOXIDE, TRAMETINIB DIMETHYL SULFOXIDE, TRETINOIN"
Q111,4,gene_to_drug,rag_bm25,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,819,"DIMETHYL SULFOXIDE, TRAMETINIB, TRETINOIN"
Q111,4,gene_to_drug,rag_hybrid,0.25,1.0,0.4,1.0,4,1,1.0,984,"TRAMETINIB, DIMETHYL SULFOXIDE, TRETINOIN, GSK1120212"
Q112,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,16,0,1.0,978,"1,10-PHENANTHROLINE, ALBENDAZOLE, ALPHA-TERTHIENYL, APATORSEN, ARGIPRESSIN, ASCORBIC ACID, BENZENETHIOL, BENZO(K)FLUORANTHENE, BUFOTENINE, CHEMBL:CHEMBL1935538, CHEMBL:CHEMBL2094499, CHEMBL:CHEMBL2332783, CHEMBL:CHEMBL333177, CLOXYQUIN, CRIDANIMOD"
Q112,4,gene_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,823,GEMCITABINE
Q112,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,991,GEMCITABINE
Q113,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,978,NON DETERMINABILE
Q113,4,gene_to_drug,rag_bm25,0.3333333333333333,1.0,0.5,1.0,6,2,1.0,892,"TRETINOIN, ARSENIC TRIOXIDE, GEMTUZUMAB OZOGAMICIN, TAMIBAROTENE, TAZAROTENE, VOLASERTIB"
Q113,4,gene_to_drug,rag_hybrid,0.3333333333333333,1.0,0.5,1.0,6,2,1.0,892,"TRETINOIN, ARSENIC TRIOXIDE, GEMTUZUMAB OZOGAMICIN, TAMIBAROTENE, TAZAROTENE, VOLASERTIB"
Q114,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,960,NON DETERMINABILE
Q114,4,gene_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,908,"FULVESTRANT, PACLITAXEL"
Q114,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,978,"FULVESTRANT, PACLITAXEL"
Q115,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,985,NON DETERMINABILE
Q115,4,gene_to_drug,rag_bm25,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,871,"IPILIMUMAB, INDOLE-3-CARBINOL, INTERFERON GAMMA-1B"
Q115,4,gene_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,975,"IPILIMUMAB, ANTI-CTLA-4"
Q116,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE
Q116,4,gene_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,835,TAMOXIFEN
Q116,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,970,TAMOXIFEN
Q117,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE
Q117,4,gene_to_drug,rag_bm25,0.05263157894736842,1.0,0.1,1.0,19,1,1.0,828,"AMRUBICIN HYDROCHLORIDE, ACETAMINOPHEN, BENZENE, BETA-LAPACHONE PRODRUG ARQ 761, CHEMBL:CHEMBL1287866, CHEMBL:CHEMBL1287867, CHEMBL:CHEMBL1287895, CHEMBL:CHEMBL1288253, CHEMBL:CHEMBL1288281, CHEMBL:CHEMBL1983317, CHEMBL:CHEMBL476968, CYTARABINE, DICUMAROL, DOXORUBICIN HYDROCHLORIDE, ETHACRYNIC ACID,"
Q117,4,gene_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,976,AMRUBICIN HYDROCHLORIDE
Q118,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,973,NON DETERMINABILE
Q118,4,gene_to_drug,rag_bm25,0.2,1.0,0.33333333333333337,1.0,15,3,1.0,822,"ARSENIC TRIOXIDE, BIRABRESIB, BUTHIONINE SULFOXIMINE, CISPLATIN, CYCLOPHOSPHAMIDE ANHYDROUS, DINUTUXIMAB, EFLORNITHINE, ETOPOSIDE, FACT COMPLEX-TARGETING CURAXIN CBL0137, GSK126, JQ1, JQEZ5, NIRAPARIB, OLAPARIB, PANOBINOSTAT"
Q118,4,gene_to_drug,rag_hybrid,0.2,1.0,0.33333333333333337,1.0,15,3,1.0,953,"ARSENIC TRIOXIDE, BIRABRESIB, BUTHIONINE SULFOXIMINE, CISPLATIN, CYCLOPHOSPHAMIDE ANHYDROUS, DINUTUXIMAB, EFLORNITHINE, ETOPOSIDE, FACT COMPLEX-TARGETING CURAXIN CBL0137, GSK126, JQ1, JQEZ5, NIRAPARIB, OLAPARIB, PANOBINOSTAT"
Q119,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.16666666666666666,956,NON DETERMINABILE
Q119,4,gene_to_drug,rag_bm25,1.0,0.3333333333333333,0.5,0.0,2,2,0.3333333333333333,905,"Pembrolizumab, Dostarlimab"
Q119,4,gene_to_drug,rag_hybrid,1.0,0.3333333333333333,0.5,0.0,2,2,0.3333333333333333,962,"Pembrolizumab, Dostarlimab"
Q120,4,gene_to_drug,rag_dense,0.0,0.0,0.0,0.0,15,0,0.0,985,"ABEMACICLIB, AT-7519, BSJ-03-123, BSJ-03-204, BSJ-04-132, CDK/CRK INHIBITOR, CIMPUCICLIB, CP-10, CROZBACICLIB, DALPICICLIB, EBVACICLIB, INIXACICLIB, LEROCICLIB, NARAZACICLIB, PACLITAXEL"
Q120,4,gene_to_drug,rag_bm25,0.21052631578947367,1.0,0.34782608695652173,1.0,19,4,1.0,832,"EVEROLIMUS, DACTOLISIB, MTOR KINASE INHIBITOR PP242, WYE-354, ABEMACICLIB, AT-7519, BSJ-03-123, BSJ-03-204, BSJ-04-132, CDK/CRK INHIBITOR, CIMPUCICLIB, CP-10, CROZBACICLIB, DALPICICLIB, EBVACICLIB, INIXACICLIB, LEROCICLIB, NARAZACICLIB, PACLITAXEL"
Q120,4,gene_to_drug,rag_hybrid,0.21052631578947367,1.0,0.34782608695652173,1.0,19,4,1.0,965,"EVEROLIMUS, ABEMACICLIB, AT-7519, BSJ-03-123, BSJ-03-204, BSJ-04-132, CDK/CRK INHIBITOR, CIMPUCICLIB, CP-10, CROZBACICLIB, DALPICICLIB, EBVACICLIB, INIXACICLIB, LEROCICLIB, NARAZACICLIB, PACLITAXEL, DACTOLISIB, MTOR KINASE INHIBITOR PP242, WYE-354"
Q121,4,gene_to_drug,rag_dense,0.4,0.6666666666666666,0.5,0.0,5,2,0.6666666666666666,974,"CETUXIMAB, FLUOROURACIL, GEMCITABINE, LYSINE, RECOMBINANT TRANSFORMING GROWTH FACTOR"
Q121,4,gene_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,6,3,1.0,838,"FLUOROURACIL, CETUXIMAB, GEMCITABINE, LYSINE, RECOMBINANT TRANSFORMING GROWTH FACTOR, PANITUMUMAB"
Q121,4,gene_to_drug,rag_hybrid,0.75,1.0,0.8571428571428571,1.0,4,3,1.0,921,"CETUXIMAB, FLUOROURACIL, GEMCITABINE, PANITUMUMAB"
Q122,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,944,NON DETERMINABILE
Q122,5,gene_evidence_trial_bridge,rag_bm25,0.5,0.4,0.4444444444444445,0.0,4,2,0.6,901,"DASATINIB, PONATINIB, AXITINIB, Lenalidomide"
Q122,5,gene_evidence_trial_bridge,rag_hybrid,1.0,0.2,0.33333333333333337,0.0,1,1,0.4,864,DASATINIB
Q123,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,930,NON DETERMINABILE
Q123,5,gene_evidence_trial_bridge,rag_bm25,0.25,1.0,0.4,1.0,4,1,1.0,874,"OLAPARIB, KU-0060648, NU-7441, Lenalidomide"
Q123,5,gene_evidence_trial_bridge,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,904,"OLAPARIB, TEMOZOLOMIDE"
Q124,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,1,0,0.5,939,Olaparib
Q124,5,gene_evidence_trial_bridge,rag_bm25,0.25,0.5,0.3333333333333333,0.0,4,1,0.5,851,"PALBOCICLIB, LETROZOLE, PANITUMUMAB, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR"
Q124,5,gene_evidence_trial_bridge,rag_hybrid,0.3333333333333333,0.5,0.4,0.0,3,1,0.5,879,"PALBOCICLIB, LETROZOLE, PANITUMUMAB"
Q125,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,917,NON DETERMINABILE
Q125,5,gene_evidence_trial_bridge,rag_bm25,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,858,DECITABINE
Q125,5,gene_evidence_trial_bridge,rag_hybrid,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,847,DECITABINE
Q126,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,2,0,1.0,930,"Pemigatinib, Dovitinib"
Q126,5,gene_evidence_trial_bridge,rag_bm25,0.125,1.0,0.2222222222222222,1.0,8,1,1.0,905,"INFIGRATINIB, FEXAGRATINIB, PEMIGATINIB, DOVITINIB, CGT4859, FUTIBATINIB, ERDAFITINIB, PD173074"
Q126,5,gene_evidence_trial_bridge,rag_hybrid,0.14285714285714285,1.0,0.25,1.0,7,1,1.0,908,"ERDAFITINIB, INFIGRATINIB, PEMIGATINIB, DOVITINIB, FEXAGRATINIB, PONATINIB, PD173074"
Q127,5,gene_evidence_trial_bridge,rag_dense,1.0,0.2,0.33333333333333337,0.0,1,1,0.2,894,Ivosidenib
Q127,5,gene_evidence_trial_bridge,rag_bm25,0.5,0.2,0.28571428571428575,0.0,2,1,0.2,875,"AG-120, IVOSIDENIB"
Q127,5,gene_evidence_trial_bridge,rag_hybrid,0.3333333333333333,0.2,0.25,0.0,3,1,0.4,879,"Ivosidenib, AG-120, AGI-5198"
Q128,5,gene_evidence_trial_bridge,rag_dense,1.0,0.3333333333333333,0.5,0.0,1,1,0.3333333333333333,920,Enasidenib
Q128,5,gene_evidence_trial_bridge,rag_bm25,0.0,0.0,0.0,0.0,1,0,0.0,857,AG 221
Q128,5,gene_evidence_trial_bridge,rag_hybrid,0.5,0.3333333333333333,0.4,0.0,2,1,0.3333333333333333,857,"Enasidenib, AG 221"
Q129,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,900,NON DETERMINABILE
Q129,5,gene_evidence_trial_bridge,rag_bm25,1.0,0.5,0.6666666666666666,0.0,2,2,0.5,862,"IMATINIB, SUNITINIB"
Q129,5,gene_evidence_trial_bridge,rag_hybrid,1.0,0.25,0.4,0.0,1,1,0.25,889,IMATINIB
Q130,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,907,NON DETERMINABILE
Q130,5,gene_evidence_trial_bridge,rag_bm25,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,885,OXALIPLATIN
Q130,5,gene_evidence_trial_bridge,rag_hybrid,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,904,OXALIPLATIN
Q131,5,gene_evidence_trial_bridge,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,918,NON DETERMINABILE
