module,path,loc,classification,reached_by_api_main,reached_by_research_api,reached_by_legacy_api,reached_by_evaluation,reached_by_scripts,reached_by_tests
benchmarks.mtb_evidence.evaluation.non_therapeutic_claim_contract,benchmarks/mtb_evidence/evaluation/non_therapeutic_claim_contract.py,568,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.normalization_v1_4,benchmarks/mtb_evidence/evaluation/normalization_v1_4.py,30,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.normalization_v1_5,benchmarks/mtb_evidence/evaluation/normalization_v1_5.py,27,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.normalization_v1_6,benchmarks/mtb_evidence/evaluation/normalization_v1_6.py,18,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pilot_extraction,benchmarks/mtb_evidence/evaluation/pilot_extraction.py,181,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/__init__.py,22,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.findings,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/findings.py,424,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.gate_audit,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/gate_audit.py,434,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.identity_audit,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/identity_audit.py,375,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.inventory,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/inventory.py,276,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.lineage_audit,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/lineage_audit.py,289,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.novelty,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/novelty.py,447,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.plan_audit,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/plan_audit.py,363,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.promotion,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/promotion.py,438,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.provenance_audit,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/provenance_audit.py,232,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit.scope,benchmarks/mtb_evidence/evaluation/pre_promotion_audit/scope.py,303,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.pre_promotion_audit_reports,benchmarks/mtb_evidence/evaluation/pre_promotion_audit_reports.py,526,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.priority_curation,benchmarks/mtb_evidence/evaluation/priority_curation.py,344,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.prototype_promotion_audit,benchmarks/mtb_evidence/evaluation/prototype_promotion_audit.py,365,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.prototype_promotion_reports,benchmarks/mtb_evidence/evaluation/prototype_promotion_reports.py,376,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.required_fixes_1_4,benchmarks/mtb_evidence/evaluation/required_fixes_1_4.py,401,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.required_fixes_reports,benchmarks/mtb_evidence/evaluation/required_fixes_reports.py,475,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.retriever_binding_1_4,benchmarks/mtb_evidence/evaluation/retriever_binding_1_4.py,527,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.retriever_binding_reports,benchmarks/mtb_evidence/evaluation/retriever_binding_reports.py,312,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.retriever_regression_closure,benchmarks/mtb_evidence/evaluation/retriever_regression_closure.py,437,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.reviewed_profiles,benchmarks/mtb_evidence/evaluation/reviewed_profiles.py,258,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.run_gold_evaluation,benchmarks/mtb_evidence/evaluation/run_gold_evaluation.py,77,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.run_repository_history_validation,benchmarks/mtb_evidence/evaluation/run_repository_history_validation.py,140,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.run_source_cache_validation,benchmarks/mtb_evidence/evaluation/run_source_cache_validation.py,69,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts,benchmarks/mtb_evidence/evaluation/scripts/__init__.py,0,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.annotate_g1_1,benchmarks/mtb_evidence/evaluation/scripts/annotate_g1_1.py,38,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.audit_split_detector,benchmarks/mtb_evidence/evaluation/scripts/audit_split_detector.py,220,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_adjudication_artifacts,benchmarks/mtb_evidence/evaluation/scripts/build_adjudication_artifacts.py,1043,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_approved_units,benchmarks/mtb_evidence/evaluation/scripts/build_approved_units.py,286,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_approved_units_22235099,benchmarks/mtb_evidence/evaluation/scripts/build_approved_units_22235099.py,479,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_approved_units_23344087,benchmarks/mtb_evidence/evaluation/scripts/build_approved_units_23344087.py,563,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_artifact_hash_erratum,benchmarks/mtb_evidence/evaluation/scripts/build_artifact_hash_erratum.py,326,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_audit_metrics,benchmarks/mtb_evidence/evaluation/scripts/build_audit_metrics.py,236,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_audit_packets,benchmarks/mtb_evidence/evaluation/scripts/build_audit_packets.py,302,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_audit_scope,benchmarks/mtb_evidence/evaluation/scripts/build_audit_scope.py,292,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_author_approval_packets,benchmarks/mtb_evidence/evaluation/scripts/build_author_approval_packets.py,248,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_claim_retrieval_contract,benchmarks/mtb_evidence/evaluation/scripts/build_claim_retrieval_contract.py,825,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_conjunctive_query_closure,benchmarks/mtb_evidence/evaluation/scripts/build_conjunctive_query_closure.py,297,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_corpus_integrity_overlay,benchmarks/mtb_evidence/evaluation/scripts/build_corpus_integrity_overlay.py,154,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_curation_readiness,benchmarks/mtb_evidence/evaluation/scripts/build_curation_readiness.py,304,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_diagnostic_disease_scope_narrowing_shadow,benchmarks/mtb_evidence/evaluation/scripts/build_diagnostic_disease_scope_narrowing_shadow.py,935,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_disease_hierarchy_policy,benchmarks/mtb_evidence/evaluation/scripts/build_disease_hierarchy_policy.py,582,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_evidence_qualification_links,benchmarks/mtb_evidence/evaluation/scripts/build_evidence_qualification_links.py,303,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_final_experiment_v1_2,benchmarks/mtb_evidence/evaluation/scripts/build_final_experiment_v1_2.py,246,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_final_experiment_v1_3,benchmarks/mtb_evidence/evaluation/scripts/build_final_experiment_v1_3.py,94,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_final_experiment_v1_4,benchmarks/mtb_evidence/evaluation/scripts/build_final_experiment_v1_4.py,78,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_final_experiment_v1_5,benchmarks/mtb_evidence/evaluation/scripts/build_final_experiment_v1_5.py,56,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_final_experiment_v1_6,benchmarks/mtb_evidence/evaluation/scripts/build_final_experiment_v1_6.py,62,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_first_review_artifacts,benchmarks/mtb_evidence/evaluation/scripts/build_first_review_artifacts.py,511,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_generator_provenance_erratum,benchmarks/mtb_evidence/evaluation/scripts/build_generator_provenance_erratum.py,240,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_hermetic_closure_report,benchmarks/mtb_evidence/evaluation/scripts/build_hermetic_closure_report.py,162,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_integrated_shadow_repository_1_3,benchmarks/mtb_evidence/evaluation/scripts/build_integrated_shadow_repository_1_3.py,1351,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_non_therapeutic_claim_contract,benchmarks/mtb_evidence/evaluation/scripts/build_non_therapeutic_claim_contract.py,689,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_non_therapeutic_shadow_update,benchmarks/mtb_evidence/evaluation/scripts/build_non_therapeutic_shadow_update.py,599,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_non_therapeutic_source_closure,benchmarks/mtb_evidence/evaluation/scripts/build_non_therapeutic_source_closure.py,854,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_pre_promotion_audit_1_3,benchmarks/mtb_evidence/evaluation/scripts/build_pre_promotion_audit_1_3.py,503,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_pre_promotion_required_fixes_1_4,benchmarks/mtb_evidence/evaluation/scripts/build_pre_promotion_required_fixes_1_4.py,716,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_priority_scope,benchmarks/mtb_evidence/evaluation/scripts/build_priority_scope.py,255,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_qualification_corpus,benchmarks/mtb_evidence/evaluation/scripts/build_qualification_corpus.py,564,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_retriever_binding_1_4,benchmarks/mtb_evidence/evaluation/scripts/build_retriever_binding_1_4.py,200,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_retriever_regression_closure,benchmarks/mtb_evidence/evaluation/scripts/build_retriever_regression_closure.py,388,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_review_batch_scope,benchmarks/mtb_evidence/evaluation/scripts/build_review_batch_scope.py,298,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_review_comparison_artifacts,benchmarks/mtb_evidence/evaluation/scripts/build_review_comparison_artifacts.py,1182,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_review_metrics,benchmarks/mtb_evidence/evaluation/scripts/build_review_metrics.py,267,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_review_packets,benchmarks/mtb_evidence/evaluation/scripts/build_review_packets.py,514,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_review_proposals,benchmarks/mtb_evidence/evaluation/scripts/build_review_proposals.py,391,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_second_review_artifacts,benchmarks/mtb_evidence/evaluation/scripts/build_second_review_artifacts.py,880,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_snapshot_gold,benchmarks/mtb_evidence/evaluation/scripts/build_snapshot_gold.py,208,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_source_document_maps,benchmarks/mtb_evidence/evaluation/scripts/build_source_document_maps.py,101,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_source_inventory,benchmarks/mtb_evidence/evaluation/scripts/build_source_inventory.py,269,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_source_review_reports,benchmarks/mtb_evidence/evaluation/scripts/build_source_review_reports.py,298,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.build_terminology_mapping_closure,benchmarks/mtb_evidence/evaluation/scripts/build_terminology_mapping_closure.py,1205,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_tree_hash_erratum,benchmarks/mtb_evidence/evaluation/scripts/build_tree_hash_erratum.py,446,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.build_typed_claim_shadow_migration,benchmarks/mtb_evidence/evaluation/scripts/build_typed_claim_shadow_migration.py,491,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.campaign_tooling_g1_1,benchmarks/mtb_evidence/evaluation/scripts/campaign_tooling_g1_1.py,256,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.candidate_coverage_audit,benchmarks/mtb_evidence/evaluation/scripts/candidate_coverage_audit.py,1642,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.classify_source_structures,benchmarks/mtb_evidence/evaluation/scripts/classify_source_structures.py,542,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.compare_detector_cases,benchmarks/mtb_evidence/evaluation/scripts/compare_detector_cases.py,288,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.conjunctive_biomarker_fix,benchmarks/mtb_evidence/evaluation/scripts/conjunctive_biomarker_fix.py,476,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.curate_priority_sources,benchmarks/mtb_evidence/evaluation/scripts/curate_priority_sources.py,445,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.decide_source_structures,benchmarks/mtb_evidence/evaluation/scripts/decide_source_structures.py,153,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.disease_normalization_review,benchmarks/mtb_evidence/evaluation/scripts/disease_normalization_review.py,934,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.evaluate_priority_curation,benchmarks/mtb_evidence/evaluation/scripts/evaluate_priority_curation.py,378,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.evaluate_statement_linking,benchmarks/mtb_evidence/evaluation/scripts/evaluate_statement_linking.py,230,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.fetch_priority_abstracts,benchmarks/mtb_evidence/evaluation/scripts/fetch_priority_abstracts.py,171,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.fetch_source_metadata,benchmarks/mtb_evidence/evaluation/scripts/fetch_source_metadata.py,133,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.gold_g1_0,benchmarks/mtb_evidence/evaluation/scripts/gold_g1_0.py,286,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.gold_g1_1,benchmarks/mtb_evidence/evaluation/scripts/gold_g1_1.py,113,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.multi_intervention_adapter_review,benchmarks/mtb_evidence/evaluation/scripts/multi_intervention_adapter_review.py,1148,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.multi_intervention_source_review,benchmarks/mtb_evidence/evaluation/scripts/multi_intervention_source_review.py,1351,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.normalize_propagation_policy,benchmarks/mtb_evidence/evaluation/scripts/normalize_propagation_policy.py,413,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.prepare_g1_1_campaign_tooling,benchmarks/mtb_evidence/evaluation/scripts/prepare_g1_1_campaign_tooling.py,108,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.promote_qualified_claim_corpus_1_4,benchmarks/mtb_evidence/evaluation/scripts/promote_qualified_claim_corpus_1_4.py,474,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.rebuild_qualification_views,benchmarks/mtb_evidence/evaluation/scripts/rebuild_qualification_views.py,1176,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.record_author_approval,benchmarks/mtb_evidence/evaluation/scripts/record_author_approval.py,208,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.record_author_approval_22235099,benchmarks/mtb_evidence/evaluation/scripts/record_author_approval_22235099.py,338,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.record_author_approval_23344087,benchmarks/mtb_evidence/evaluation/scripts/record_author_approval_23344087.py,412,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.redact_abstract_cache,benchmarks/mtb_evidence/evaluation/scripts/redact_abstract_cache.py,116,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.regenerate_qualification_corpus,benchmarks/mtb_evidence/evaluation/scripts/regenerate_qualification_corpus.py,455,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.revise_statement_decisions,benchmarks/mtb_evidence/evaluation/scripts/revise_statement_decisions.py,316,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.revise_statement_decisions_22235099,benchmarks/mtb_evidence/evaluation/scripts/revise_statement_decisions_22235099.py,575,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.revise_statement_decisions_23344087,benchmarks/mtb_evidence/evaluation/scripts/revise_statement_decisions_23344087.py,612,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.run_annotation_batch_g1_1,benchmarks/mtb_evidence/evaluation/scripts/run_annotation_batch_g1_1.py,68,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.run_pilot_evaluation,benchmarks/mtb_evidence/evaluation/scripts/run_pilot_evaluation.py,441,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.run_propagation_guards,benchmarks/mtb_evidence/evaluation/scripts/run_propagation_guards.py,100,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.run_qualified_retriever_prototype,benchmarks/mtb_evidence/evaluation/scripts/run_qualified_retriever_prototype.py,272,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.run_reporting_ablation,benchmarks/mtb_evidence/evaluation/scripts/run_reporting_ablation.py,477,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.run_review_propagation_guards,benchmarks/mtb_evidence/evaluation/scripts/run_review_propagation_guards.py,153,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.run_v2_adapter,benchmarks/mtb_evidence/evaluation/scripts/run_v2_adapter.py,227,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.screen_single_statement_sources,benchmarks/mtb_evidence/evaluation/scripts/screen_single_statement_sources.py,215,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.v2_v3a_exploratory,benchmarks/mtb_evidence/evaluation/scripts/v2_v3a_exploratory.py,1617,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.validate_annotation_responses_g1_1,benchmarks/mtb_evidence/evaluation/scripts/validate_annotation_responses_g1_1.py,31,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.evaluation.scripts.verified_disease_alias_fix,benchmarks/mtb_evidence/evaluation/scripts/verified_disease_alias_fix.py,631,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.verify_review_sources,benchmarks/mtb_evidence/evaluation/scripts/verify_review_sources.py,253,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.scripts.verify_source_locators,benchmarks/mtb_evidence/evaluation/scripts/verify_source_locators.py,356,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.snapshot_gold,benchmarks/mtb_evidence/evaluation/snapshot_gold.py,434,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.source_curation,benchmarks/mtb_evidence/evaluation/source_curation.py,473,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.source_inventory,benchmarks/mtb_evidence/evaluation/source_inventory.py,562,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.source_profiles,benchmarks/mtb_evidence/evaluation/source_profiles.py,136,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.terminology_mapping_closure,benchmarks/mtb_evidence/evaluation/terminology_mapping_closure.py,394,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.terminology_mapping_closure_reports,benchmarks/mtb_evidence/evaluation/terminology_mapping_closure_reports.py,309,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.terminology_mapping_closure_simulation,benchmarks/mtb_evidence/evaluation/terminology_mapping_closure_simulation.py,264,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.evaluation.tree_hash_erratum,benchmarks/mtb_evidence/evaluation/tree_hash_erratum.py,176,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.final_experiment,benchmarks/mtb_evidence/final_experiment/__init__.py,10,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.final_experiment.analysis,benchmarks/mtb_evidence/final_experiment/analysis.py,93,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.final_experiment.generate_artifacts,benchmarks/mtb_evidence/final_experiment/generate_artifacts.py,277,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.final_experiment.harness,benchmarks/mtb_evidence/final_experiment/harness.py,231,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.final_experiment.run_final_experiment,benchmarks/mtb_evidence/final_experiment/run_final_experiment.py,59,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.final_experiment.smoke,benchmarks/mtb_evidence/final_experiment/smoke.py,225,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.model_selection,benchmarks/mtb_evidence/model_selection/__init__.py,1,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.model_selection.harness,benchmarks/mtb_evidence/model_selection/harness.py,374,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.model_selection.roles,benchmarks/mtb_evidence/model_selection/roles.py,394,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.model_selection.run_identity,benchmarks/mtb_evidence/model_selection/run_identity.py,245,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.model_selection.scoring,benchmarks/mtb_evidence/model_selection/scoring.py,250,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.model_selection.scripts,benchmarks/mtb_evidence/model_selection/scripts/__init__.py,0,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.model_selection.scripts.inventory_ollama_models,benchmarks/mtb_evidence/model_selection/scripts/inventory_ollama_models.py,242,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.model_selection.scripts.run_model_selection,benchmarks/mtb_evidence/model_selection/scripts/run_model_selection.py,673,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.ontology_shadow_mvp,benchmarks/mtb_evidence/ontology_shadow_mvp/__init__.py,14,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.ontology_shadow_mvp.evaluator,benchmarks/mtb_evidence/ontology_shadow_mvp/evaluator.py,98,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.ontology_shadow_mvp.models,benchmarks/mtb_evidence/ontology_shadow_mvp/models.py,62,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.ontology_shadow_mvp.normalizer,benchmarks/mtb_evidence/ontology_shadow_mvp/normalizer.py,92,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.ontology_shadow_mvp.registry,benchmarks/mtb_evidence/ontology_shadow_mvp/registry.py,211,TEST_ONLY,False,False,False,False,False,True
benchmarks.mtb_evidence.ontology_shadow_mvp.run_shadow,benchmarks/mtb_evidence/ontology_shadow_mvp/run_shadow.py,187,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.pilot,benchmarks/mtb_evidence/pilot/__init__.py,1,DEAD_OR_UNREACHABLE,False,False,False,False,False,False
benchmarks.mtb_evidence.pilot.audit_lib,benchmarks/mtb_evidence/pilot/audit_lib/__init__.py,6,TEST_ONLY,False,False,False,False,False,True
