claim_id,claim_domain,claim_type,direction,graph_evidence_id,biomarker_status,disease_status,intervention_status,direction_status,tumour_context_status,evidence_type_status,study_design_status,prospective_retrospective_status,randomization_status,endpoint_status,clinical_response_status,survival_status,preclinical_status,in_vivo_status,in_vitro_status,in_silico_status,approval_status,source_status,identifier_status,source_unit_status,locator_status,text_status,assessment_status,tier,reason_codes,notes
CLM-bd4e24be0a4719119976,therapeutic,atomic_intervention_claim,resistance,evidence:1483,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-beb05cb9a445538bb755,therapeutic,atomic_intervention_claim,sensitivity,evidence:1913,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-c069e118a976c0332c60,therapeutic,atomic_intervention_claim,sensitivity,evidence:8173,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-c0b6cac2d322040eefe6,therapeutic,atomic_intervention_claim,sensitivity,evidence:2632,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-c2298624bea1ba7fac45,therapeutic,atomic_intervention_claim,resistance,evidence:4620,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-c7f106007dced3b3dec7,therapeutic,atomic_intervention_claim,resistance,evidence:843,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-c8f2a725bf5cfc8e98ca,therapeutic,atomic_intervention_claim,sensitivity,evidence:1592,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-cf53824b662b10f776df,therapeutic,atomic_intervention_claim,resistance,evidence:1286,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-d2a8d38b226371178d2a,therapeutic,atomic_intervention_claim,sensitivity,evidence:2631,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-d3828905e361102a59a0,therapeutic,atomic_intervention_claim,sensitivity,evidence:1920,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-d3951a629938118cac1b,therapeutic,atomic_intervention_claim,resistance,evidence:1354,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-d4bee44e07efb6ccca9f,therapeutic,atomic_intervention_claim,sensitivity,evidence:12015,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-d647e4283d6f94402b1d,therapeutic,atomic_intervention_claim,sensitivity,evidence:12372,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-d9119121edc4643c966f,therapeutic,atomic_intervention_claim,resistance,evidence:1337,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-dce0280ba32faf2db9c9,therapeutic,atomic_intervention_claim,sensitivity,evidence:1917,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-dd924bc0aac50b2d0eff,therapeutic,atomic_intervention_claim,resistance,evidence:441,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-dda6b2c59b86fba7999a,therapeutic,atomic_intervention_claim,sensitivity,evidence:965,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-e021f20401b48e016f8e,therapeutic,atomic_intervention_claim,resistance,evidence:443,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-e13e6bfa052b0b6f49fe,therapeutic,atomic_intervention_claim,sensitivity,evidence:2994,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-e5528b1323d1f69569d3,therapeutic,atomic_intervention_claim,sensitivity,evidence:1990,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-e565f65d73cb1d4aa67b,therapeutic,atomic_intervention_claim,sensitivity,evidence:2624,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-e6efb45289099d321caa,therapeutic,atomic_intervention_claim,sensitivity,evidence:11230,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-e7f967d807f506a1c878,therapeutic,atomic_intervention_claim,resistance,evidence:1348,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-ea3f6c4227ec08639404,therapeutic,atomic_intervention_claim,sensitivity,evidence:12547,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-eaf9d60d304136d89a18,therapeutic,atomic_intervention_claim,resistance,evidence:442,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-eba06f8e66bfc2749100,therapeutic,atomic_intervention_claim,sensitivity,evidence:4284,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-f099dc5a29b516efbd00,therapeutic,atomic_intervention_claim,sensitivity,evidence:967,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-f1f6b860aca2c8c08690,therapeutic,atomic_intervention_claim,resistance,evidence:763,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-f52eacf8dde60d7af27f,therapeutic,atomic_intervention_claim,sensitivity,evidence:2627,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-f540c99392aa5b560a22,therapeutic,atomic_intervention_claim,resistance,evidence:48,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-f59008ae6c2098dde866,therapeutic,atomic_intervention_claim,sensitivity,evidence:1912,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-f62d35819669db1e4d34,therapeutic,atomic_intervention_claim,sensitivity,evidence:9221,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-fb324f3b5bad9559e397,therapeutic,atomic_intervention_claim,sensitivity,evidence:9223,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-feddcbb26716bd36627e,therapeutic,atomic_intervention_claim,resistance,evidence:1357,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-8941c177da91f66ff93a,diagnostic,diagnostic_claim,diagnostic,evidence:1846,PRESENT_STRUCTURED,PRESENT_STRUCTURED,NOT_APPLICABLE,PRESENT_STRUCTURED,AMBIGUOUS,NOT_APPLICABLE,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,NOT_APPLICABLE,,NOT_APPLICABLE_DIAGNOSTIC,tier not assigned
CLM-a7e1c40b794d2c4d4ca8,diagnostic,diagnostic_claim,diagnostic,evidence:1847,PRESENT_STRUCTURED,PRESENT_STRUCTURED,NOT_APPLICABLE,PRESENT_STRUCTURED,AMBIGUOUS,NOT_APPLICABLE,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,NOT_APPLICABLE,,NOT_APPLICABLE_DIAGNOSTIC,tier not assigned
