gene_claim_name	nomenclature	concept_id	gene_name	source_db_name	source_db_version
SLC22A11	Gene Symbol	hgnc:18120	SLC22A11	NCBI	20240410
SLC22A11	Gene Symbol	hgnc:18120	SLC22A11	Ensembl	111
SLC22A11	Gene Symbol	hgnc:18120	SLC22A11	ChEMBL	33
CHRNB2	Gene Symbol	hgnc:1962	CHRNB2	HGNC	20240408
CHRNB2	Gene Symbol	hgnc:1962	CHRNB2	Ensembl	111
CHRNB2	Gene Symbol	hgnc:1962	CHRNB2	NCBI	20240410
FDPS	Gene Symbol	hgnc:3631	FDPS	HGNC	20240408
FDPS	Gene Symbol	hgnc:3631	FDPS	Ensembl	111
FDPS	Gene Symbol	hgnc:3631	FDPS	NCBI	20240410
PDE4B	Gene Symbol	hgnc:8781	PDE4B	HGNC	20240408
PDE4B	Gene Symbol	hgnc:8781	PDE4B	Ensembl	111
PDE4B	Gene Symbol	hgnc:8781	PDE4B	NCBI	20240410
PDE4B	Gene Symbol	hgnc:8781	PDE4B	ChEMBL	33
HDAC5	Gene Symbol	hgnc:14068	HDAC5	HGNC	20240408
HDAC5	Gene Symbol	hgnc:14068	HDAC5	NCBI	20240410
HDAC5	Gene Symbol	hgnc:14068	HDAC5	Ensembl	111
HDAC7	Gene Symbol	hgnc:14067	HDAC7	HGNC	20240408
HDAC7	Gene Symbol	hgnc:14067	HDAC7	NCBI	20240410
HDAC7	Gene Symbol	hgnc:14067	HDAC7	Ensembl	111
HDAC11	Gene Symbol	hgnc:19086	HDAC11	HGNC	20240408
HDAC11	Gene Symbol	hgnc:19086	HDAC11	NCBI	20240410
HDAC11	Gene Symbol	hgnc:19086	HDAC11	Ensembl	111
ITGB3	Gene Symbol	hgnc:6156	ITGB3	HGNC	20240408
ITGB3	Gene Symbol	hgnc:6156	ITGB3	Ensembl	111
ITGB3	Gene Symbol	hgnc:6156	ITGB3	NCBI	20240410
ITGB3	Gene Symbol	hgnc:6156	ITGB3	ChEMBL	33
ATP4B	Gene Symbol	hgnc:820	ATP4B	HGNC	20240408
ATP4B	Gene Symbol	hgnc:820	ATP4B	NCBI	20240410
ATP4B	Gene Symbol	hgnc:820	ATP4B	Ensembl	111
CA6	Gene Symbol	hgnc:1380	CA6	HGNC	20240408
CA6	Gene Symbol	hgnc:1380	CA6	NCBI	20240410
CA6	Gene Symbol	hgnc:1380	CA6	Ensembl	111
CA9	Gene Symbol	hgnc:1383	CA9	HGNC	20240408
CA9	Gene Symbol	hgnc:1383	CA9	NCBI	20240410
CA9	Gene Symbol	hgnc:1383	CA9	Ensembl	111
CA13	Gene Symbol	hgnc:14914	CA13	HGNC	20240408
CA13	Gene Symbol	hgnc:14914	CA13	Ensembl	111
CA13	Gene Symbol	hgnc:14914	CA13	NCBI	20240410
CA13	Gene Symbol	hgnc:14914	CA13	ChEMBL	33
CA5B	Gene Symbol	hgnc:1378	CA5B	HGNC	20240408
CA5B	Gene Symbol	hgnc:1378	CA5B	NCBI	20240410
CA5B	Gene Symbol	hgnc:1378	CA5B	Ensembl	111
CA5A	Gene Symbol	hgnc:1377	CA5A	HGNC	20240408
CA5A	Gene Symbol	hgnc:1377	CA5A	Ensembl	111
CA5A	Gene Symbol	hgnc:1377	CA5A	NCBI	20240410
TUBB4A	Gene Symbol	hgnc:20774	TUBB4A	HGNC	20240408
TUBB4A	Gene Symbol	hgnc:20774	TUBB4A	Ensembl	111
TUBB4A	Gene Symbol	hgnc:20774	TUBB4A	NCBI	20240410
TUBB2B	Gene Symbol	hgnc:30829	TUBB2B	HGNC	20240408
TUBB2B	Gene Symbol	hgnc:30829	TUBB2B	Ensembl	111
TUBB2B	Gene Symbol	hgnc:30829	TUBB2B	NCBI	20240410
TUBB2B	Gene Symbol	hgnc:30829	TUBB2B	ChEMBL	33
GSK3A	Gene Symbol	hgnc:4616	GSK3A	HGNC	20240408
GSK3A	Gene Symbol	hgnc:4616	GSK3A	NCBI	20240410
GSK3A	Gene Symbol	hgnc:4616	GSK3A	Ensembl	111
GSK3B	Gene Symbol	hgnc:4617	GSK3B	HGNC	20240408
GSK3B	Gene Symbol	hgnc:4617	GSK3B	Ensembl	111
GSK3B	Gene Symbol	hgnc:4617	GSK3B	NCBI	20240410
PDGFRA	Gene Symbol	hgnc:8803	PDGFRA	HGNC	20240408
PDGFRA	Gene Symbol	hgnc:8803	PDGFRA	Ensembl	111
PDGFRA	Gene Symbol	hgnc:8803	PDGFRA	NCBI	20240410
ADRB2	Gene Symbol	hgnc:286	ADRB2	HGNC	20240408
ADRB2	Gene Symbol	hgnc:286	ADRB2	NCBI	20240410
ADRB2	Gene Symbol	hgnc:286	ADRB2	Ensembl	111
ADRB2	Gene Symbol	hgnc:286	ADRB2	ChEMBL	33
GRIN1	Gene Symbol	hgnc:4584	GRIN1	HGNC	20240408
GRIN1	Gene Symbol	hgnc:4584	GRIN1	NCBI	20240410
GRIN1	Gene Symbol	hgnc:4584	GRIN1	Ensembl	111
GRIN2B	Gene Symbol	hgnc:4586	GRIN2B	HGNC	20240408
GRIN2B	Gene Symbol	hgnc:4586	GRIN2B	Ensembl	111
GRIN2B	Gene Symbol	hgnc:4586	GRIN2B	NCBI	20240410
GRIN3A	Gene Symbol	hgnc:16767	GRIN3A	HGNC	20240408
GRIN3A	Gene Symbol	hgnc:16767	GRIN3A	Ensembl	111
GRIN3A	Gene Symbol	hgnc:16767	GRIN3A	NCBI	20240410
PDE3A	Gene Symbol	hgnc:8778	PDE3A	HGNC	20240408
PDE3A	Gene Symbol	hgnc:8778	PDE3A	NCBI	20240410
PDE3A	Gene Symbol	hgnc:8778	PDE3A	Ensembl	111
PDE3A	Gene Symbol	hgnc:8778	PDE3A	ChEMBL	33
PDE3B	Gene Symbol	hgnc:8779	PDE3B	HGNC	20240408
PDE3B	Gene Symbol	hgnc:8779	PDE3B	NCBI	20240410
PDE3B	Gene Symbol	hgnc:8779	PDE3B	Ensembl	111
PDE3B	Gene Symbol	hgnc:8779	PDE3B	ChEMBL	33
MTNR1A	Gene Symbol	hgnc:7463	MTNR1A	HGNC	20240408
MTNR1A	Gene Symbol	hgnc:7463	MTNR1A	NCBI	20240410
MTNR1A	Gene Symbol	hgnc:7463	MTNR1A	Ensembl	111
MTNR1B	Gene Symbol	hgnc:7464	MTNR1B	HGNC	20240408
MTNR1B	Gene Symbol	hgnc:7464	MTNR1B	Ensembl	111
GNRHR2	Gene Symbol	hgnc:16341	GNRHR2	NCBI	20240410
MTNR1B	Gene Symbol	hgnc:7464	MTNR1B	NCBI	20240410
ADRA2A	Gene Symbol	hgnc:281	ADRA2A	HGNC	20240408
ADRA2A	Gene Symbol	hgnc:281	ADRA2A	NCBI	20240410
ADRA2A	Gene Symbol	hgnc:281	ADRA2A	Ensembl	111
ADRA2A	Gene Symbol	hgnc:281	ADRA2A	ChEMBL	33
RAMP3	Gene Symbol	hgnc:9845	RAMP3	HGNC	20240408
RAMP3	Gene Symbol	hgnc:9845	RAMP3	NCBI	20240410
RAMP3	Gene Symbol	hgnc:9845	RAMP3	Ensembl	111
ADRA1D	Gene Symbol	hgnc:280	ADRA1D	HGNC	20240408
ADRA1D	Gene Symbol	hgnc:280	ADRA1D	NCBI	20240410
ADRA1D	Gene Symbol	hgnc:280	ADRA1D	Ensembl	111
ADRA1B	Gene Symbol	hgnc:278	ADRA1B	HGNC	20240408
ADRA1B	Gene Symbol	hgnc:278	ADRA1B	NCBI	20240410
ADRA1B	Gene Symbol	hgnc:278	ADRA1B	Ensembl	111
TOP2B	Gene Symbol	hgnc:11990	TOP2B	HGNC	20240408
TOP2B	Gene Symbol	hgnc:11990	TOP2B	NCBI	20240410
TOP2B	Gene Symbol	hgnc:11990	TOP2B	Ensembl	111
TOP2B	Gene Symbol	hgnc:11990	TOP2B	ChEMBL	33
ADORA1	Gene Symbol	hgnc:262	ADORA1	HGNC	20240408
ADORA1	Gene Symbol	hgnc:262	ADORA1	NCBI	20240410
ADORA1	Gene Symbol	hgnc:262	ADORA1	Ensembl	111
GUCY1B1	Gene Symbol	hgnc:4687	GUCY1B1	HGNC	20240408
GUCY1B1	Gene Symbol	hgnc:4687	GUCY1B1	NCBI	20240410
GUCY1B1	Gene Symbol	hgnc:4687	GUCY1B1	Ensembl	111
GUCY1B2	Gene Symbol	hgnc:4686	GUCY1B2	HGNC	20240408
GUCY1B2	Gene Symbol	hgnc:4686	GUCY1B2	Ensembl	111
GUCY1B2	Gene Symbol	hgnc:4686	GUCY1B2	NCBI	20240410
GUCY1B2	Gene Symbol	hgnc:4686	GUCY1B2	ChEMBL	33
GUCY1A2	Gene Symbol	hgnc:4684	GUCY1A2	HGNC	20240408
GUCY1A2	Gene Symbol	hgnc:4684	GUCY1A2	NCBI	20240410
GUCY1A2	Gene Symbol	hgnc:4684	GUCY1A2	Ensembl	111
GUCY1A1	Gene Symbol	hgnc:4685	GUCY1A1	HGNC	20240408
GUCY1A1	Gene Symbol	hgnc:4685	GUCY1A1	NCBI	20240410
GUCY1A1	Gene Symbol	hgnc:4685	GUCY1A1	Ensembl	111
IMPDH2	Gene Symbol	hgnc:6053	IMPDH2	HGNC	20240408
IMPDH2	Gene Symbol	hgnc:6053	IMPDH2	Ensembl	111
IMPDH2	Gene Symbol	hgnc:6053	IMPDH2	NCBI	20240410
PDE7A	Gene Symbol	hgnc:8791	PDE7A	HGNC	20240408
PDE7A	Gene Symbol	hgnc:8791	PDE7A	Ensembl	111
PDE7A	Gene Symbol	hgnc:8791	PDE7A	NCBI	20240410
PDE7A	Gene Symbol	hgnc:8791	PDE7A	ChEMBL	33
ABCC8	Gene Symbol	hgnc:59	ABCC8	HGNC	20240408
ABCC8	Gene Symbol	hgnc:59	ABCC8	NCBI	20240410
ABCC8	Gene Symbol	hgnc:59	ABCC8	Ensembl	111
SCNN1A	Gene Symbol	hgnc:10599	SCNN1A	HGNC	20240408
SCNN1A	Gene Symbol	hgnc:10599	SCNN1A	Ensembl	111
SCNN1A	Gene Symbol	hgnc:10599	SCNN1A	NCBI	20240410
SCNN1G	Gene Symbol	hgnc:10602	SCNN1G	HGNC	20240408
SCNN1G	Gene Symbol	hgnc:10602	SCNN1G	NCBI	20240410
SCNN1G	Gene Symbol	hgnc:10602	SCNN1G	Ensembl	111
RRM1	Gene Symbol	hgnc:10451	RRM1	HGNC	20240408
RRM1	Gene Symbol	hgnc:10451	RRM1	NCBI	20240410
RRM1	Gene Symbol	hgnc:10451	RRM1	Ensembl	111
RRM1	Gene Symbol	hgnc:10451	RRM1	ChEMBL	33
BCHE	Gene Symbol	hgnc:983	BCHE	HGNC	20240408
BCHE	Gene Symbol	hgnc:983	BCHE	Ensembl	111
BCHE	Gene Symbol	hgnc:983	BCHE	NCBI	20240410
ITGB1	Gene Symbol	hgnc:6153	ITGB1	HGNC	20240408
ITGB1	Gene Symbol	hgnc:6153	ITGB1	NCBI	20240410
ITGB1	Gene Symbol	hgnc:6153	ITGB1	Ensembl	111
KEAP1	Gene Symbol	hgnc:23177	KEAP1	HGNC	20240408
KEAP1	Gene Symbol	hgnc:23177	KEAP1	Ensembl	111
KEAP1	Gene Symbol	hgnc:23177	KEAP1	NCBI	20240410
RYR3	Gene Symbol	hgnc:10485	RYR3	HGNC	20240408
RYR3	Gene Symbol	hgnc:10485	RYR3	Ensembl	111
RYR3	Gene Symbol	hgnc:10485	RYR3	NCBI	20240410
RYR3	Gene Symbol	hgnc:10485	RYR3	ChEMBL	33
THRA	Gene Symbol	hgnc:11796	THRA	HGNC	20240408
THRA	Gene Symbol	hgnc:11796	THRA	NCBI	20240410
THRA	Gene Symbol	hgnc:11796	THRA	Ensembl	111
GABBR1	Gene Symbol	hgnc:4070	GABBR1	HGNC	20240408
GABBR1	Gene Symbol	hgnc:4070	GABBR1	Ensembl	111
GABBR1	Gene Symbol	hgnc:4070	GABBR1	NCBI	20240410
GABBR2	Gene Symbol	hgnc:4507	GABBR2	HGNC	20240408
GABBR2	Gene Symbol	hgnc:4507	GABBR2	NCBI	20240410
GABBR2	Gene Symbol	hgnc:4507	GABBR2	Ensembl	111
ODC1	Gene Symbol	hgnc:8109	ODC1	HGNC	20240408
ODC1	Gene Symbol	hgnc:8109	ODC1	NCBI	20240410
ODC1	Gene Symbol	hgnc:8109	ODC1	Ensembl	111
ODC1	Gene Symbol	hgnc:8109	ODC1	ChEMBL	33
HTR4	Gene Symbol	hgnc:5299	HTR4	HGNC	20240408
HTR4	Gene Symbol	hgnc:5299	HTR4	NCBI	20240410
HTR4	Gene Symbol	hgnc:5299	HTR4	Ensembl	111
CYP11B1	Gene Symbol	hgnc:2591	CYP11B1	HGNC	20240408
CYP11B1	Gene Symbol	hgnc:2591	CYP11B1	Ensembl	111
CYP11B1	Gene Symbol	hgnc:2591	CYP11B1	NCBI	20240410
CYP11B1	Gene Symbol	hgnc:2591	CYP11B1	ChEMBL	33
DIO1	Gene Symbol	hgnc:2883	DIO1	HGNC	20240408
DIO1	Gene Symbol	hgnc:2883	DIO1	Ensembl	111
DIO1	Gene Symbol	hgnc:2883	DIO1	NCBI	20240410
NPC1L1	Gene Symbol	hgnc:7898	NPC1L1	HGNC	20240408
NPC1L1	Gene Symbol	hgnc:7898	NPC1L1	Ensembl	111
NPC1L1	Gene Symbol	hgnc:7898	NPC1L1	NCBI	20240410
ABAT	Gene Symbol	hgnc:23	ABAT	HGNC	20240408
ABAT	Gene Symbol	hgnc:23	ABAT	NCBI	20240410
ABAT	Gene Symbol	hgnc:23	ABAT	Ensembl	111
GSC	Gene Symbol	hgnc:4612	GSC	HGNC	20240408
FBH1	Gene Symbol	hgnc:13620	FBH1	GO	10-Apr-24
GSC	Gene Symbol	hgnc:4612	GSC	Ensembl	111
GSC	Gene Symbol	hgnc:4612	GSC	NCBI	20240410
GSC1	Gene Symbol	hgnc:4612	GSC	ChEMBL	33
CYP3A43	Gene Symbol	hgnc:17450	CYP3A43	HGNC	20240408
CYP3A43	Gene Symbol	hgnc:17450	CYP3A43	Ensembl	111
CYP3A43	Gene Symbol	hgnc:17450	CYP3A43	NCBI	20240410
CYP3A7	Gene Symbol	hgnc:2640	CYP3A7	HGNC	20240408
CYP3A7	Gene Symbol	hgnc:2640	CYP3A7	Ensembl	111
CYP3A7	Gene Symbol	hgnc:2640	CYP3A7	NCBI	20240410
P4HB	Gene Symbol	hgnc:8548	P4HB	HGNC	20240408
P4HB	Gene Symbol	hgnc:8548	P4HB	Ensembl	111
P4HB	Gene Symbol	hgnc:8548	P4HB	NCBI	20240410
P4HB	Gene Symbol	hgnc:8548	P4HB	ChEMBL	33
PAEP	Gene Symbol	hgnc:8573	PAEP	HGNC	20240408
PAEP	Gene Symbol	hgnc:8573	PAEP	Ensembl	111
PAEP	Gene Symbol	hgnc:8573	PAEP	NCBI	20240410
GYPC	Gene Symbol	hgnc:4704	GYPC	HGNC	20240408
GYPC	Gene Symbol	hgnc:4704	GYPC	NCBI	20240410
GYPC	Gene Symbol	hgnc:4704	GYPC	Ensembl	111
GNAI1	Gene Symbol	hgnc:4384	GNAI1	HGNC	20240408
GNAI1	Gene Symbol	hgnc:4384	GNAI1	NCBI	20240410
GNAI1	Gene Symbol	hgnc:4384	GNAI1	Ensembl	111
PPP1R3B	Gene Symbol	hgnc:14942	PPP1R3B	HGNC	20240408
PPP1R3B	Gene Symbol	hgnc:14942	PPP1R3B	NCBI	20240410
PPP1R3B	Gene Symbol	hgnc:14942	PPP1R3B	Ensembl	111
PPP1R3A	Gene Symbol	hgnc:9291	PPP1R3A	HGNC	20240408
PPP1R3A	Gene Symbol	hgnc:9291	PPP1R3A	Ensembl	111
PPP1R3A	Gene Symbol	hgnc:9291	PPP1R3A	NCBI	20240410
GM	Gene Symbol	hgnc:9291	PPP1R3A	ChEMBL	33
CD86	Gene Symbol	hgnc:1705	CD86	HGNC	20240408
CD86	Gene Symbol	hgnc:1705	CD86	NCBI	20240410
CD86	Gene Symbol	hgnc:1705	CD86	Ensembl	111
TNFSF13B	Gene Symbol	hgnc:11929	TNFSF13B	HGNC	20240408
TNFSF13B	Gene Symbol	hgnc:11929	TNFSF13B	NCBI	20240410
TNFSF13B	Gene Symbol	hgnc:11929	TNFSF13B	Ensembl	111
VAMP2	Gene Symbol	hgnc:12643	VAMP2	HGNC	20240408
VAMP2	Gene Symbol	hgnc:12643	VAMP2	NCBI	20240410
VAMP2	Gene Symbol	hgnc:12643	VAMP2	Ensembl	111
CTLA4	Gene Symbol	hgnc:2505	CTLA4	ChEMBL	33
LAMA1	Gene Symbol	hgnc:6481	LAMA1	HGNC	20240408
LAMA1	Gene Symbol	hgnc:6481	LAMA1	NCBI	20240410
LAMA1	Gene Symbol	hgnc:6481	LAMA1	Ensembl	111
LAMB1	Gene Symbol	hgnc:6486	LAMB1	HGNC	20240408
LAMB1	Gene Symbol	hgnc:6486	LAMB1	NCBI	20240410
LAMB1	Gene Symbol	hgnc:6486	LAMB1	Ensembl	111
LAMB3	Gene Symbol	hgnc:6490	LAMB3	HGNC	20240408
LAMB3	Gene Symbol	hgnc:6490	LAMB3	NCBI	20240410
LAMB3	Gene Symbol	hgnc:6490	LAMB3	Ensembl	111
GNRHR2	Gene Symbol	hgnc:16341	GNRHR2	Ensembl	111
LAMB3	Gene Symbol	hgnc:6490	LAMB3	ChEMBL	33
LAMC2	Gene Symbol	hgnc:6493	LAMC2	HGNC	20240408
LAMC2	Gene Symbol	hgnc:6493	LAMC2	Ensembl	111
LAMC2	Gene Symbol	hgnc:6493	LAMC2	NCBI	20240410
LAMC2	Gene Symbol	hgnc:6493	LAMC2	ChEMBL	33
COL1A2	Gene Symbol	hgnc:2198	COL1A2	HGNC	20240408
COL1A2	Gene Symbol	hgnc:2198	COL1A2	NCBI	20240410
COL1A2	Gene Symbol	hgnc:2198	COL1A2	Ensembl	111
COL1A1	Gene Symbol	hgnc:2197	COL1A1	HGNC	20240408
COL1A1	Gene Symbol	hgnc:2197	COL1A1	Ensembl	111
COL1A1	Gene Symbol	hgnc:2197	COL1A1	NCBI	20240410
COL2A1	Gene Symbol	hgnc:2200	COL2A1	HGNC	20240408
COL2A1	Gene Symbol	hgnc:2200	COL2A1	Ensembl	111
COL2A1	Gene Symbol	hgnc:2200	COL2A1	NCBI	20240410
COL2A1	Gene Symbol	hgnc:2200	COL2A1	ChEMBL	33
COL4A1	Gene Symbol	hgnc:2202	COL4A1	HGNC	20240408
COL4A1	Gene Symbol	hgnc:2202	COL4A1	Ensembl	111
COL4A1	Gene Symbol	hgnc:2202	COL4A1	NCBI	20240410
COL27A1	Gene Symbol	hgnc:22986	COL27A1	HGNC	20240408
COL27A1	Gene Symbol	hgnc:22986	COL27A1	Ensembl	111
COL27A1	Gene Symbol	hgnc:22986	COL27A1	NCBI	20240410
COL11A2	Gene Symbol	hgnc:2187	COL11A2	HGNC	20240408
COL11A2	Gene Symbol	hgnc:2187	COL11A2	NCBI	20240410
COL11A2	Gene Symbol	hgnc:2187	COL11A2	Ensembl	111
COL4A3	Gene Symbol	hgnc:2204	COL4A3	HGNC	20240408
COL4A3	Gene Symbol	hgnc:2204	COL4A3	NCBI	20240410
COL4A3	Gene Symbol	hgnc:2204	COL4A3	Ensembl	111
COL4A3	Gene Symbol	hgnc:2204	COL4A3	ChEMBL	33
COL5A3	Gene Symbol	hgnc:14864	COL5A3	HGNC	20240408
COL5A3	Gene Symbol	hgnc:14864	COL5A3	Ensembl	111
COL5A3	Gene Symbol	hgnc:14864	COL5A3	NCBI	20240410
COL4A4	Gene Symbol	hgnc:2206	COL4A4	HGNC	20240408
COL4A4	Gene Symbol	hgnc:2206	COL4A4	NCBI	20240410
COL4A4	Gene Symbol	hgnc:2206	COL4A4	Ensembl	111
COL4A6	Gene Symbol	hgnc:2208	COL4A6	HGNC	20240408
COL4A6	Gene Symbol	hgnc:2208	COL4A6	NCBI	20240410
COL4A6	Gene Symbol	hgnc:2208	COL4A6	Ensembl	111
COL4A6	Gene Symbol	hgnc:2208	COL4A6	ChEMBL	33
COL6A6	Gene Symbol	hgnc:27023	COL6A6	HGNC	20240408
COL6A6	Gene Symbol	hgnc:27023	COL6A6	NCBI	20240410
COL6A6	Gene Symbol	hgnc:27023	COL6A6	Ensembl	111
PSMB2	Gene Symbol	hgnc:9539	PSMB2	HGNC	20240408
PSMB2	Gene Symbol	hgnc:9539	PSMB2	NCBI	20240410
PSMB2	Gene Symbol	hgnc:9539	PSMB2	Ensembl	111
PSMB6	Gene Symbol	hgnc:9543	PSMB6	HGNC	20240408
PSMB6	Gene Symbol	hgnc:9543	PSMB6	NCBI	20240410
PSMB6	Gene Symbol	hgnc:9543	PSMB6	Ensembl	111
PSMD14	Gene Symbol	hgnc:16889	PSMD14	HGNC	20240408
PSMD14	Gene Symbol	hgnc:16889	PSMD14	NCBI	20240410
PSMD14	Gene Symbol	hgnc:16889	PSMD14	Ensembl	111
PSMD14	Gene Symbol	hgnc:16889	PSMD14	ChEMBL	33
PSMA3	Gene Symbol	hgnc:9532	PSMA3	HGNC	20240408
PSMA3	Gene Symbol	hgnc:9532	PSMA3	NCBI	20240410
PSMA3	Gene Symbol	hgnc:9532	PSMA3	Ensembl	111
PSMA4	Gene Symbol	hgnc:9533	PSMA4	HGNC	20240408
PSMA4	Gene Symbol	hgnc:9533	PSMA4	NCBI	20240410
PSMA4	Gene Symbol	hgnc:9533	PSMA4	Ensembl	111
PSMA7	Gene Symbol	hgnc:9536	PSMA7	HGNC	20240408
PSMA7	Gene Symbol	hgnc:9536	PSMA7	NCBI	20240410
PSMA7	Gene Symbol	hgnc:9536	PSMA7	Ensembl	111
PSMB10	Gene Symbol	hgnc:9538	PSMB10	HGNC	20240408
PSMB10	Gene Symbol	hgnc:9538	PSMB10	NCBI	20240410
PSMB10	Gene Symbol	hgnc:9538	PSMB10	Ensembl	111
PSMB10	Gene Symbol	hgnc:9538	PSMB10	ChEMBL	33
PSMB3	Gene Symbol	hgnc:9540	PSMB3	HGNC	20240408
PSMB3	Gene Symbol	hgnc:9540	PSMB3	NCBI	20240410
PSMB3	Gene Symbol	hgnc:9540	PSMB3	Ensembl	111
PSMB7	Gene Symbol	hgnc:9544	PSMB7	HGNC	20240408
PSMB7	Gene Symbol	hgnc:9544	PSMB7	Ensembl	111
PSMB7	Gene Symbol	hgnc:9544	PSMB7	NCBI	20240410
ADRM1	Gene Symbol	hgnc:15759	ADRM1	HGNC	20240408
ADRM1	Gene Symbol	hgnc:15759	ADRM1	Ensembl	111
ADRM1	Gene Symbol	hgnc:15759	ADRM1	NCBI	20240410
PSMC1	Gene Symbol	hgnc:9547	PSMC1	HGNC	20240408
PSMC1	Gene Symbol	hgnc:9547	PSMC1	Ensembl	111
PSMC1	Gene Symbol	hgnc:9547	PSMC1	NCBI	20240410
PSMC1	Gene Symbol	hgnc:9547	PSMC1	ChEMBL	33
PSMC3	Gene Symbol	hgnc:9549	PSMC3	HGNC	20240408
PSMC3	Gene Symbol	hgnc:9549	PSMC3	Ensembl	111
PSMC3	Gene Symbol	hgnc:9549	PSMC3	NCBI	20240410
PSMD12	Gene Symbol	hgnc:9557	PSMD12	HGNC	20240408
PSMD12	Gene Symbol	hgnc:9557	PSMD12	NCBI	20240410
PSMD12	Gene Symbol	hgnc:9557	PSMD12	Ensembl	111
PSMD6	Gene Symbol	hgnc:9564	PSMD6	HGNC	20240408
PSMD6	Gene Symbol	hgnc:9564	PSMD6	NCBI	20240410
PSMD6	Gene Symbol	hgnc:9564	PSMD6	Ensembl	111
PSMD6	Gene Symbol	hgnc:9564	PSMD6	ChEMBL	33
PSMD4	Gene Symbol	hgnc:9561	PSMD4	HGNC	20240408
PSMD4	Gene Symbol	hgnc:9561	PSMD4	Ensembl	111
PSMD4	Gene Symbol	hgnc:9561	PSMD4	NCBI	20240410
PSMD8	Gene Symbol	hgnc:9566	PSMD8	HGNC	20240408
PSMD8	Gene Symbol	hgnc:9566	PSMD8	Ensembl	111
PSMD8	Gene Symbol	hgnc:9566	PSMD8	NCBI	20240410
PSMD8	Gene Symbol	hgnc:9566	PSMD8	ChEMBL	33
SEM1	Gene Symbol	hgnc:10845	SEM1	HGNC	20240408
SEM1	Gene Symbol	hgnc:10845	SEM1	Ensembl	111
SEM1	Gene Symbol	hgnc:10845	SEM1	NCBI	20240410
CNR1	Gene Symbol	hgnc:2159	CNR1	HGNC	20240408
CNR1	Gene Symbol	hgnc:2159	CNR1	NCBI	20240410
CNR1	Gene Symbol	hgnc:2159	CNR1	Ensembl	111
RET	Gene Symbol	hgnc:9967	RET	HGNC	20240408
RET	Gene Symbol	hgnc:9967	RET	NCBI	20240410
RET	Gene Symbol	hgnc:9967	RET	Ensembl	111
MS4A1	Gene Symbol	hgnc:7315	MS4A1	HGNC	20240408
MS4A1	Gene Symbol	hgnc:7315	MS4A1	NCBI	20240410
MS4A1	Gene Symbol	hgnc:7315	MS4A1	Ensembl	111
MS4A1	Gene Symbol	hgnc:7315	MS4A1	ChEMBL	33
CHRNA1	Gene Symbol	hgnc:1955	CHRNA1	HGNC	20240408
CHRNA1	Gene Symbol	hgnc:1955	CHRNA1	NCBI	20240410
CHRNA1	Gene Symbol	hgnc:1955	CHRNA1	Ensembl	111
CHRND	Gene Symbol	hgnc:1965	CHRND	HGNC	20240408
CHRND	Gene Symbol	hgnc:1965	CHRND	Ensembl	111
CHRND	Gene Symbol	hgnc:1965	CHRND	NCBI	20240410
EPHB2	Gene Symbol	hgnc:3393	EPHB2	HGNC	20240408
EPHB2	Gene Symbol	hgnc:3393	EPHB2	Ensembl	111
EPHB2	Gene Symbol	hgnc:3393	EPHB2	NCBI	20240410
EPHB2	Gene Symbol	hgnc:3393	EPHB2	ChEMBL	33
EPHA5	Gene Symbol	hgnc:3389	EPHA5	HGNC	20240408
EPHA5	Gene Symbol	hgnc:3389	EPHA5	NCBI	20240410
EPHA5	Gene Symbol	hgnc:3389	EPHA5	Ensembl	111
EPHA8	Gene Symbol	hgnc:3391	EPHA8	HGNC	20240408
EPHA8	Gene Symbol	hgnc:3391	EPHA8	Ensembl	111
EPHA8	Gene Symbol	hgnc:3391	EPHA8	NCBI	20240410
EPHA6	Gene Symbol	hgnc:19296	EPHA6	HGNC	20240408
EPHA6	Gene Symbol	hgnc:19296	EPHA6	NCBI	20240410
EPHA6	Gene Symbol	hgnc:19296	EPHA6	Ensembl	111
EPHA7	Gene Symbol	hgnc:3390	EPHA7	HGNC	20240408
EPHA7	Gene Symbol	hgnc:3390	EPHA7	Ensembl	111
EPHA7	Gene Symbol	hgnc:3390	EPHA7	NCBI	20240410
EPHA7	Gene Symbol	hgnc:3390	EPHA7	ChEMBL	33
EPHB3	Gene Symbol	hgnc:3394	EPHB3	HGNC	20240408
EPHB3	Gene Symbol	hgnc:3394	EPHB3	Ensembl	111
EPHB3	Gene Symbol	hgnc:3394	EPHB3	NCBI	20240410
EPHB4	Gene Symbol	hgnc:3395	EPHB4	HGNC	20240408
EPHB4	Gene Symbol	hgnc:3395	EPHB4	NCBI	20240410
EPHB4	Gene Symbol	hgnc:3395	EPHB4	Ensembl	111
EPHB4	Gene Symbol	hgnc:3395	EPHB4	ChEMBL	33
EPHA1	Gene Symbol	hgnc:3385	EPHA1	HGNC	20240408
EPHA1	Gene Symbol	hgnc:3385	EPHA1	NCBI	20240410
EPHA1	Gene Symbol	hgnc:3385	EPHA1	Ensembl	111
ADH1A	Gene Symbol	hgnc:249	ADH1A	HGNC	20240408
ADH1A	Gene Symbol	hgnc:249	ADH1A	NCBI	20240410
ADH1A	Gene Symbol	hgnc:249	ADH1A	Ensembl	111
ERBB3	Gene Symbol	hgnc:3431	ERBB3	HGNC	20240408
GNRHR2	Gene Name	hgnc:16341	GNRHR2	DrugBank	5.1.12
