nct_id,drug_name_raw,drug_name_normalized
NCT06784193,Fulvestrant,FULVESTRANT
NCT05480384,Nivolumab,NIVOLUMAB
NCT05480384,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT04524000,Alpelisib,ALPELISIB
NCT04524000,Fulvestrant,FULVESTRANT
NCT05150652,Anastrozole 1mg,ANASTROZOLE
NCT05150652,Letrozole 2.5mg,LETROZOLE
NCT05150652,Exemestane 25 mg,EXEMESTANE
NCT05150652,Tamoxifen,TAMOXIFEN
NCT07540533,Toripalimab,TORIPALIMAB
NCT06680921,Everolimus (Afinitor®),EVEROLIMUS
NCT06680921,Exemestane tablets,EXEMESTANE
NCT06680921,Fulvestrant injection,FULVESTRANT
NCT05918328,Albumin paclitaxel+trastuzumab+pyrrolitinib,PACLITAXEL
NCT05918328,Albumin paclitaxel+trastuzumab+pyrrolitinib,TRASTUZUMAB
NCT05918328,Docetaxel+Carboplatin+trastuzumab+Parstuzumab,CARBOPLATIN
NCT06649331,Famitinib,FAMITINIB
NCT06649331,Trastuzumab (or biosimilar),TRASTUZUMAB
NCT06072612,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06072612,Retifanlimab,RETIFANLIMAB
NCT05183828,Letrozole,LETROZOLE
NCT05953350,600mg bid dose of hydroxychloroquine combined with three predefined dose groups of palbociclib,HYDROXYCHLOROQUINE SULFATE
NCT05953350,600mg bid dose of hydroxychloroquine combined with three predefined dose groups of palbociclib,PALBOCICLIB
NCT06730373,Sintilimab,SINTILIMAB
NCT06730373,Trastuzumab,TRASTUZUMAB
NCT06730373,Oxaliplatin,OXALIPLATIN
NCT06730373,Capecitabine,CAPECITABINE
NCT06730373,Cisplatin,CISPLATIN
NCT04383275,capecitabine and trastuzumab,CAPECITABINE
NCT04383275,capecitabine and trastuzumab,TRASTUZUMAB
NCT06773312,BC001+Sintilimab+XELOX,SINTILIMAB
NCT07340164,Platinum Based Chemotherapy,PLATINUM
NCT04214288,Fulvestrant,FULVESTRANT
NCT05041842,Tucatinib,TUCATINIB
NCT05041842,Trastuzumab,TRASTUZUMAB
NCT05041842,Pertuzumab/ Trastuzumab,PERTUZUMAB + TRASTUZUMAB
NCT05467891,Ribociclib,RIBOCICLIB
NCT05467891,Fulvestrant,FULVESTRANT
NCT05467891,Anastrozole,ANASTROZOLE
NCT05467891,Letrozole,LETROZOLE
NCT05467891,Exemestane,EXEMESTANE
NCT06551220,Trastuzumab Deruxtecan,TRASTUZUMAB DERUXTECAN
NCT05749588,A2: SHR-A1811 with Camrelizumab with famitinib,CAMRELIZUMAB
NCT05749588,A2: SHR-A1811 with Camrelizumab with famitinib,FAMITINIB
NCT05749588,E2: SHR-A1811 with everolimus,EVEROLIMUS
NCT07540572,Fulvestrant injection,FULVESTRANT
NCT06846996,Trastuzumab deruxtecan (T-DXd),TRASTUZUMAB
NCT04303988,SHR-1316,SHR-1316
NCT04303988,Cisplatin/Carboplatin,CISPLATIN
NCT04303988,Cisplatin/Carboplatin,CARBOPLATIN
NCT05633979,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT05633979,Valemetostat,VALEMETOSTAT
NCT05002127,Evorpacept (ALX148),EVORPACEPT
NCT05002127,Trastuzumab,TRASTUZUMAB
NCT05002127,Ramucirumab,RAMUCIRUMAB
NCT05002127,Paclitaxel,PACLITAXEL
NCT06705127,TORIPALIMAB INJECTION(JS001 ),TORIPALIMAB
NCT07108127,Trastuzumab biosimilars and pertuzumab biosimilars plus XELOX,TRASTUZUMAB
NCT04348747,Anti-HER2/HER3 Dendritic Cell Vaccine,VACCINE
NCT04348747,Pembrolizumab,PEMBROLIZUMAB
NCT04482309,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT07396454,Radiotherapy Combined with Anlotinib and a Microtubule Inhibitor,ANLOTINIB
NCT06927180,Albumin-Paclitaxel,PACLITAXEL
NCT06927180,Carboplatin,CARBOPLATIN
NCT06927180,Trastuzumab,TRASTUZUMAB
NCT04762979,Alpelisib,ALPELISIB
NCT04762979,Fulvestrant,FULVESTRANT
NCT04762979,Aromatase inhibitor,AROMATASE INHIBITOR
NCT05020860,Paclitaxel,PACLITAXEL
NCT05020860,Carboplatin,CARBOPLATIN
NCT05020860,Trastuzumab,TRASTUZUMAB
NCT05020860,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT05020860,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05020860,Pembrolizumab,PEMBROLIZUMAB
NCT06710990,Ritonavir,RITONAVIR
NCT06710990,Itraconazole,ITRACONAZOLE
NCT05458674,Tucatinib,TUCATINIB
NCT05458674,Trastuzumab,TRASTUZUMAB
NCT05837455,Anastrozole,ANASTROZOLE
NCT02535221,Epirubicin+CTX+5-Fu,EPIRUBICIN
NCT04443348,Pembrolizumab,PEMBROLIZUMAB
NCT04443348,Paclitaxel,PACLITAXEL
NCT04443348,Carboplatin,CARBOPLATIN
NCT04443348,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT04443348,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT04443348,Capecitabine,CAPECITABINE
NCT03595592,Trastuzumab,TRASTUZUMAB
NCT03595592,Carboplatin,CARBOPLATIN
NCT03595592,Paclitaxel,PACLITAXEL
NCT03595592,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT03595592,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03595592,Atezolizumab,ATEZOLIZUMAB
NCT06158919,Fruquintinib、Nivolumab、Sintilimab、Oxaliplatin、Teysuno、Capecitabine,FRUQUINTINIB
NCT06158919,Fruquintinib、Nivolumab、Sintilimab、Oxaliplatin、Teysuno、Capecitabine,NIVOLUMAB
NCT06158919,Fruquintinib、Nivolumab、Sintilimab、Oxaliplatin、Teysuno、Capecitabine,SINTILIMAB
NCT06158919,Fruquintinib、Nivolumab、Sintilimab、Oxaliplatin、Teysuno、Capecitabine,OXALIPLATIN
NCT06158919,Fruquintinib、Nivolumab、Sintilimab、Oxaliplatin、Teysuno、Capecitabine,CAPECITABINE
NCT06732336,89Zr-trastuzumab,TRASTUZUMAB
NCT05275777,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT05275777,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05275777,Paclitaxel,PACLITAXEL
NCT04550494,Talazoparib,TALAZOPARIB
NCT04439110,Trastuzumab Emtansine,TRASTUZUMAB
NCT04923542,Abemaciclib,ABEMACICLIB
NCT02712723,Letrozole,LETROZOLE
NCT02712723,Ribociclib,RIBOCICLIB
NCT06860529,Serplulimab,SERPLULIMAB
NCT06860529,Epirubicin,EPIRUBICIN
NCT06860529,Albumin Paclitaxel,PACLITAXEL
NCT05594095,Famitinib,FAMITINIB
NCT05594095,Dalpiciclib,DALPICICLIB
NCT05594095,Everolimus,EVEROLIMUS
NCT05594095,Aromatase Inhibitors or Fulvestrant,FULVESTRANT
NCT05594095,Sorafenib,SORAFENIB
NCT05594095,Apatinib,APATINIB
NCT06458413,Utidelone Capsule Plus Capecitabine,CAPECITABINE
NCT07358182,Trastuzumab-rezetecan Treatment Group,TRASTUZUMAB
NCT06570031,letrozole,LETROZOLE
NCT06570031,Palbociclib,PALBOCICLIB
NCT06570031,abemaciclib,ABEMACICLIB
NCT07057427,Nab paclitaxel,NAB-PACLITAXEL
NCT07057427,Docetaxel and Carboplatin,CARBOPLATIN
NCT07057427,Trastuzumab + Pertuzumab,TRASTUZUMAB
NCT05754853,Paclitaxel Injection,PACLITAXEL
NCT05754853,Gemcitabine Hydrochloride for Injection,GEMCITABINE
NCT05463601,dalpiciclib,DALPICICLIB
NCT05463601,"exemestane, fulvestrant, letrozole, tamoxifen",EXEMESTANE
NCT05463601,"exemestane, fulvestrant, letrozole, tamoxifen",FULVESTRANT
NCT05463601,"exemestane, fulvestrant, letrozole, tamoxifen",LETROZOLE
NCT05463601,"exemestane, fulvestrant, letrozole, tamoxifen",TAMOXIFEN
NCT05530057,Eribulin Mesylate,ERIBULIN MESYLATE
NCT03568422,Paclitaxel,PACLITAXEL
NCT05512364,Elacestrant,ELACESTRANT
NCT05512364,Tamoxifen,TAMOXIFEN
NCT05512364,Letrozole 2.5mg,LETROZOLE
NCT05512364,Anastrozole 1mg,ANASTROZOLE
NCT05512364,Exemestane 25 MG,EXEMESTANE
NCT06144944,"Pyrotinib, epirubicin or doxorubicin, cyclophosphamide, paclitaxel",PYROTINIB
NCT06144944,"Pyrotinib, epirubicin or doxorubicin, cyclophosphamide, paclitaxel",EPIRUBICIN
NCT06144944,"Pyrotinib, epirubicin or doxorubicin, cyclophosphamide, paclitaxel",DOXORUBICIN HYDROCHLORIDE
NCT06144944,"Pyrotinib, epirubicin or doxorubicin, cyclophosphamide, paclitaxel",CYCLOPHOSPHAMIDE
NCT06144944,"Pyrotinib, epirubicin or doxorubicin, cyclophosphamide, paclitaxel",PACLITAXEL
NCT04757363,regorafenib,REGORAFENIB
NCT04757363,nivolumab,NIVOLUMAB
NCT04757363,FOLFOX chemotherapy with oxaliplatin,OXALIPLATIN
NCT03272334,HER2 BATs with Pembrolizumab,PEMBROLIZUMAB
NCT06169371,Abemaciclib,ABEMACICLIB
NCT05769010,Pyrotinib,PYROTINIB
NCT06441890,Paclitaxel,PACLITAXEL
NCT06441890,Nab-paclitaxel,NAB-PACLITAXEL
NCT06441890,Trastuzumab,TRASTUZUMAB
NCT01251874,Carboplatin,CARBOPLATIN
NCT01251874,Veliparib,VELIPARIB
NCT07441460,KN026,KN-026
NCT07441460,Trastuzumab,TRASTUZUMAB
NCT07441460,Epirubicin,EPIRUBICIN
NCT07441460,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT07441460,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT07441460,Carboplatin,CARBOPLATIN
NCT06749860,Disitamab Vedotin + tislelizumab + bevacizumab,TISLELIZUMAB
NCT06210776,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT05165225,Pyrotinib + epirubicin and cyclophosphamide followed by docetaxel treatment,PYROTINIB
NCT05165225,Pyrotinib + epirubicin and cyclophosphamide followed by docetaxel treatment,EPIRUBICIN
NCT05165225,Pyrotinib + epirubicin and cyclophosphamide followed by docetaxel treatment,CYCLOPHOSPHAMIDE
NCT06188520,Camizestrant,CAMIZESTRANT
NCT06188520,Ribociclib,RIBOCICLIB
NCT06188520,Palbociclib,PALBOCICLIB
NCT06188520,Abemaciclib,ABEMACICLIB
NCT06016387,Tucatinib 150 MG,TUCATINIB
NCT06016387,Trastuzumab,TRASTUZUMAB
NCT06016387,Capecitabine,CAPECITABINE
NCT03879577,Tamoxifen,TAMOXIFEN
NCT03879577,Letrozole,LETROZOLE
NCT03377387,Capecitabine,CAPECITABINE
NCT03377387,Neratinib,NERATINIB
NCT05482893,Paclitaxel,PACLITAXEL
NCT05482893,Gemcitabine,GEMCITABINE
NCT05482893,KEYTRUDA® (pembrolizumab),PEMBROLIZUMAB
NCT05482893,Oxaliplatin,OXALIPLATIN
NCT05482893,Fluorouracil,FLUOROURACIL
NCT05482893,Capecitabine,CAPECITABINE
NCT02912949,zenocutuzumab (MCLA-128),ZENOCUTUZUMAB
NCT02411656,Pembrolizumab,PEMBROLIZUMAB
NCT04553770,Anastrozole,ANASTROZOLE
NCT04553770,Trastuzumab Deruxtecan,TRASTUZUMAB DERUXTECAN
NCT04333706,Capecitabine,CAPECITABINE
NCT04333706,Sarilumab 150mg or 200 mg plus Capecitabine,SARILUMAB
NCT04266249,Nab-paclitaxel,NAB-PACLITAXEL
NCT04266249,Paclitaxel,PACLITAXEL
NCT04266249,Trastuzumab,TRASTUZUMAB
NCT04997993,Leflunomide,LEFLUNOMIDE
NCT04090398,Paclitaxel,PACLITAXEL
NCT00310180,Anastrozole,ANASTROZOLE
NCT00310180,Exemestane,EXEMESTANE
NCT00310180,Letrozole,LETROZOLE
NCT00310180,Tamoxifen Citrate,TAMOXIFEN CITRATE
NCT04486352,Atezolizumab - 28 Day Cycle,ATEZOLIZUMAB
NCT04486352,Ipatasertib,IPATASERTIB
NCT04486352,Talazoparib,TALAZOPARIB
NCT04486352,Trastuzumab emtansine,TRASTUZUMAB
NCT04486352,Tiragolumab,TIRAGOLUMAB
NCT04486352,Inavolisib,INAVOLISIB
NCT04486352,Letrozole,LETROZOLE
NCT04486352,Giredestrant,GIREDESTRANT
NCT04486352,Abemaciclib,ABEMACICLIB
NCT06954961,Fulvestrant,FULVESTRANT
NCT06271837,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT05203445,Olaparib,OLAPARIB
NCT05203445,Pembrolizumab,PEMBROLIZUMAB
NCT03393845,Pembrolizumab,PEMBROLIZUMAB
NCT03393845,Fulvestrant,FULVESTRANT
NCT02488967,Carboplatin,CARBOPLATIN
NCT02488967,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT02488967,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE
NCT02488967,Paclitaxel,PACLITAXEL
NCT07002177,Palbociclib 125mg,PALBOCICLIB
NCT07002177,Ribociclib 200Mg Oral Tablet,RIBOCICLIB
NCT07002177,Abemaciclib 150 MG,ABEMACICLIB
NCT07002177,Everolimus 10 mg,EVEROLIMUS
NCT05981001,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05981001,Fludarabine,FLUDARABINE
NCT05981001,Camrelizumab,CAMRELIZUMAB
NCT05981001,Nab-paclitaxel,NAB-PACLITAXEL
NCT05981001,Gemcitabine,GEMCITABINE
NCT05981001,Carboplatin,CARBOPLATIN
NCT07124000,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT05879926,Adjuvant Chemotherapy + Ovarian Function Suppression,ADJUVANT
NCT05152147,Zanidatamab,ZANIDATAMAB
NCT05152147,Tislelizumab,TISLELIZUMAB
NCT05152147,Trastuzumab,TRASTUZUMAB
NCT05152147,Capecitabine,CAPECITABINE
NCT05152147,Oxaliplatin,OXALIPLATIN
NCT05152147,Cisplatin,CISPLATIN
NCT05152147,5-Fluorouracil,FLUOROURACIL
NCT05870579,Ribociclib,RIBOCICLIB
NCT05870579,Fulvestrant,FULVESTRANT
NCT05697146,ribociclib + ET,RIBOCICLIB
NCT01042379,AMG 386 with or without Trastuzumab,TRASTUZUMAB
NCT01042379,AMG 479 (Ganitumab) plus Metformin,GANITUMAB
NCT01042379,AMG 479 (Ganitumab) plus Metformin,METFORMIN
NCT01042379,Ganetespib,GANETESPIB
NCT01042379,Neratinib,NERATINIB
NCT01042379,Pembrolizumab - 4 cycle,PEMBROLIZUMAB
NCT01042379,Talazoparib plus Irinotecan,TALAZOPARIB
NCT01042379,Talazoparib plus Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT01042379,Patritumab and Trastuzumab,PATRITUMAB
NCT01042379,Durvalumab plus Olaparib,DURVALUMAB
NCT01042379,Durvalumab plus Olaparib,OLAPARIB
NCT01042379,Tucatinib plus trastuzumab and pertuzumab,TUCATINIB
NCT01042379,Cemiplimab,CEMIPLIMAB
NCT01042379,Trilaciclib with or without trastuzumab + pertuzumab,TRILACICLIB
NCT01042379,Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) + Carboplatin with or without trastuzumab,PACLITAXEL
NCT01042379,Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) + Carboplatin with or without trastuzumab,ENCEQUIDAR
NCT01042379,Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) + Carboplatin with or without trastuzumab,DOSTARLIMAB
NCT01042379,Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) + Carboplatin with or without trastuzumab,CARBOPLATIN
NCT01042379,Amcenestrant,AMCENESTRANT
NCT01042379,Amcenestrant + Abemaciclib,ABEMACICLIB
NCT01042379,Amcenestrant + Letrozole,LETROZOLE
NCT01042379,ARX788,ARX-788
NCT01042379,Datopotamab deruxtecan,DATOPOTAMAB DERUXTECAN
NCT01042379,Zanidatamab,ZANIDATAMAB
NCT01042379,Lasofoxifene,LASOFOXIFENE
NCT01042379,Z-endoxifen,ENDOXIFEN
NCT01042379,Rilvegostomig + TDXd,RILVEGOSTOMIG
NCT01042379,Dan222 + Niraparib,NIRAPARIB
NCT01042379,Sarilumab + Cemiplimab + Paclitaxel,SARILUMAB
NCT04683679,Pembrolizumab,PEMBROLIZUMAB
NCT04683679,Olaparib,OLAPARIB
NCT01805271,Everolimus,EVEROLIMUS
NCT07428044,Trastuzumab Deruxtecan,TRASTUZUMAB DERUXTECAN
NCT06492616,Elacestrant,ELACESTRANT
NCT06492616,Anastrozole,ANASTROZOLE
NCT06492616,Letrozole,LETROZOLE
NCT06492616,Exemestane,EXEMESTANE
NCT06492616,Tamoxifen,TAMOXIFEN
NCT05417594,AZD9574,AZD9574
NCT05417594,Temozolomide (TMZ),TEMOZOLOMIDE
NCT05417594,Trastuzumab Deruxtecan (T-DXd),TRASTUZUMAB
NCT04886531,Neratinib,NERATINIB
NCT04886531,Letrozole (L) or Anastrozole (A),LETROZOLE
NCT04886531,Letrozole (L) or Anastrozole (A),ANASTROZOLE
NCT04886531,Trastuzumab,TRASTUZUMAB
NCT05933395,Fulvestrant,FULVESTRANT
NCT05933395,Neratinib,NERATINIB
NCT05933395,Alpelisib,ALPELISIB
NCT05933395,Everolimus,EVEROLIMUS
NCT05933395,Abemaciclib,ABEMACICLIB
NCT04565054,Abemaciclib 50 MG; 150mg 1-0-1 per os,ABEMACICLIB
NCT07030569,Trastuzumab deruxtecan (DS-8201a),TRASTUZUMAB
NCT05427383,KN026/Placbo Injection,KN-026
NCT05427383,Paclitaxel Injection,PACLITAXEL
NCT05427383,Irinotecan Injection,IRINOTECAN HYDROCHLORIDE
NCT06179303,Abemaciclib,ABEMACICLIB
NCT06179303,Anastrozole,ANASTROZOLE
NCT06179303,Exemestane,EXEMESTANE
NCT06179303,Fludeoxyglucose F-18,FLUDEOXYGLUCOSE F 18
NCT06179303,Fulvestrant,FULVESTRANT
NCT06179303,Gonadotropin-releasing Hormone Analog,GONADOTROPIN-RELEASING HORMONE ANALOG
NCT06179303,Letrozole,LETROZOLE
NCT06179303,Tamoxifen,TAMOXIFEN
NCT06179303,Therapeutic Estradiol,ESTRADIOL PHOSPHATE
NCT07285941,RC48 + Carboplatin,CARBOPLATIN
NCT05838066,Recombinant Humanized Bispecific antibody against HER2，KN026,KN-026
NCT05838066,Trastuzumab,TRASTUZUMAB
NCT06123494,Ramucirumab / Paclitaxel/ Docetaxel/ Irinotecan,RAMUCIRUMAB
NCT06123494,Ramucirumab / Paclitaxel/ Docetaxel/ Irinotecan,PACLITAXEL
NCT06123494,Ramucirumab / Paclitaxel/ Docetaxel/ Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT06253195,Fulvestrant,FULVESTRANT
NCT06253195,Letrozole,LETROZOLE
NCT05143970,IPH5301 ALONE OR IN COMBINATION WITH CHEMOTHERAPY AND TRASTUZUMAB,TRASTUZUMAB
NCT05063136,Capecitabine+endocrine therapy,CAPECITABINE
NCT05704829,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT02675829,ado-trastuzumab emtansine,ADO-TRASTUZUMAB EMTANSINE
NCT04767594,Palbociclib + endocrine therapy,PALBOCICLIB
NCT07334431,fruquintinib＋trastuzumab + XELOX,FRUQUINTINIB
NCT07334431,fruquintinib＋trastuzumab + XELOX,TRASTUZUMAB
NCT06383559,Lenvatinib and Sintilimab,LENVATINIB
NCT06383559,Lenvatinib and Sintilimab,SINTILIMAB
NCT01953588,fulvestrant,FULVESTRANT
NCT01953588,anastrozole,ANASTROZOLE
NCT06992024,Electroacupuncture Combined With Paclitaxel Protein-bound and PD-1 Antibody,PACLITAXEL
NCT04126525,Pyrotinib,PYROTINIB
NCT05993234,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT03179904,Anastrozole,ANASTROZOLE
NCT03179904,Denifanstat,DENIFANSTAT
NCT03179904,Exemestane,EXEMESTANE
NCT03179904,Fulvestrant,FULVESTRANT
NCT03179904,Letrozole,LETROZOLE
NCT03179904,Paclitaxel,PACLITAXEL
NCT03179904,Trastuzumab,TRASTUZUMAB
NCT06797635,Patritumab deruxtecan,PATRITUMAB DERUXTECAN
NCT06797635,Pembrolizumab,PEMBROLIZUMAB
NCT06797635,Paclitaxel,PACLITAXEL
NCT06797635,Carboplatin,CARBOPLATIN
NCT06797635,Doxorubicin hydrochloride,DOXORUBICIN HYDROCHLORIDE
NCT06797635,Epirubicin hydrochloride,EPIRUBICIN HYDROCHLORIDE
NCT06797635,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT06797635,Capecitabine,CAPECITABINE
NCT06797635,Olaparib,OLAPARIB
NCT07383818,Neoadjuvant therapy combined with Trastuzumab Rezetecan and Toripalimab,TRASTUZUMAB
NCT07383818,Neoadjuvant therapy combined with Trastuzumab Rezetecan and Toripalimab,TORIPALIMAB
NCT05215106,Durvalumab,DURVALUMAB
NCT04544189,Alpelisib,ALPELISIB
NCT04544189,Fulvestrant,FULVESTRANT
NCT06892093,Loperamide,LOPERAMIDE
NCT06343948,Vinorelbine,VINORELBINE
NCT06343948,Gemcitabine,GEMCITABINE
NCT06343948,Capecitabine,CAPECITABINE
NCT05069038,Palbociclib 125mg,PALBOCICLIB
NCT05759572,Apatinib,APATINIB
NCT05759572,Dalpiciclib,DALPICICLIB
NCT05759572,Fulvestrant/AI,FULVESTRANT
NCT05681650,Albumin-bound paclitaxel,PACLITAXEL
NCT05681650,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05681650,Fludarabine,FLUDARABINE
NCT05569811,Patritumab deruxtecan,PATRITUMAB DERUXTECAN
NCT05569811,Letrozole,LETROZOLE
NCT06328738,Trastuzumab,TRASTUZUMAB
NCT06328738,5-Fluorouracil,FLUOROURACIL
NCT06328738,Oxaliplatin,OXALIPLATIN
NCT06328738,Capecitabine,CAPECITABINE
NCT06328738,paclitaxel,PACLITAXEL
NCT06276868,Dalcilib+letrozole+HP treatment group,LETROZOLE
NCT05388149,Neratinib,NERATINIB
NCT07233252,Nab-paclitaxel,NAB-PACLITAXEL
NCT07233252,Tislelizumab,TISLELIZUMAB
NCT07402473,Trastuzumab,TRASTUZUMAB
NCT07402473,Carboplatin,CARBOPLATIN
NCT04584853,Abemaciclib,ABEMACICLIB
NCT04584853,"Endocrine therapy (letrozole, anastrozole, exemestane or tamoxifen)",LETROZOLE
NCT04584853,"Endocrine therapy (letrozole, anastrozole, exemestane or tamoxifen)",ANASTROZOLE
NCT04584853,"Endocrine therapy (letrozole, anastrozole, exemestane or tamoxifen)",EXEMESTANE
NCT04584853,"Endocrine therapy (letrozole, anastrozole, exemestane or tamoxifen)",TAMOXIFEN
NCT07178795,Pembrolizumab,PEMBROLIZUMAB
NCT07178795,Carboplatin,CARBOPLATIN
NCT07178795,Cisplatin,CISPLATIN
NCT07176312,Zanidatamab,ZANIDATAMAB
NCT07176312,Pembrolizumab,PEMBROLIZUMAB
NCT06764940,Utidelone in combination with capecitabine,CAPECITABINE
NCT03561740,capecitabine,CAPECITABINE
NCT06832904,pyrotinib and trastuzumab in combinition with neoadjuvant chemotherapy,PYROTINIB
NCT06832904,pyrotinib and trastuzumab in combinition with neoadjuvant chemotherapy,TRASTUZUMAB
NCT06757634,Arm A: Gedatolisib + Palbociclib + Fulvestrant,GEDATOLISIB
NCT06757634,Arm A: Gedatolisib + Palbociclib + Fulvestrant,PALBOCICLIB
NCT06757634,Arm A: Gedatolisib + Palbociclib + Fulvestrant,FULVESTRANT
NCT06757634,Arm B: Ribociclib + Fulvestrant,RIBOCICLIB
NCT06757634,Arm C: Gedatolisib + Palbociclib + Letrozole,LETROZOLE
NCT03315364,Oral paclitaxel,PACLITAXEL
NCT06239467,Fulvestrant,FULVESTRANT
NCT06239467,Trastuzumab,TRASTUZUMAB
NCT06239467,Tucatinib,TUCATINIB
NCT06239467,Ribociclib,RIBOCICLIB
NCT06532006,Pembrolizumab,PEMBROLIZUMAB
NCT06532006,Trastuzumab,TRASTUZUMAB
NCT06532006,Oxaliplatin,OXALIPLATIN
NCT06532006,Capecitabine,CAPECITABINE
NCT06856200,Sirolimus (albumin - bound),SIROLIMUS
NCT06856200,Palbociclib,PALBOCICLIB
NCT06856200,Fulvestrant,FULVESTRANT
NCT05246514,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT06157892,tucatinib,TUCATINIB
NCT06589830,Trastuzumab,TRASTUZUMAB
NCT04704934,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
NCT04704934,Ramucirumab,RAMUCIRUMAB
NCT04704934,Paclitaxel,PACLITAXEL
NCT06125834,Trastuzumab Emtansine (T-DM1),TRASTUZUMAB
NCT03624543,CFI-400945,CFI-400945
NCT06123338,Pembrolizumab,PEMBROLIZUMAB
NCT06123338,Trastuzumab,TRASTUZUMAB
NCT06123338,Oxaliplatin,OXALIPLATIN
NCT06123338,Capecitabine,CAPECITABINE
NCT06123338,5-Fluorouracil,FLUOROURACIL
NCT05238922,Palbociclib,PALBOCICLIB
NCT05238922,Olaparib,OLAPARIB
NCT05238922,Paclitaxel,PACLITAXEL
NCT05238922,Ribociclib,RIBOCICLIB
NCT05238922,Fulvestrant,FULVESTRANT
NCT05640830,"trastuzumab, bevacizumab with paclitaxel (triple combination)",TRASTUZUMAB
NCT05640830,"trastuzumab, bevacizumab with paclitaxel (triple combination)",PACLITAXEL
NCT04650581,Ipatasertib,IPATASERTIB
NCT04650581,Fulvestrant,FULVESTRANT
NCT02062489,Tamoxifen,TAMOXIFEN
NCT06558682,Disitamab Vedotin and Cisplatin,CISPLATIN
NCT06544577,ELacestrant,ELACESTRANT
NCT05075512,"anlotinib, fulvestrant",ANLOTINIB
NCT05075512,"anlotinib, fulvestrant",FULVESTRANT
NCT05319873,Carboplatin,CARBOPLATIN
NCT05319873,Fulvestrant,FULVESTRANT
NCT05319873,Ribociclib,RIBOCICLIB
NCT05319873,Trastuzumab,TRASTUZUMAB
NCT05319873,Tucatinib,TUCATINIB
NCT03321045,[89Zr]-Df-Trastuzumab,TRASTUZUMAB
NCT04389632,pembrolizumab,PEMBROLIZUMAB
NCT04389632,cisplatin,CISPLATIN
NCT04389632,carboplatin,CARBOPLATIN
NCT05894239,Inavolisib,INAVOLISIB
NCT04294628,Trastuzumab Deruxtecan,TRASTUZUMAB DERUXTECAN
NCT06121700,Anti-PD-1 monoclonal antibody,ANTI-PD1 MONOCLONAL ANTIBODY
NCT06121700,Trastuzumab,TRASTUZUMAB
NCT07009184,[111In]In-DOTA-TCO-trastuzumab,TRASTUZUMAB
NCT06035679,Pyrotinib and Trastuzumab,PYROTINIB
NCT06035679,Pyrotinib and Trastuzumab,TRASTUZUMAB
NCT06968585,T-DM1,T-DM1
NCT06244485,Valemetostat tosylate,VALEMETOSTAT
NCT04425018,Paclitaxel,PACLITAXEL
NCT04425018,Margetuximab,MARGETUXIMAB
NCT04425018,Trastuzumab,TRASTUZUMAB
NCT05104866,Capecitabine,CAPECITABINE
NCT05104866,Gemcitabine,GEMCITABINE
NCT05104866,Vinorelbine,VINORELBINE
NCT05727410,"nivolumab, docetaxel, cisplatin Group",NIVOLUMAB
NCT05727410,"nivolumab, docetaxel, cisplatin Group",CISPLATIN
NCT06001086,"Disitamb Vedotin ,pyrotinib",PYROTINIB
NCT02947685,palbociclib,PALBOCICLIB
NCT02947685,trastuzumab,TRASTUZUMAB
NCT02947685,letrozole,LETROZOLE
NCT02947685,Anastrozole,ANASTROZOLE
NCT02947685,Exemestane,EXEMESTANE
NCT02947685,Fulvestrant,FULVESTRANT
NCT04985266,Palbociclib 125Mg Tab,PALBOCICLIB
