drug_claim_name,nomenclature,concept_id,drug_name,approved,immunotherapy,anti_neoplastic,source_db_name,source_db_version,fda_approval_year,biomarker,drug_class,mechanism
IUPHAR.LIGAND:2555,GuideToPharmacology Ligand ID,iuphar.ligand:2555,CORREOLIDE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2589,GuideToPharmacology Ligand ID,iuphar.ligand:2589,"(3R,4S)-293B",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10364,GuideToPharmacology Ligand ID,iuphar.ligand:10364,NSC61610,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2753,GuideToPharmacology Ligand ID,iuphar.ligand:2753,ACETYL-PODOCARPIC DIMER,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10587,GuideToPharmacology Ligand ID,iuphar.ligand:10587,UCM-05194,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2915,GuideToPharmacology Ligand ID,iuphar.ligand:2915,&ALPHA;-FLUOROMETHYLENEPHOSPHONATE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:5117,GuideToPharmacology Ligand ID,iuphar.ligand:5117,3-IODOTYROSINE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9960,GuideToPharmacology Ligand ID,iuphar.ligand:9960,COMPOUND 3 [PMID: 29633584],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1290,GuideToPharmacology Ligand ID,iuphar.ligand:1290,AC-HMCH-(6-16)-NH2,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1304,GuideToPharmacology Ligand ID,iuphar.ligand:1304,ATC0065,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1328,GuideToPharmacology Ligand ID,iuphar.ligand:1328,HS024,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1338,GuideToPharmacology Ligand ID,iuphar.ligand:1338,THIQ,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10142,GuideToPharmacology Ligand ID,iuphar.ligand:10142,PQR620,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9361,GuideToPharmacology Ligand ID,iuphar.ligand:9361,WYE-354,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:8966,GuideToPharmacology Ligand ID,iuphar.ligand:8966,ONARTUZUMAB,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:8585,GuideToPharmacology Ligand ID,iuphar.ligand:8585,GE-137,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6340,GuideToPharmacology Ligand ID,iuphar.ligand:6340,CFMMC,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1391,GuideToPharmacology Ligand ID,iuphar.ligand:1391,[3H]R214127,False,False,False,GuideToPharmacology,2024.1,,,,
Eglumetad,Primary Drug Name,iuphar.ligand:1393,EGLUMEGAD,False,False,False,ChemIDplus,20230222,,,,
IUPHAR.LIGAND:6258,GuideToPharmacology Ligand ID,iuphar.ligand:6258,4-APPES,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6228,GuideToPharmacology Ligand ID,iuphar.ligand:6228,VU0001171,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6447,GuideToPharmacology Ligand ID,iuphar.ligand:6447,COMPOUND 13 [PMID: 15686941],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6409,GuideToPharmacology Ligand ID,iuphar.ligand:6409,CTEP,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1412,GuideToPharmacology Ligand ID,iuphar.ligand:1410,L-AP4,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12040,GuideToPharmacology Ligand ID,iuphar.ligand:12040,OCEDURENONE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6059,GuideToPharmacology Ligand ID,iuphar.ligand:6059,VX-702,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10183,GuideToPharmacology Ligand ID,iuphar.ligand:10183,BAY-885,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9481,GuideToPharmacology Ligand ID,iuphar.ligand:9481,JJKK 048,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1455,GuideToPharmacology Ligand ID,iuphar.ligand:1455,"[NLEU13,GLU14]MOTILIN (HUMAN)",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:304,GuideToPharmacology Ligand ID,iuphar.ligand:304,PENTYLTHIO-TZTP,False,False,False,GuideToPharmacology,2024.1,,,,
Vinburnine,Primary Drug Name,ncit:C152880,VINBURNINE,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:5436,GuideToPharmacology Ligand ID,iuphar.ligand:5436,BQCA,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3262,GuideToPharmacology Ligand ID,iuphar.ligand:3262,LY2033298,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11499,GuideToPharmacology Ligand ID,iuphar.ligand:11499,PCS1055,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7775,GuideToPharmacology Ligand ID,iuphar.ligand:7775,"2-METHOXY-&ALPHA;,&BETA;-DIDEHYDRO-AGOMELATINE",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1360,GuideToPharmacology Ligand ID,iuphar.ligand:1360,S20928,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12956,GuideToPharmacology Ligand ID,iuphar.ligand:12956,BRORPHINE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2351,GuideToPharmacology Ligand ID,iuphar.ligand:2351,CALMODULIN,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7568,GuideToPharmacology Ligand ID,iuphar.ligand:7568,CANGITOXIN II,False,False,False,GuideToPharmacology,2024.1,,,,
Aconitine,Primary Drug Name,ncit:C87421,ACONITINE,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:11734,GuideToPharmacology Ligand ID,iuphar.ligand:11734,ZANDATRIGINE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9904,GuideToPharmacology Ligand ID,iuphar.ligand:9904,EG01377,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3998,GuideToPharmacology Ligand ID,iuphar.ligand:3998,PHA-543613,False,False,False,GuideToPharmacology,2024.1,,,,
Eledoisin,Primary Drug Name,ncit:C80866,ELEDOISIN,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:2090,GuideToPharmacology Ligand ID,iuphar.ligand:2090,NEUROKININ B,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3805,GuideToPharmacology Ligand ID,iuphar.ligand:3805,"[125I]SP (HUMAN, MOUSE, RAT)",False,False,False,GuideToPharmacology,2024.1,,,,
Befetupitant,Primary Drug Name,ncit:C78006,BEFETUPITANT,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:1470,GuideToPharmacology Ligand ID,iuphar.ligand:1470,NEUROMEDIN U-25,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7361,GuideToPharmacology Ligand ID,iuphar.ligand:7361,COMPOUND 24 [PMID: 16451050],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:4020,GuideToPharmacology Ligand ID,iuphar.ligand:4020,AC263093,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7573,GuideToPharmacology Ligand ID,iuphar.ligand:7573,OMAVELOXOLONE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2179,GuideToPharmacology Ligand ID,iuphar.ligand:2179,"[THR4,GLY7]OT",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2248,GuideToPharmacology Ligand ID,iuphar.ligand:2248,"L-368,228",False,False,False,GuideToPharmacology,2024.1,,,,
Anti-CTLA-4 Monoclonal Antibody,Primary Drug Name,ncit:C128036,ANTI-CTLA-4 MONOCLONAL ANTIBODY,False,False,True,NCIt,24.02d,,,,
IUPHAR.LIGAND:6171,GuideToPharmacology Ligand ID,iuphar.ligand:6171,5-OXO-12-HETE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1699,GuideToPharmacology Ligand ID,iuphar.ligand:1699,OREXIN-B,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11449,GuideToPharmacology Ligand ID,iuphar.ligand:11449,[3H]T-516,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11233,GuideToPharmacology Ligand ID,iuphar.ligand:11233,NP-1815-PX,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:4235,GuideToPharmacology Ligand ID,iuphar.ligand:4235,KN62,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9136,GuideToPharmacology Ligand ID,iuphar.ligand:9136,SB-674042,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3384,GuideToPharmacology Ligand ID,iuphar.ligand:3384,ARL66096,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1715,GuideToPharmacology Ligand ID,iuphar.ligand:1715,DATP&ALPHA;S,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:5805,GuideToPharmacology Ligand ID,iuphar.ligand:5805,PFIZER COMPOUND 67 [PMID:18445527],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6199,GuideToPharmacology Ligand ID,iuphar.ligand:6199,MRS2927,False,False,False,GuideToPharmacology,2024.1,,,,
Anti-PD-L1 Monoclonal Antibody,Primary Drug Name,ncit:C128057,ANTI-PD-L1 MONOCLONAL ANTIBODY,False,False,True,NCIt,24.02d,,,,
IUPHAR.LIGAND:1752,GuideToPharmacology Ligand ID,iuphar.ligand:1752,MRS2567,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1834,GuideToPharmacology Ligand ID,iuphar.ligand:1834,ENANTIO PAF C-16,False,False,False,GuideToPharmacology,2024.1,,,,
Bepafant,Primary Drug Name,ncit:C77947,BEPAFANT,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:4049,GuideToPharmacology Ligand ID,iuphar.ligand:4049,2-FUROYL-LIGRL[N[3H]PROPIONYL]-O-NH2,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3883,GuideToPharmacology Ligand ID,iuphar.ligand:3883,GYPGKF-NH2,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9458,GuideToPharmacology Ligand ID,iuphar.ligand:9458,YD-3,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2703,GuideToPharmacology Ligand ID,iuphar.ligand:2703,GW1929,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2702,GuideToPharmacology Ligand ID,iuphar.ligand:2701,AD5075,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9353,GuideToPharmacology Ligand ID,iuphar.ligand:9353,SAR405,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10234,GuideToPharmacology Ligand ID,iuphar.ligand:10234,COMPOUND 22 [PMID: 24754609],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:8012,GuideToPharmacology Ligand ID,iuphar.ligand:8012,PIK-75,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9961,GuideToPharmacology Ligand ID,iuphar.ligand:9961,COMPOUND 20F [PMID: 28520415],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12323,GuideToPharmacology Ligand ID,iuphar.ligand:12323,MK-8189,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12221,GuideToPharmacology Ligand ID,iuphar.ligand:12221,COMPOUND 3 [PMID: 26055709],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:5275,GuideToPharmacology Ligand ID,iuphar.ligand:5275,T0156,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6433,GuideToPharmacology Ligand ID,iuphar.ligand:6433,TRIAZINE COMPOUND PC10,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12806,GuideToPharmacology Ligand ID,iuphar.ligand:12806,"COMPOUND 9 [LIN ET AL., 2023]",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11166,GuideToPharmacology Ligand ID,iuphar.ligand:11166,GNF-6231,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3453,GuideToPharmacology Ligand ID,iuphar.ligand:3453,ORG2058,False,False,False,GuideToPharmacology,2024.1,,,,
Promegestone,Primary Drug Name,ncit:C66478,PROMEGESTONE,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:7730,GuideToPharmacology Ligand ID,iuphar.ligand:7730,BOCOCIZUMAB,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7028,GuideToPharmacology Ligand ID,iuphar.ligand:7028,AMI-1,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9732,GuideToPharmacology Ligand ID,iuphar.ligand:9732,HPN,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1873,GuideToPharmacology Ligand ID,iuphar.ligand:1873,PRRP-31,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1798,GuideToPharmacology Ligand ID,iuphar.ligand:1798,"[ILE5,TRP23]PTHRP-(1-36) (HUMAN)",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12004,GuideToPharmacology Ligand ID,iuphar.ligand:12004,DS69910557,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1820,GuideToPharmacology Ligand ID,iuphar.ligand:1820,[D-TRP12]PTH-(7-34) (BOVINE),False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10045,GuideToPharmacology Ligand ID,iuphar.ligand:10045,CINTIRORGON,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10132,GuideToPharmacology Ligand ID,iuphar.ligand:10132,GSK963,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9688,GuideToPharmacology Ligand ID,iuphar.ligand:9688,RIPK2 INHIBITOR 8,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2647,GuideToPharmacology Ligand ID,iuphar.ligand:2647,RO 40-6055,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12113,GuideToPharmacology Ligand ID,iuphar.ligand:12113,TAS1553,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9358,GuideToPharmacology Ligand ID,iuphar.ligand:9358,FMK,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:5398,GuideToPharmacology Ligand ID,iuphar.ligand:5398,[125I]RELAXIN (HUMAN),False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11911,GuideToPharmacology Ligand ID,iuphar.ligand:11911,R3/I5- SMBIT,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11907,GuideToPharmacology Ligand ID,iuphar.ligand:11907,WNN0109-C011,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11919,GuideToPharmacology Ligand ID,iuphar.ligand:11919,INSL5-A13NR,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11311,GuideToPharmacology Ligand ID,drugbank:DB11987,GSK-2018682,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11494,GuideToPharmacology Ligand ID,iuphar.ligand:11494,BMS-986104 DERIVATIVE 12,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7897,GuideToPharmacology Ligand ID,iuphar.ligand:7897,BPTI-K15R/R17G,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:8953,GuideToPharmacology Ligand ID,iuphar.ligand:8953,BAY-598,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6676,GuideToPharmacology Ligand ID,iuphar.ligand:6676,(RS)-PPCC,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:7703,GuideToPharmacology Ligand ID,iuphar.ligand:7703,SRT1720,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:6529,GuideToPharmacology Ligand ID,iuphar.ligand:6529,264W94,False,False,False,GuideToPharmacology,2024.1,,,,
Tofogliflozin Anhydrous,Primary Drug Name,ncit:C152676,TOFOGLIFLOZIN ANHYDROUS,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:8764,GuideToPharmacology Ligand ID,iuphar.ligand:8764,COMPOUND 28XVII [PMID: 8809154],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3125,GuideToPharmacology Ligand ID,iuphar.ligand:3125,COMPOUND 14 [PMID: 19191557],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2009,GuideToPharmacology Ligand ID,iuphar.ligand:2009,"DES-AA1,2,5,12,13-[D-TRP8]SRIF",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2052,GuideToPharmacology Ligand ID,iuphar.ligand:2052,NC 8-12,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2068,GuideToPharmacology Ligand ID,iuphar.ligand:2068,BIM 23058,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2067,GuideToPharmacology Ligand ID,iuphar.ligand:2067,PRL-2970,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10127,GuideToPharmacology Ligand ID,iuphar.ligand:10127,STING AGONIST 2,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:8888,GuideToPharmacology Ligand ID,iuphar.ligand:8888,COMPOUND 13 [PMID: 23098072],False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10091,GuideToPharmacology Ligand ID,iuphar.ligand:10091,CRX-555,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11989,GuideToPharmacology Ligand ID,iuphar.ligand:11989,COMPOUND 15 [PMID: 35450354],False,False,False,GuideToPharmacology,2024.1,,,,
Ifetroban,Primary Drug Name,ncit:C81570,IFETROBAN,False,False,False,NCIt,24.02d,,,,
Vapiprost,Primary Drug Name,ncit:C76408,VAPIPROST,False,False,False,NCIt,24.02d,,,,
IUPHAR.LIGAND:4158,GuideToPharmacology Ligand ID,iuphar.ligand:4158,CHLOROBENZYLIDENE MALONONITRILE,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10293,GuideToPharmacology Ligand ID,iuphar.ligand:10293,POLYGODIAL,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10279,GuideToPharmacology Ligand ID,iuphar.ligand:10279,GSK417651A,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10290,GuideToPharmacology Ligand ID,iuphar.ligand:10290,AC1903,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:4200,GuideToPharmacology Ligand ID,iuphar.ligand:4200,GEA 3162,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12538,GuideToPharmacology Ligand ID,iuphar.ligand:12538,APV206690A,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11862,GuideToPharmacology Ligand ID,iuphar.ligand:11862,PRU-12,False,False,False,GuideToPharmacology,2024.1,,,,
malic acid,Primary Drug Name,rxcui:29209,MALIC ACID,True,False,False,RxNorm,20240401,,,,
IUPHAR.LIGAND:2460,GuideToPharmacology Ligand ID,iuphar.ligand:2460,BCTC,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:4129,GuideToPharmacology Ligand ID,iuphar.ligand:4129,AMG517,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:10303,GuideToPharmacology Ligand ID,iuphar.ligand:10303,FORSYTHOSIDE B,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12556,GuideToPharmacology Ligand ID,iuphar.ligand:12556,AM404,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12558,GuideToPharmacology Ligand ID,iuphar.ligand:12558,GSK-BZ DERIVATIVE 2B,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:9399,GuideToPharmacology Ligand ID,iuphar.ligand:9399,MPI-0479605,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:5067,GuideToPharmacology Ligand ID,iuphar.ligand:5067,TWEAK,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11340,GuideToPharmacology Ligand ID,iuphar.ligand:11340,SBP-7455,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:11439,GuideToPharmacology Ligand ID,iuphar.ligand:11439,RCI-0879,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:3483,GuideToPharmacology Ligand ID,iuphar.ligand:3483,[3H]NELIVAPTAN,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:2232,GuideToPharmacology Ligand ID,iuphar.ligand:2232,"[125I]D(CH2)5[D-TYR(ET)2,ILE4,TYR-NH29]AVP",False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:4370,GuideToPharmacology Ligand ID,iuphar.ligand:4370,XCL2,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1538,GuideToPharmacology Ligand ID,iuphar.ligand:1538,NPY-(20-36) (PIG),False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:1515,GuideToPharmacology Ligand ID,iuphar.ligand:1515,PEPTIDE YY,False,False,False,GuideToPharmacology,2024.1,,,,
IUPHAR.LIGAND:12563,GuideToPharmacology Ligand ID,iuphar.ligand:12563,TTFB,False,False,False,GuideToPharmacology,2024.1,,,,
Monomethyl Auristatin E,Primary Drug Name,ncit:C122637,MONOMETHYL AURISTATIN E,False,False,True,NCIt,24.02d,,,,
Tyrphostin AG 1296,Primary Drug Name,ncit:C1731,TYRPHOSTIN AG 1296,False,False,True,NCIt,24.02d,,,,
MDM2 Inhibitor AMGMDS3,Primary Drug Name,ncit:C171616,MDM2 INHIBITOR AMGMDS3,False,False,True,NCIt,24.02d,,,,
Anti-PD1 Monoclonal Antibody,Primary Drug Name,ncit:C128037,ANTI-PD1 MONOCLONAL ANTIBODY,False,False,True,NCIt,24.02d,,,,
BRAF Inhibitor,Primary Drug Name,ncit:C155322,BRAF INHIBITOR,False,False,True,NCIt,24.02d,,,,
PD1 Inhibitor,Primary Drug Name,ncit:C124946,PD1 INHIBITOR,False,False,True,NCIt,24.02d,,,,
Divarasib,Primary Drug Name,ncit:C173995,DIVARASIB,False,False,True,NCIt,24.02d,,,,
MEK-1/MEKK-1 Inhibitor E6201,Primary Drug Name,ncit:C79848,MEK-1/MEKK-1 INHIBITOR E6201,False,False,True,NCIt,24.02d,,,,
Anti-PD-1 Monoclonal Antibody MEDI0680,Primary Drug Name,ncit:C113332,ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680,False,False,True,NCIt,24.02d,,,,
EZH2 Inhibitor,Primary Drug Name,ncit:C156804,EZH2 INHIBITOR,False,False,True,NCIt,24.02d,,,,
Pidnarulex,Primary Drug Name,ncit:C126798,PIDNARULEX,False,False,True,NCIt,24.02d,,,,
Anti-VEGF Monoclonal Antibody,Primary Drug Name,ncit:C2496,ANTI-VEGF MONOCLONAL ANTIBODY,False,False,True,NCIt,24.02d,,,,
PI3Kbeta Inhibitor AZD8186,Primary Drug Name,ncit:C107684,PI3KBETA INHIBITOR AZD8186,False,False,True,NCIt,24.02d,,,,
"HER2 Inhibitor CP-724,714",Primary Drug Name,ncit:C26648,"HER2 INHIBITOR CP-724,714",False,False,True,NCIt,24.02d,,,,
c-Met Inhibitor,Primary Drug Name,ncit:C143099,C-MET INHIBITOR,False,False,True,NCIt,24.02d,,,,
Letetresgene Autoleucel,Primary Drug Name,ncit:C121379,LETETRESGENE AUTOLEUCEL,False,False,True,NCIt,24.02d,,,,
FGFR4 Inhibitor H3B-6527,Primary Drug Name,ncit:C128862,FGFR4 INHIBITOR H3B-6527,False,False,True,NCIt,24.02d,,,,
iodine I-131,Primary Drug Name,rxcui:1546394,IODINE I-131,True,False,True,RxNorm,20240401,,,,
Safusidenib,Primary Drug Name,ncit:C148134,SAFUSIDENIB,False,False,True,NCIt,24.02d,,,,
FGFR/CSF-1R Inhibitor 3D185,Primary Drug Name,ncit:C175460,FGFR/CSF-1R INHIBITOR 3D185,False,False,False,NCIt,24.02d,,,,
TAFA-93,Primary Name,drugbank:DB05887,TAFA-93,False,False,False,TdgClinicalTrial,Jan-14,,,,
Anti-Nucleolin Aptamer AS1411,Primary Drug Name,ncit:C91721,ANTI-NUCLEOLIN APTAMER AS1411,False,False,False,NCIt,24.02d,,,,
articaine,Primary Drug Name,rxcui:592464,ARTICAINE,True,False,False,RxNorm,20240401,,,,
DEL-22379,Primary Drug Name,wikidata:Q21044462,DEL-22379,False,False,False,Wikidata,20240411,,,,
modified Vaccinia Ankara-Bavarian Nordic,Primary Drug Name,rxcui:2464823,MODIFIED VACCINIA ANKARA-BAVARIAN NORDIC,True,False,False,RxNorm,20240401,,,,
Acasunlimab,Primary Drug Name,ncit:C172194,ACASUNLIMAB,False,False,False,NCIt,24.02d,,,,
RP-6306,Primary Name,chembl:CHEMBL5095288,RP-6306,False,False,False,JAX-CKB,10-Apr-24,,,,
FGFR1/2/3 Inhibitor TYRA-200,Primary Drug Name,ncit:C203336,FGFR1/2/3 INHIBITOR TYRA-200,False,False,False,NCIt,24.02d,,,,
Colloidal Gold-Bound Tumor Necrosis Factor,Primary Drug Name,ncit:C62538,COLLOIDAL GOLD-BOUND TUMOR NECROSIS FACTOR,False,False,False,NCIt,24.02d,,,,
Anti-CEA/Anti-HSG Bispecific Monoclonal Antibody TF2,Primary Drug Name,ncit:C82355,ANTI-CEA/ANTI-HSG BISPECIFIC MONOCLONAL ANTIBODY TF2,False,False,False,NCIt,24.02d,,,,
MEK Inhibitor IMM-1-104,Primary Drug Name,ncit:C192810,MEK INHIBITOR IMM-1-104,False,False,False,NCIt,24.02d,,,,
Denenicokin,Primary Drug Name,ncit:C62492,DENENICOKIN,False,False,False,NCIt,24.02d,,,,
Milademetan Tosylate,Primary Drug Name,ncit:C107384,MILADEMETAN TOSYLATE,False,False,True,NCIt,24.02d,,,,
IDH2 Mutant Inhibitor SH1573,Primary Drug Name,ncit:C180425,IDH2 MUTANT INHIBITOR SH1573,False,False,False,NCIt,24.02d,,,,
Hsp90 Inhibitor LAM-003,Primary Drug Name,ncit:C152979,HSP90 INHIBITOR LAM-003,False,False,False,NCIt,24.02d,,,,
MLN-1202,Primary Name,iuphar.ligand:8921,PLOZALIZUMAB,False,False,False,TdgClinicalTrial,Jan-14,,,,
INTERFERON BETA,Primary Name,chembl:CHEMBL2108510,INTERFERON BETA,True,False,False,TdgClinicalTrial,Jan-14,,,,
