source_evidence_id,target_drug_concept_id,evidence_level,significance,evidence_direction
1503,rxcui:2669967,D,Sensitivity/Response,Supports
1504,rxcui:2669967,D,Sensitivity/Response,Supports
1505,rxcui:2669967,D,Sensitivity/Response,Supports
1505,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1506,rxcui:480167,D,Sensitivity/Response,Supports
1506,rxcui:2669967,D,Sensitivity/Response,Supports
1509,rxcui:2049122,D,Sensitivity/Response,Supports
1517,rxcui:1597876,B,Sensitivity/Response,Supports
1518,rxcui:357977,C,Sensitivity/Response,Supports
1519,rxcui:10753,C,Sensitivity/Response,Supports
1520,rxcui:1094833,C,Sensitivity/Response,Supports
1521,rxcui:31805,B,Resistance,Supports
1521,rxcui:22054,B,Resistance,Supports
1521,rxcui:83008,B,Resistance,Supports
1521,rxcui:4508,B,Resistance,Supports
1522,rxcui:1307298,D,Sensitivity/Response,Supports
1522,rxcui:2169285,D,Sensitivity/Response,Supports
1522,ncit:C107684,D,Sensitivity/Response,Supports
1526,rxcui:282357,B,Resistance,Supports
1527,rxcui:282357,D,Sensitivity/Response,Supports
1527,rxcui:1601374,D,Sensitivity/Response,Supports
1528,rxcui:357977,C,Sensitivity/Response,Supports
1529,ncit:C1450,B,Sensitivity/Response,Supports
1530,ncit:C1450,B,Sensitivity/Response,Supports
1531,ncit:C1450,B,Sensitivity/Response,Supports
1532,ncit:C1450,B,Sensitivity/Response,Supports
1533,rxcui:1147220,C,Resistance,Supports
1534,ncit:C2670,D,Sensitivity/Response,Supports
1534,ncit:C90581,D,Sensitivity/Response,Supports
1535,rxcui:1601374,D,Resistance,Supports
1536,rxcui:1601374,B,Sensitivity/Response,Does Not Support
1537,drugbank:DB06999,D,Resistance,Supports
1541,rxcui:1601374,B,Sensitivity/Response,Supports
1541,rxcui:72965,B,Sensitivity/Response,Supports
1543,rxcui:35302,D,Resistance,Supports
1544,ncit:C78856,D,Resistance,Supports
1545,iuphar.ligand:9212,D,Resistance,Does Not Support
1545,rxcui:35302,D,Resistance,Does Not Support
1547,rxcui:35302,D,Resistance,Supports
1548,ncit:C78856,D,Resistance,Does Not Support
1548,iuphar.ligand:9212,D,Resistance,Does Not Support
1549,ncit:C91731,C,Sensitivity/Response,Supports
1550,ncit:C91731,C,Sensitivity/Response,Supports
1554,rxcui:263034,C,Resistance,Does Not Support
1554,rxcui:318341,C,Resistance,Does Not Support
1555,rxcui:495881,C,Sensitivity/Response,Supports
1556,rxcui:495881,C,Resistance,Supports
1557,rxcui:495881,D,Resistance,Supports
1560,rxcui:1601374,D,Sensitivity/Response,Does Not Support
1561,fda:TRASTUZUMAB,D,Sensitivity/Response,Supports
1561,rxcui:1601374,D,Sensitivity/Response,Supports
1562,rxcui:1601374,D,Sensitivity/Response,Supports
1563,rxcui:1601374,D,Sensitivity/Response,Supports
1565,rxcui:1148495,C,Sensitivity/Response,Supports
1566,rxcui:1148495,D,Sensitivity/Response,Supports
1567,rxcui:1547545,C,Resistance,Supports
1568,rxcui:1547545,C,Resistance,Supports
1569,rxcui:1547545,C,Resistance,Supports
1570,fda:TRAMETINIB,C,Sensitivity/Response,Supports
1571,fda:TRAMETINIB,C,Sensitivity/Response,Supports
1572,rxcui:318341,B,Sensitivity/Response,Supports
1574,rxcui:1147220,B,Sensitivity/Response,Supports
1575,rxcui:1147220,B,Sensitivity/Response,Supports
1576,rxcui:1147220,B,Resistance,Supports
1577,rxcui:1148495,B,Sensitivity/Response,Supports
1578,rxcui:1547545,B,Sensitivity/Response,Does Not Support
1579,rxcui:1147220,B,Sensitivity/Response,Supports
1580,rxcui:1147220,C,Resistance,Supports
1581,rxcui:1147220,B,Resistance,Supports
1583,rxcui:1148495,D,Sensitivity/Response,Supports
1584,rxcui:1147220,B,Resistance,Does Not Support
1587,rxcui:15657,B,Sensitivity/Response,Supports
1588,rxcui:1147220,C,Sensitivity/Response,Supports
1588,rxcui:1148495,C,Sensitivity/Response,Supports
1589,rxcui:1147220,C,Sensitivity/Response,Supports
1589,rxcui:263034,C,Sensitivity/Response,Supports
1591,rxcui:1147220,B,Sensitivity/Response,Supports
1592,rxcui:1721560,A,Sensitivity/Response,Supports
1595,rxcui:1601374,D,Resistance,Supports
1597,rxcui:194337,D,Sensitivity/Response,Supports
1598,rxcui:1147220,B,Sensitivity/Response,Does Not Support
1598,rxcui:318341,B,Sensitivity/Response,Does Not Support
1599,rxcui:1601374,D,Sensitivity/Response,Does Not Support
1600,rxcui:1873916,D,Sensitivity/Response,Supports
1600,ncit:C2152,D,Sensitivity/Response,Supports
1602,rxcui:1147220,C,Resistance,Supports
1603,chembl:CHEMBL1201733,C,Sensitivity/Response,Supports
1604,ncit:C76199,B,Sensitivity/Response,Supports
1605,ncit:C76199,B,Sensitivity/Response,Supports
1606,ncit:C76199,B,Sensitivity/Response,Supports
1607,ncit:C2152,D,Sensitivity/Response,Supports
1607,rxcui:1601374,D,Sensitivity/Response,Supports
1608,rxcui:1193325,C,Sensitivity/Response,Supports
1609,rxcui:2169285,B,Resistance,Supports
1610,ncit:C128632,D,Sensitivity/Response,Supports
1610,rxcui:141704,D,Sensitivity/Response,Supports
1611,rxcui:141704,D,Sensitivity/Response,Does Not Support
1611,ncit:C128632,D,Sensitivity/Response,Does Not Support
1612,ncit:C128632,D,Sensitivity/Response,Supports
1613,ncit:C128632,D,Sensitivity/Response,Supports
1614,rxcui:657797,D,Sensitivity/Response,Supports
1615,rxcui:1094833,B,Sensitivity/Response,Does Not Support
1615,rxcui:1597876,B,Sensitivity/Response,Does Not Support
1616,ncit:C165479,D,Sensitivity/Response,Supports
1617,rxcui:141704,C,Sensitivity/Response,Supports
1618,rxcui:35302,D,Sensitivity/Response,Supports
1619,rxcui:35302,D,Sensitivity/Response,Supports
1620,rxcui:141704,D,Sensitivity/Response,Does Not Support
1620,rxcui:35302,D,Sensitivity/Response,Does Not Support
1621,rxcui:1098413,C,Sensitivity/Response,Supports
1621,rxcui:141704,C,Sensitivity/Response,Supports
1622,rxcui:141704,C,Sensitivity/Response,Supports
1622,rxcui:1098413,C,Sensitivity/Response,Supports
1623,rxcui:282357,C,Sensitivity/Response,Supports
1623,rxcui:141704,C,Sensitivity/Response,Supports
1624,rxcui:282357,C,Resistance,Supports
1624,rxcui:141704,C,Resistance,Supports
1625,ncit:C1727,D,Sensitivity/Response,Supports
1625,rxcui:657797,D,Sensitivity/Response,Supports
1626,rxcui:657797,D,Sensitivity/Response,Supports
1626,ncit:C1727,D,Sensitivity/Response,Supports
1627,ncit:C1727,D,Sensitivity/Response,Supports
1627,rxcui:657797,D,Sensitivity/Response,Supports
1628,rxcui:141704,E,Sensitivity/Response,Supports
1629,rxcui:1601374,D,Resistance,Supports
1630,rxcui:1601374,D,Resistance,Supports
1631,ncit:C2201,B,Sensitivity/Response,Supports
1632,rxcui:35302,D,Sensitivity/Response,Supports
1633,rxcui:83818,C,Sensitivity/Response,Supports
1634,rxcui:83818,C,Sensitivity/Response,Supports
1641,iuphar.ligand:5990,D,Sensitivity/Response,Supports
1642,iuphar.ligand:7942,B,Sensitivity/Response,Supports
1642,rxcui:495881,B,Sensitivity/Response,Supports
1644,rxcui:4492,B,Resistance,Supports
1647,rxcui:37776,B,Sensitivity/Response,Supports
1650,ncit:C1450,B,Resistance,Supports
1651,rxcui:1148495,C,Sensitivity/Response,Supports
1652,rxcui:1148495,C,Resistance,Supports
1653,rxcui:2555,B,Sensitivity/Response,Supports
1653,rxcui:4492,B,Sensitivity/Response,Supports
1659,rxcui:1147220,D,Resistance,Supports
1660,rxcui:1147220,D,Resistance,Supports
1661,rxcui:2361596,C,Sensitivity/Response,Supports
1662,ncit:C69145,C,Sensitivity/Response,Supports
1663,fda:TRAMETINIB,C,Sensitivity/Response,Supports
1664,rxcui:657797,C,Sensitivity/Response,Supports
1664,rxcui:495881,C,Sensitivity/Response,Supports
1665,rxcui:328134,B,Sensitivity/Response,Supports
1666,rxcui:328134,B,Sensitivity/Response,Supports
1667,rxcui:337525,B,Resistance,Supports
1667,rxcui:328134,B,Resistance,Supports
1668,rxcui:1147220,D,Resistance,Supports
1669,rxcui:1147220,B,Resistance,Supports
1670,rxcui:337525,C,Resistance,Supports
1670,rxcui:328134,C,Resistance,Supports
1672,chembl:CHEMBL1201733,B,Sensitivity/Response,Does Not Support
1673,chembl:CHEMBL1201733,B,Sensitivity/Response,Does Not Support
1674,chembl:CHEMBL1201733,B,Sensitivity/Response,Does Not Support
1677,hemonc:94,B,Sensitivity/Response,Supports
1677,rxcui:1597582,B,Sensitivity/Response,Supports
1678,rxcui:1597582,B,Sensitivity/Response,Supports
1678,hemonc:94,B,Sensitivity/Response,Supports
1684,rxcui:40048,B,Sensitivity/Response,Supports
1684,rxcui:2555,B,Sensitivity/Response,Supports
1685,rxcui:2555,B,Sensitivity/Response,Supports
1685,rxcui:40048,B,Sensitivity/Response,Supports
1686,rxcui:318341,B,Resistance,Supports
1687,rxcui:318341,B,Resistance,Supports
1688,rxcui:263034,B,Resistance,Supports
1688,rxcui:318341,B,Resistance,Supports
1689,rxcui:480167,B,Sensitivity/Response,Supports
1689,fda:TRASTUZUMAB,B,Sensitivity/Response,Supports
1690,rxcui:1148495,C,Sensitivity/Response,Supports
1691,rxcui:1148495,C,Sensitivity/Response,Supports
1692,rxcui:1148495,C,Sensitivity/Response,Supports
1693,fda:TRASTUZUMAB,C,Sensitivity/Response,Supports
1694,ncit:C1450,C,Sensitivity/Response,Supports
1698,rxcui:1147220,C,Sensitivity/Response,Supports
1699,rxcui:1147220,C,Sensitivity/Response,Supports
1702,rxcui:318341,D,Resistance,Supports
1703,rxcui:318341,D,Resistance,Supports
1704,rxcui:318341,D,Resistance,Supports
1705,rxcui:318341,D,Resistance,Supports
1706,drugbank:DB17021,D,Sensitivity/Response,Supports
1706,iuphar.ligand:7518,D,Sensitivity/Response,Supports
1707,ncit:C74062,D,Sensitivity/Response,Supports
1708,rxcui:263034,B,Sensitivity/Response,Supports
1709,rxcui:318341,B,Sensitivity/Response,Supports
1710,rxcui:1147220,D,Resistance,Supports
1711,rxcui:2643048,D,Resistance,Supports
1713,rxcui:1148495,C,Sensitivity/Response,Supports
1714,rxcui:1148495,C,Sensitivity/Response,Supports
1715,rxcui:1148495,C,Resistance,Does Not Support
1724,rxcui:337525,C,Sensitivity/Response,Supports
1725,rxcui:1919083,B,Sensitivity/Response,Supports
1727,ncit:C1740,D,Resistance,Supports
1728,rxcui:1430438,B,Sensitivity/Response,Supports
1729,rxcui:2169285,D,Resistance,Supports
1730,rxcui:2169285,B,Resistance,Supports
1731,rxcui:2169285,D,Sensitivity/Response,Supports
1733,rxcui:1547545,B,Sensitivity/Response,Supports
1734,ncit:C62523,D,Sensitivity/Response,Supports
1735,ncit:C90581,D,Sensitivity/Response,Supports
1735,hemonc:160,D,Sensitivity/Response,Supports
1736,rxcui:328134,B,Sensitivity/Response,Supports
1736,rxcui:337525,B,Sensitivity/Response,Supports
1738,rxcui:1424911,D,Sensitivity/Response,Supports
1738,fda:TRAMETINIB,D,Sensitivity/Response,Supports
1739,rxcui:2274378,D,Sensitivity/Response,Supports
1740,rxcui:2274378,D,Sensitivity/Response,Supports
1742,rxcui:2361596,D,Sensitivity/Response,Supports
1746,rxcui:1430438,B,Sensitivity/Response,Supports
1747,rxcui:1430438,B,Sensitivity/Response,Supports
1748,rxcui:1430438,B,Sensitivity/Response,Supports
1749,rxcui:1147220,B,Sensitivity/Response,Supports
1750,fda:TRAMETINIB,B,Sensitivity/Response,Supports
1757,rxcui:4492,B,Sensitivity/Response,Supports
1763,rxcui:328134,C,Resistance,Supports
1763,rxcui:337525,C,Resistance,Supports
1765,rxcui:1601374,C,Sensitivity/Response,Supports
1765,rxcui:72965,C,Sensitivity/Response,Supports
1766,rxcui:1369713,C,Resistance,Supports
1766,rxcui:342369,C,Resistance,Supports
1767,rxcui:1364347,D,Sensitivity/Response,Supports
1770,rxcui:1442981,B,Resistance,Supports
1771,rxcui:357977,D,Sensitivity/Response,Supports
1772,rxcui:1597582,B,Sensitivity/Response,Supports
1773,rxcui:1597582,B,Sensitivity/Response,Supports
1774,rxcui:282388,C,Sensitivity/Response,Supports
1775,rxcui:1597582,B,Resistance,Supports
1776,rxcui:1597582,B,Sensitivity/Response,Does Not Support
1777,rxcui:1364347,D,Sensitivity/Response,Supports
1779,rxcui:1364347,D,Sensitivity/Response,Supports
1780,rxcui:337525,B,Sensitivity/Response,Supports
1781,drugbank:DB17021,D,Sensitivity/Response,Supports
1782,rxcui:337525,C,Resistance,Supports
1786,rxcui:337525,C,Sensitivity/Response,Supports
1787,rxcui:337525,C,Sensitivity/Response,Supports
1792,rxcui:1543543,A,Adverse Response,Supports
1795,rxcui:1543543,B,Adverse Response,Supports
1799,rxcui:337525,C,Sensitivity/Response,Supports
1800,rxcui:194000,A,Adverse Response,Supports
1800,rxcui:4492,A,Adverse Response,Supports
1801,rxcui:194000,A,Adverse Response,Supports
1801,rxcui:4492,A,Adverse Response,Supports
1803,rxcui:4492,A,Adverse Response,Supports
1803,rxcui:194000,A,Adverse Response,Supports
1809,rxcui:1430438,B,Resistance,Supports
1838,rxcui:282388,C,Sensitivity/Response,Supports
1841,rxcui:6851,B,Adverse Response,Supports
1842,rxcui:6851,B,Adverse Response,Supports
1843,rxcui:6851,B,Adverse Response,Supports
1845,rxcui:1430438,D,Sensitivity/Response,Supports
1851,rxcui:2550729,D,Sensitivity/Response,Supports
1851,iuphar.ligand:5037,D,Sensitivity/Response,Supports
1853,iuphar.ligand:5037,D,Sensitivity/Response,Supports
1853,rxcui:2550729,D,Sensitivity/Response,Supports
1856,chembl:CHEMBL1743079,C,Sensitivity/Response,Supports
1856,ncit:C79828,C,Sensitivity/Response,Supports
1859,rxcui:12574,D,Resistance,Supports
1860,rxcui:12574,D,Resistance,Supports
1861,rxcui:1547545,C,Sensitivity/Response,Supports
1862,rxcui:1547545,C,Sensitivity/Response,Supports
1863,rxcui:1430438,B,Resistance,Supports
1865,ncit:C104732,C,Resistance,Supports
1867,rxcui:1721560,A,Sensitivity/Response,Supports
1868,rxcui:2197862,C,Sensitivity/Response,Supports
1869,rxcui:2197862,C,Sensitivity/Response,Supports
1870,rxcui:1148495,C,Sensitivity/Response,Does Not Support
1874,rxcui:2197862,C,Resistance,Supports
1877,rxcui:1919503,C,Sensitivity/Response,Supports
1877,ncit:C113332,C,Sensitivity/Response,Supports
1878,rxcui:1919503,C,Sensitivity/Response,Supports
1878,ncit:C113332,C,Sensitivity/Response,Supports
1879,hemonc:75494,D,Sensitivity/Response,Supports
1879,rxcui:1601374,D,Sensitivity/Response,Supports
1880,rxcui:1601374,D,Sensitivity/Response,Supports
1880,hemonc:75494,D,Sensitivity/Response,Supports
1881,rxcui:1601374,D,Sensitivity/Response,Supports
1888,rxcui:1430438,C,Sensitivity/Response,Supports
1889,rxcui:1430438,C,Sensitivity/Response,Supports
1890,rxcui:1430438,C,Sensitivity/Response,Supports
1891,fda:DACOMITINIB,B,Sensitivity/Response,Does Not Support
1892,fda:DACOMITINIB,C,Sensitivity/Response,Supports
1893,fda:DACOMITINIB,B,Sensitivity/Response,Does Not Support
1894,fda:DACOMITINIB,C,Sensitivity/Response,Supports
1895,ncit:C1868,D,Sensitivity/Response,Supports
1895,rxcui:357977,D,Sensitivity/Response,Supports
1897,ncit:C78186,B,Sensitivity/Response,Supports
1898,ncit:C28699,C,Sensitivity/Response,Supports
1899,ncit:C28699,C,Resistance,Supports
1900,rxcui:1193325,D,Sensitivity/Response,Supports
1902,rxcui:153329,B,Sensitivity/Response,Supports
1902,rxcui:1147220,B,Sensitivity/Response,Supports
1902,rxcui:318341,B,Sensitivity/Response,Supports
1905,rxcui:1147220,C,Resistance,Supports
1905,rxcui:318341,C,Resistance,Supports
1905,rxcui:153329,C,Resistance,Supports
1906,rxcui:1147220,C,Resistance,Supports
1906,rxcui:318341,C,Resistance,Supports
1906,rxcui:153329,C,Resistance,Supports
1907,rxcui:1597582,D,Sensitivity/Response,Supports
1908,rxcui:2550729,B,Sensitivity/Response,Supports
1909,rxcui:2550729,B,Resistance,Does Not Support
1910,rxcui:2550729,B,Sensitivity/Response,Supports
1911,rxcui:2550729,C,Sensitivity/Response,Does Not Support
1912,rxcui:2550729,C,Sensitivity/Response,Supports
1913,rxcui:2550729,C,Sensitivity/Response,Supports
1917,rxcui:2123125,C,Sensitivity/Response,Supports
1918,rxcui:2123125,B,Sensitivity/Response,Supports
1919,rxcui:2123125,B,Sensitivity/Response,Supports
1920,rxcui:2123125,C,Sensitivity/Response,Supports
1922,ncit:C90581,D,Resistance,Supports
1923,ncit:C71711,E,Sensitivity/Response,Supports
1924,ncit:C71726,D,Sensitivity/Response,Supports
1924,ncit:C126798,D,Sensitivity/Response,Supports
1925,ncit:C126798,D,Sensitivity/Response,Supports
1925,ncit:C71726,D,Sensitivity/Response,Supports
1936,rxcui:1148495,C,Sensitivity/Response,Supports
1937,rxcui:328134,B,Sensitivity/Response,Supports
1952,ncit:C80631,D,Sensitivity/Response,Supports
1952,drugbank:DB07101,D,Sensitivity/Response,Supports
1953,drugbank:DB07101,D,Sensitivity/Response,Supports
1953,ncit:C80631,D,Sensitivity/Response,Supports
1958,rxcui:2361596,A,Sensitivity/Response,Supports
1960,rxcui:1597582,C,Sensitivity/Response,Supports
1963,rxcui:1597582,C,Sensitivity/Response,Supports
1971,rxcui:263034,C,Resistance,Supports
1974,ncit:C64639,D,Sensitivity/Response,Supports
1974,rxcui:282388,D,Sensitivity/Response,Supports
1975,ncit:C64639,D,Sensitivity/Response,Supports
1975,rxcui:282388,D,Sensitivity/Response,Supports
1976,rxcui:282388,D,Sensitivity/Response,Supports
1976,ncit:C64639,D,Sensitivity/Response,Supports
1977,ncit:C64639,D,Sensitivity/Response,Supports
1977,rxcui:282388,D,Sensitivity/Response,Supports
1979,rxcui:318341,D,Sensitivity/Response,Supports
1979,rxcui:1148495,D,Sensitivity/Response,Supports
1981,rxcui:318341,D,Resistance,Supports
1984,rxcui:480167,B,Sensitivity/Response,Supports
1985,rxcui:1442981,C,Resistance,Supports
1986,rxcui:480167,D,Sensitivity/Response,Supports
1987,rxcui:480167,D,Sensitivity/Response,Supports
1988,rxcui:480167,D,Sensitivity/Response,Supports
1989,rxcui:480167,D,Sensitivity/Response,Supports
1990,ncit:C88272,B,Sensitivity/Response,Supports
1991,ncit:C88272,C,Sensitivity/Response,Supports
1992,rxcui:480167,C,Sensitivity/Response,Supports
1993,rxcui:318341,B,Resistance,Supports
1995,rxcui:337525,B,Resistance,Supports
1995,rxcui:328134,B,Resistance,Supports
1999,rxcui:318341,C,Resistance,Does Not Support
2001,rxcui:2361596,D,Sensitivity/Response,Supports
2001,ncit:C74072,D,Sensitivity/Response,Supports
2002,rxcui:318341,C,Resistance,Supports
2002,rxcui:153329,C,Resistance,Supports
2004,rxcui:263034,B,Resistance,Supports
2008,rxcui:328134,B,Resistance,Supports
2009,rxcui:6718,B,Resistance,Supports
2012,rxcui:6718,D,Resistance,Supports
2013,rxcui:6718,D,Resistance,Supports
2014,rxcui:6718,D,Resistance,Supports
2020,rxcui:357977,B,Sensitivity/Response,Supports
2022,ncit:C165479,D,Sensitivity/Response,Supports
2026,ncit:C165479,D,Sensitivity/Response,Supports
2034,ncit:C165479,D,Sensitivity/Response,Supports
2035,fda:TRASTUZUMAB,B,Resistance,Supports
2037,rxcui:318341,C,Resistance,Does Not Support
2037,rxcui:263034,C,Resistance,Does Not Support
2038,rxcui:1191,B,Sensitivity/Response,Does Not Support
2040,drugbank:DB17046,D,Sensitivity/Response,Supports
2041,ncit:C165479,D,Resistance,Supports
2043,fda:TRASTUZUMAB,B,Resistance,Supports
2045,ncit:C165479,D,Sensitivity/Response,Supports
2053,rxcui:337525,B,Sensitivity/Response,Supports
2053,rxcui:328134,B,Sensitivity/Response,Supports
2058,drugbank:DB17046,D,Sensitivity/Response,Supports
2062,ncit:C165479,D,Sensitivity/Response,Supports
2071,ncit:C165479,D,Sensitivity/Response,Supports
2074,ncit:C165479,D,Sensitivity/Response,Does Not Support
2078,ncit:C165479,D,Sensitivity/Response,Supports
2085,ncit:C165479,D,Sensitivity/Response,Supports
2087,fda:TRASTUZUMAB,B,Resistance,Supports
2089,ncit:C165479,D,Sensitivity/Response,Supports
2096,ncit:C165479,D,Sensitivity/Response,Supports
2098,fda:TRASTUZUMAB,B,Resistance,Supports
2102,ncit:C165479,D,Sensitivity/Response,Supports
2115,rxcui:318341,B,Resistance,Supports
2115,rxcui:263034,B,Resistance,Supports
2117,rxcui:32592,B,Resistance,Supports
2118,rxcui:153329,B,Resistance,Supports
2121,rxcui:32592,B,Resistance,Supports
2121,rxcui:194000,B,Resistance,Supports
2135,fda:TRAMETINIB,B,Sensitivity/Response,Supports
2148,rxcui:328134,B,Sensitivity/Response,Supports
2153,rxcui:1430438,B,Sensitivity/Response,Supports
2156,rxcui:328134,C,Sensitivity/Response,Supports
2157,rxcui:1721560,C,Sensitivity/Response,Supports
2158,rxcui:328134,C,Resistance,Supports
2158,rxcui:337525,C,Resistance,Supports
2159,rxcui:328134,B,Resistance,Supports
2160,rxcui:480167,D,Resistance,Supports
2161,fda:DACOMITINIB,D,Sensitivity/Response,Supports
2162,rxcui:1940642,D,Sensitivity/Response,Supports
2163,rxcui:1430438,D,Sensitivity/Response,Supports
2164,rxcui:1430438,D,Sensitivity/Response,Supports
2165,ncit:C77588,D,Sensitivity/Response,Supports
2167,rxcui:282388,D,Resistance,Supports
2168,rxcui:282388,C,Resistance,Supports
2169,rxcui:282388,C,Resistance,Supports
2170,rxcui:662281,D,Resistance,Supports
2178,rxcui:263034,C,Resistance,Supports
2181,rxcui:318341,C,Resistance,Supports
2181,rxcui:153329,C,Resistance,Supports
2183,ncit:C74072,D,Sensitivity/Response,Supports
2183,rxcui:2361596,D,Sensitivity/Response,Supports
2184,rxcui:318341,C,Resistance,Supports
2187,rxcui:318341,B,Resistance,Supports
2189,rxcui:318341,C,Resistance,Supports
2192,ncit:C74072,D,Sensitivity/Response,Supports
2192,rxcui:2361596,D,Sensitivity/Response,Supports
2193,rxcui:263034,C,Resistance,Supports
2198,rxcui:318341,C,Resistance,Does Not Support
2198,rxcui:153329,C,Resistance,Does Not Support
2201,rxcui:153329,C,Resistance,Does Not Support
2201,rxcui:318341,C,Resistance,Does Not Support
2204,rxcui:318341,C,Resistance,Supports
2204,rxcui:153329,C,Resistance,Supports
2206,rxcui:2361596,D,Sensitivity/Response,Supports
2206,ncit:C74072,D,Sensitivity/Response,Supports
2207,rxcui:318341,B,Resistance,Supports
2209,rxcui:2361596,D,Sensitivity/Response,Supports
2209,ncit:C74072,D,Sensitivity/Response,Supports
2210,rxcui:318341,B,Resistance,Supports
2212,rxcui:2361596,D,Sensitivity/Response,Supports
2212,ncit:C74072,D,Sensitivity/Response,Supports
2213,rxcui:318341,C,Resistance,Does Not Support
2213,rxcui:153329,C,Resistance,Does Not Support
2217,rxcui:318341,C,Resistance,Does Not Support
2218,ncit:C74072,D,Sensitivity/Response,Supports
2218,rxcui:2361596,D,Sensitivity/Response,Supports
2219,rxcui:318341,B,Resistance,Supports
2221,rxcui:142433,D,Resistance,Supports
2222,rxcui:142433,D,Resistance,Supports
2223,rxcui:142433,D,Resistance,Supports
2224,rxcui:142433,D,Resistance,Supports
2225,rxcui:153329,C,Resistance,Supports
2225,rxcui:318341,C,Resistance,Supports
2232,rxcui:263034,C,Resistance,Supports
2236,rxcui:263034,C,Resistance,Supports
2240,rxcui:328134,B,Resistance,Supports
2242,rxcui:337525,B,Resistance,Supports
2250,rxcui:6718,D,Resistance,Supports
2251,rxcui:6718,D,Resistance,Supports
2252,rxcui:6718,D,Resistance,Supports
2253,rxcui:263034,C,Resistance,Supports
2257,rxcui:328134,B,Resistance,Supports
2261,rxcui:6718,D,Resistance,Supports
2262,rxcui:6718,D,Resistance,Supports
2263,rxcui:6718,D,Resistance,Supports
2264,rxcui:263034,C,Resistance,Supports
2268,rxcui:328134,C,Resistance,Supports
2269,rxcui:263034,C,Resistance,Supports
2273,rxcui:328134,B,Resistance,Supports
2277,rxcui:6718,D,Resistance,Supports
2278,rxcui:6718,D,Resistance,Supports
2279,rxcui:6718,D,Resistance,Supports
2286,rxcui:40048,C,Resistance,Supports
2286,rxcui:2555,C,Resistance,Supports
2292,rxcui:24614,C,Sensitivity/Response,Does Not Support
2292,rxcui:2555,C,Sensitivity/Response,Does Not Support
2292,rxcui:632,C,Sensitivity/Response,Does Not Support
2306,rxcui:2555,C,Sensitivity/Response,Supports
2306,rxcui:24614,C,Sensitivity/Response,Supports
2306,rxcui:632,C,Sensitivity/Response,Supports
2327,rxcui:37776,B,Sensitivity/Response,Supports
2329,iuphar.ligand:9240,D,Sensitivity/Response,Supports
2331,rxcui:2049873,B,Sensitivity/Response,Supports
2355,rxcui:328134,B,Resistance,Supports
2355,rxcui:337525,B,Resistance,Supports
2385,rxcui:328134,B,Resistance,Supports
2385,rxcui:337525,B,Resistance,Supports
2417,rxcui:282388,C,Sensitivity/Response,Supports
2441,rxcui:282388,C,Sensitivity/Response,Does Not Support
2445,rxcui:282388,D,Resistance,Does Not Support
2448,rxcui:282388,D,Sensitivity/Response,Does Not Support
2451,rxcui:282388,D,Resistance,Supports
2454,rxcui:282388,D,Resistance,Does Not Support
2460,rxcui:282388,D,Resistance,Does Not Support
2463,rxcui:282388,D,Resistance,Supports
2465,rxcui:282388,C,Sensitivity/Response,Supports
2466,rxcui:282388,B,Sensitivity/Response,Supports
2469,rxcui:282388,D,Resistance,Does Not Support
2471,rxcui:282388,B,Sensitivity/Response,Supports
2472,rxcui:282388,D,Resistance,Does Not Support
2474,rxcui:282388,C,Sensitivity/Response,Supports
2475,rxcui:282388,C,Sensitivity/Response,Supports
2477,rxcui:282388,B,Reduced Sensitivity,Supports
2478,rxcui:282388,C,Resistance,Supports
2480,rxcui:282388,B,Sensitivity/Response,Supports
2481,rxcui:282388,D,Resistance,Does Not Support
2484,rxcui:282388,D,Resistance,Does Not Support
2486,rxcui:282388,C,Sensitivity/Response,Does Not Support
2487,rxcui:282388,C,Sensitivity/Response,Supports
2505,rxcui:1424911,B,Sensitivity/Response,Supports
2506,fda:TRAMETINIB,B,Sensitivity/Response,Supports
2508,rxcui:328134,C,Sensitivity/Response,Supports
2512,rxcui:328134,B,Resistance,Supports
2513,rxcui:337525,C,Sensitivity/Response,Supports
2519,rxcui:328134,B,Sensitivity/Response,Supports
2559,rxcui:328134,B,Sensitivity/Response,Supports
2621,rxcui:328134,B,Sensitivity/Response,Supports
2624,rxcui:328134,C,Sensitivity/Response,Supports
2625,rxcui:328134,D,Sensitivity/Response,Supports
2626,rxcui:480167,D,Sensitivity/Response,Supports
2627,fda:DACOMITINIB,D,Sensitivity/Response,Supports
2628,rxcui:1940642,D,Sensitivity/Response,Supports
2629,rxcui:1430438,D,Sensitivity/Response,Supports
2631,ncit:C77588,D,Sensitivity/Response,Supports
2632,rxcui:337525,C,Sensitivity/Response,Supports
2634,rxcui:328134,B,Sensitivity/Response,Supports
2636,rxcui:282388,C,Resistance,Does Not Support
2638,rxcui:282388,D,Sensitivity/Response,Supports
2640,rxcui:662281,D,Resistance,Does Not Support
2640,fda:DASATINIB,D,Resistance,Does Not Support
2641,rxcui:282388,D,Resistance,Supports
2642,rxcui:282388,C,Resistance,Supports
2644,fda:DASATINIB,D,Resistance,Supports
2644,rxcui:662281,D,Resistance,Supports
2645,rxcui:282388,D,Resistance,Supports
2646,rxcui:282388,C,Resistance,Supports
2647,rxcui:282388,D,Resistance,Supports
2648,rxcui:662281,D,Resistance,Supports
2649,rxcui:662281,D,Resistance,Does Not Support
