nct_id,gene_symbol,source
NCT04965064,CDK4,eligibility_criteria
NCT04965064,ERBB2,eligibility_criteria
NCT06877416,ERBB2,eligibility_criteria
NCT06899126,ERBB2,eligibility_criteria
NCT04290793,ERBB2,eligibility_criteria
NCT06561555,ERBB2,eligibility_criteria
NCT05673928,ERBB2,eligibility_criteria
NCT03749421,ERBB2,eligibility_criteria
NCT04305834,ERBB2,eligibility_criteria
NCT05795101,ERBB2,eligibility_criteria
NCT04547309,ERBB2,eligibility_criteria
NCT03881605,ERBB2,eligibility_criteria
NCT06846437,ERBB2,eligibility_criteria
NCT06282796,ERBB2,eligibility_criteria
NCT04639219,ERBB2,eligibility_criteria
NCT05650879,ALK,eligibility_criteria
NCT05650879,BRAF,eligibility_criteria
NCT05650879,EGFR,eligibility_criteria
NCT05650879,ERBB2,eligibility_criteria
NCT05650879,ROS1,eligibility_criteria
NCT06486883,CDK4,eligibility_criteria
NCT06486883,ERBB2,eligibility_criteria
NCT06172478,ALK,eligibility_criteria
NCT06172478,BRAF,eligibility_criteria
NCT06172478,EGFR,eligibility_criteria
NCT06172478,ERBB2,eligibility_criteria
NCT06172478,KRAS,eligibility_criteria
NCT06172478,MET,eligibility_criteria
NCT06172478,RET,eligibility_criteria
NCT06172478,ROS1,eligibility_criteria
NCT05919108,ERBB2,eligibility_criteria
NCT07187726,ERBB2,eligibility_criteria
NCT07194005,ERBB2,eligibility_criteria
NCT04289935,ERBB2,eligibility_criteria
NCT03324425,ERBB2,eligibility_criteria
NCT06671262,ERBB2,eligibility_criteria
NCT07242118,ERBB2,eligibility_criteria
NCT06172127,ERBB2,eligibility_criteria
NCT03359954,ERBB2,eligibility_criteria
NCT06644300,ERBB2,eligibility_criteria
NCT03958136,ERBB2,eligibility_criteria
NCT07218432,ERBB2,eligibility_criteria
NCT05894824,ERBB2,eligibility_criteria
NCT06001762,CDK4,eligibility_criteria
NCT06001762,ERBB2,eligibility_criteria
NCT07464470,ERBB2,eligibility_criteria
NCT04053322,ATM,eligibility_criteria
NCT04053322,BRCA1,eligibility_criteria
NCT04053322,BRCA2,eligibility_criteria
NCT04053322,CDK4,eligibility_criteria
NCT04053322,CHEK2,eligibility_criteria
NCT04053322,ERBB2,eligibility_criteria
NCT04053322,PALB2,eligibility_criteria
NCT06954480,ERBB2,eligibility_criteria
NCT03632941,ERBB2,eligibility_criteria
NCT06572319,ERBB2,eligibility_criteria
NCT03571633,ERBB2,eligibility_criteria
NCT02942355,ERBB2,eligibility_criteria
NCT05508906,CDK4,eligibility_criteria
NCT05508906,ERBB2,eligibility_criteria
NCT05982093,ERBB2,eligibility_criteria
NCT03616587,CDK4,eligibility_criteria
NCT03616587,ERBB2,eligibility_criteria
NCT07213557,ERBB2,eligibility_criteria
NCT05190094,ERBB2,eligibility_criteria
NCT07165756,ERBB2,eligibility_criteria
NCT06316531,ERBB2,eligibility_criteria
NCT06867484,BRCA1,eligibility_criteria
NCT06867484,ERBB2,eligibility_criteria
NCT06178159,ERBB2,eligibility_criteria
NCT06992882,ERBB2,eligibility_criteria
NCT06636591,ERBB2,eligibility_criteria
NCT07309770,ERBB2,eligibility_criteria
NCT07394218,ERBB2,eligibility_criteria
NCT05452213,CDK4,eligibility_criteria
NCT05452213,ERBB2,eligibility_criteria
NCT03304080,ERBB2,eligibility_criteria
NCT06754059,ERBB2,eligibility_criteria
NCT05535413,ERBB2,eligibility_criteria
NCT05627960,PIK3CA,eligibility_criteria
NCT05076682,ERBB2,eligibility_criteria
NCT06587789,CDK4,eligibility_criteria
NCT06587789,ERBB2,eligibility_criteria
NCT05720117,CDK4,eligibility_criteria
NCT05720117,ERBB2,eligibility_criteria
NCT05909397,CDK4,eligibility_criteria
NCT05909397,ERBB2,eligibility_criteria
NCT06434597,ERBB2,eligibility_criteria
NCT07195344,ERBB2,eligibility_criteria
NCT05430399,ERBB2,eligibility_criteria
NCT05090358,CDK4,eligibility_criteria
NCT05090358,ERBB2,eligibility_criteria
NCT05090358,PIK3CA,eligibility_criteria
NCT06534125,ERBB2,eligibility_criteria
NCT07407920,ERBB2,eligibility_criteria
NCT06945224,ERBB2,eligibility_criteria
NCT05969041,ERBB2,eligibility_criteria
NCT04360941,CDK4,eligibility_criteria
NCT04360941,ERBB2,eligibility_criteria
NCT06938724,BRCA1,eligibility_criteria
NCT06938724,ERBB2,eligibility_criteria
NCT06938724,PALB2,eligibility_criteria
NCT07261631,ERBB2,eligibility_criteria
NCT06991946,ERBB2,eligibility_criteria
NCT04193059,ERBB2,eligibility_criteria
NCT06719362,ALK,eligibility_criteria
NCT06719362,BRAF,eligibility_criteria
NCT06719362,EGFR,eligibility_criteria
NCT06719362,KRAS,eligibility_criteria
NCT06719362,RET,eligibility_criteria
NCT06719362,ROS1,eligibility_criteria
NCT04042701,ALK,eligibility_criteria
NCT04042701,BRAF,eligibility_criteria
NCT04042701,EGFR,eligibility_criteria
NCT04042701,ERBB2,eligibility_criteria
NCT04042701,ROS1,eligibility_criteria
NCT07467330,CDK4,eligibility_criteria
NCT07467330,ERBB2,eligibility_criteria
NCT03161353,ERBB2,eligibility_criteria
NCT04421963,ERBB2,eligibility_criteria
NCT06834672,ERBB2,eligibility_criteria
NCT07368998,CDK4,eligibility_criteria
NCT07368998,ERBB2,eligibility_criteria
NCT07368998,PIK3CA,eligibility_criteria
NCT04993014,ERBB2,eligibility_criteria
NCT06383767,ERBB2,eligibility_criteria
NCT04965766,ERBB2,eligibility_criteria
NCT05715931,ERBB2,eligibility_criteria
NCT06966453,CDK4,eligibility_criteria
NCT06966453,ERBB2,eligibility_criteria
NCT06819007,ERBB2,eligibility_criteria
NCT03417544,ERBB2,eligibility_criteria
NCT07122063,ERBB2,eligibility_criteria
NCT07243002,ERBB2,eligibility_criteria
NCT07235176,ERBB2,eligibility_criteria
NCT07130643,CDK4,eligibility_criteria
NCT07130643,ERBB2,eligibility_criteria
NCT05327608,ERBB2,eligibility_criteria
NCT06832202,ERBB2,eligibility_criteria
NCT04055493,CDK4,eligibility_criteria
NCT04055493,ERBB2,eligibility_criteria
NCT06177041,ERBB2,eligibility_criteria
NCT07506057,ERBB2,eligibility_criteria
NCT06472245,ALK,eligibility_criteria
NCT06472245,BRAF,eligibility_criteria
NCT06472245,EGFR,eligibility_criteria
NCT06472245,KRAS,eligibility_criteria
NCT06472245,ROS1,eligibility_criteria
NCT06693037,ERBB2,eligibility_criteria
NCT05190445,EGFR,eligibility_criteria
NCT05190445,ERBB2,eligibility_criteria
NCT05257395,CDK4,eligibility_criteria
NCT05257395,ERBB2,eligibility_criteria
NCT06970912,CDK4,eligibility_criteria
NCT06970912,ERBB2,eligibility_criteria
NCT05333328,ERBB2,eligibility_criteria
NCT02625441,ERBB2,eligibility_criteria
NCT06358625,ERBB2,eligibility_criteria
NCT06916637,ERBB2,eligibility_criteria
NCT07287995,ERBB2,eligibility_criteria
NCT07012720,CDK4,eligibility_criteria
NCT07012720,ERBB2,eligibility_criteria
NCT06050109,ERBB2,eligibility_criteria
NCT03366844,ERBB2,eligibility_criteria
NCT05786716,ERBB2,eligibility_criteria
NCT03941730,ERBB2,eligibility_criteria
NCT00070564,ERBB2,eligibility_criteria
NCT05996107,CDK4,eligibility_criteria
NCT05996107,ERBB2,eligibility_criteria
NCT05216432,BRCA1,eligibility_criteria
NCT05216432,CDK4,eligibility_criteria
NCT05216432,ERBB2,eligibility_criteria
NCT05216432,PIK3CA,eligibility_criteria
NCT06197581,CDK4,eligibility_criteria
NCT06197581,ERBB2,eligibility_criteria
NCT06562192,ERBB2,eligibility_criteria
NCT05573126,CDK4,eligibility_criteria
NCT05573126,ERBB2,eligibility_criteria
NCT07047365,ERBB2,eligibility_criteria
NCT06008158,ERBB2,eligibility_criteria
NCT04968964,ERBB2,eligibility_criteria
NCT07334119,ERBB2,eligibility_criteria
NCT04620187,ERBB2,eligibility_criteria
NCT07386938,ERBB2,eligibility_criteria
NCT05816655,CDK4,eligibility_criteria
NCT05816655,ERBB2,eligibility_criteria
NCT06718933,EGFR,eligibility_criteria
NCT06330064,BRAF,eligibility_criteria
NCT06330064,ERBB2,eligibility_criteria
NCT05819684,ERBB2,eligibility_criteria
NCT05759546,CDK4,eligibility_criteria
NCT05759546,ERBB2,eligibility_criteria
NCT04115306,CDK4,eligibility_criteria
NCT04115306,ERBB2,eligibility_criteria
NCT06791070,ERBB2,eligibility_criteria
NCT07207070,ERBB2,eligibility_criteria
NCT07207070,PIK3CA,eligibility_criteria
NCT06957886,ERBB2,eligibility_criteria
NCT05761470,ATM,eligibility_criteria
NCT05761470,BRCA1,eligibility_criteria
NCT05761470,CHEK2,eligibility_criteria
NCT05761470,PALB2,eligibility_criteria
NCT06235931,ERBB2,eligibility_criteria
NCT06925984,CDK4,eligibility_criteria
NCT06925984,ERBB2,eligibility_criteria
NCT06298084,BRCA1,eligibility_criteria
NCT06298084,CDK4,eligibility_criteria
NCT06298084,ERBB2,eligibility_criteria
NCT04152499,ERBB2,eligibility_criteria
NCT07192432,ERBB2,eligibility_criteria
NCT07180693,CDK4,eligibility_criteria
NCT07180693,ERBB2,eligibility_criteria
NCT05989347,ERBB2,eligibility_criteria
NCT07053085,ERBB2,eligibility_criteria
NCT03842085,ERBB2,eligibility_criteria
NCT04759248,ERBB2,eligibility_criteria
NCT07281001,ERBB2,eligibility_criteria
NCT04647916,ERBB2,eligibility_criteria
NCT03820063,ERBB2,eligibility_criteria
NCT04616248,BRAF,eligibility_criteria
NCT04616248,CDK4,eligibility_criteria
NCT04616248,ERBB2,eligibility_criteria
NCT04616248,FLT3,eligibility_criteria
NCT04616248,PIK3CA,eligibility_criteria
NCT06375798,ERBB2,eligibility_criteria
NCT07262138,ERBB2,eligibility_criteria
NCT07214532,CDK4,eligibility_criteria
NCT07214532,ERBB2,eligibility_criteria
NCT06445738,ATM,eligibility_criteria
NCT06445738,BRCA1,eligibility_criteria
NCT06445738,BRCA2,eligibility_criteria
NCT06445738,CHEK2,eligibility_criteria
NCT06445738,ERBB2,eligibility_criteria
NCT06445738,PALB2,eligibility_criteria
NCT06445738,PTEN,eligibility_criteria
NCT06445738,STK11,eligibility_criteria
NCT05564858,ERBB2,eligibility_criteria
NCT03213041,ERBB2,eligibility_criteria
NCT05383196,ERBB2,eligibility_criteria
NCT04281641,ERBB2,eligibility_criteria
NCT07112053,CDK4,eligibility_criteria
NCT07112053,ERBB2,eligibility_criteria
NCT01351909,BRCA2,eligibility_criteria
NCT01351909,ERBB2,eligibility_criteria
NCT07151911,ERBB2,eligibility_criteria
NCT07032298,ERBB2,eligibility_criteria
NCT07117864,ERBB2,eligibility_criteria
NCT07070466,ERBB2,eligibility_criteria
NCT06042569,ERBB2,eligibility_criteria
NCT06324357,ERBB2,eligibility_criteria
NCT07474324,ERBB2,eligibility_criteria
NCT06063018,ERBB2,eligibility_criteria
NCT07014410,CDK4,eligibility_criteria
NCT07014410,ERBB2,eligibility_criteria
NCT06364410,ERBB2,eligibility_criteria
NCT06247995,BRCA1,eligibility_criteria
NCT06247995,BRCA2,eligibility_criteria
NCT06247995,CDK4,eligibility_criteria
NCT06247995,ERBB2,eligibility_criteria
NCT05143229,ERBB2,eligibility_criteria
NCT06837792,CDK4,eligibility_criteria
NCT06837792,ERBB2,eligibility_criteria
NCT06590506,CDK4,eligibility_criteria
NCT06590506,ERBB2,eligibility_criteria
NCT05891093,ERBB2,eligibility_criteria
NCT05861271,ERBB2,eligibility_criteria
NCT04579380,ERBB2,eligibility_criteria
NCT01872260,ERBB2,eligibility_criteria
NCT06953882,CDK4,eligibility_criteria
NCT06953882,ERBB2,eligibility_criteria
NCT03983382,ERBB2,eligibility_criteria
NCT02623972,ERBB2,eligibility_criteria
NCT03983954,ERBB2,eligibility_criteria
NCT06612203,CDK4,eligibility_criteria
NCT06612203,ERBB2,eligibility_criteria
NCT06176261,CDK4,eligibility_criteria
NCT06176261,ERBB2,eligibility_criteria
NCT05768880,ERBB2,eligibility_criteria
NCT07198724,CDK4,eligibility_criteria
NCT07198724,ERBB2,eligibility_criteria
NCT03804944,ERBB2,eligibility_criteria
NCT06632262,ALK,eligibility_criteria
NCT06632262,BRAF,eligibility_criteria
NCT06632262,EGFR,eligibility_criteria
NCT06632262,ERBB2,eligibility_criteria
NCT06632262,FGFR2,eligibility_criteria
NCT06632262,FGFR3,eligibility_criteria
NCT06632262,KRAS,eligibility_criteria
NCT06632262,MET,eligibility_criteria
NCT06632262,NTRK1,eligibility_criteria
NCT06632262,RET,eligibility_criteria
NCT06632262,ROS1,eligibility_criteria
NCT05159193,ERBB2,eligibility_criteria
NCT07159451,ERBB2,eligibility_criteria
NCT05095207,CDK4,eligibility_criteria
NCT05095207,ERBB2,eligibility_criteria
NCT04622319,ERBB2,eligibility_criteria
NCT04588545,ERBB2,eligibility_criteria
NCT05205200,ERBB2,eligibility_criteria
NCT04248452,ERBB2,eligibility_criteria
NCT05245058,ERBB2,eligibility_criteria
NCT04886804,ERBB2,eligibility_criteria
NCT05523947,ERBB2,eligibility_criteria
NCT04430738,ERBB2,eligibility_criteria
NCT06196697,ERBB2,eligibility_criteria
NCT05036252,ERBB2,eligibility_criteria
NCT06187506,ERBB2,eligibility_criteria
NCT06230055,ERBB2,eligibility_criteria
NCT01791478,ERBB2,eligibility_criteria
NCT01791478,PIK3CA,eligibility_criteria
NCT06162559,ERBB2,eligibility_criteria
NCT06715826,ERBB2,eligibility_criteria
NCT05376878,ERBB2,eligibility_criteria
NCT03609047,CDK4,eligibility_criteria
NCT03609047,ERBB2,eligibility_criteria
NCT06312176,CDK4,eligibility_criteria
NCT06312176,ERBB2,eligibility_criteria
NCT03975647,EGFR,eligibility_criteria
NCT03975647,ERBB2,eligibility_criteria
NCT04158362,ERBB2,eligibility_criteria
NCT07007559,ERBB2,eligibility_criteria
NCT05464810,ERBB2,eligibility_criteria
NCT05362760,CDK4,eligibility_criteria
NCT05362760,ERBB2,eligibility_criteria
NCT06610825,ERBB2,eligibility_criteria
NCT05115474,ERBB2,eligibility_criteria
NCT06656624,CDK4,eligibility_criteria
NCT06656624,ERBB2,eligibility_criteria
NCT05296746,ERBB2,eligibility_criteria
NCT07379918,ERBB2,eligibility_criteria
NCT05824325,CDK4,eligibility_criteria
NCT05824325,ERBB2,eligibility_criteria
NCT06439693,ERBB2,eligibility_criteria
NCT06868758,ERBB2,eligibility_criteria
NCT07025889,ERBB2,eligibility_criteria
NCT05978648,ERBB2,eligibility_criteria
NCT07377643,ERBB2,eligibility_criteria
NCT06388122,CDK4,eligibility_criteria
NCT02398773,ERBB2,eligibility_criteria
NCT05274048,ERBB2,eligibility_criteria
NCT06974604,CDK4,eligibility_criteria
NCT06974604,ERBB2,eligibility_criteria
NCT07190443,CDK4,eligibility_criteria
NCT07190443,ERBB2,eligibility_criteria
NCT03500991,ERBB2,eligibility_criteria
NCT06998108,CDK4,eligibility_criteria
NCT06998108,ERBB2,eligibility_criteria
NCT05677490,ERBB2,eligibility_criteria
NCT05346224,ERBB2,eligibility_criteria
NCT06967103,ERBB2,eligibility_criteria
NCT07311577,ERBB2,eligibility_criteria
NCT05747794,ERBB2,eligibility_criteria
NCT06774027,ERBB2,eligibility_criteria
NCT05532696,EGFR,eligibility_criteria
NCT05532696,ERBB2,eligibility_criteria
NCT06472583,ERBB2,eligibility_criteria
NCT07264816,ERBB2,eligibility_criteria
NCT04660435,CDK4,eligibility_criteria
NCT04660435,ERBB2,eligibility_criteria
NCT06253650,ERBB2,eligibility_criteria
NCT05696626,CDK4,eligibility_criteria
NCT05696626,ERBB2,eligibility_criteria
NCT07022483,ERBB2,eligibility_criteria
NCT07022483,POLE,eligibility_criteria
NCT07037199,CDK4,eligibility_criteria
NCT07037199,ERBB2,eligibility_criteria
NCT02264678,ATM,eligibility_criteria
NCT02264678,ERBB2,eligibility_criteria
NCT02264678,PALB2,eligibility_criteria
NCT06998407,CDK4,eligibility_criteria
NCT06641544,ERBB2,eligibility_criteria
NCT01525966,ERBB2,eligibility_criteria
NCT03379428,ERBB2,eligibility_criteria
NCT03982485,ERBB2,eligibility_criteria
NCT06525766,ERBB2,eligibility_criteria
NCT06313086,ERBB2,eligibility_criteria
NCT05063786,ERBB2,eligibility_criteria
NCT05063786,PIK3CA,eligibility_criteria
NCT06718010,ERBB2,eligibility_criteria
NCT07164976,CDK4,eligibility_criteria
NCT07164976,ERBB2,eligibility_criteria
NCT05230810,EGFR,eligibility_criteria
NCT05230810,ERBB2,eligibility_criteria
NCT05230810,PIK3CA,eligibility_criteria
NCT06747338,ERBB2,eligibility_criteria
NCT06015048,ERBB2,eligibility_criteria
NCT04802759,CDK4,eligibility_criteria
NCT04802759,ERBB2,eligibility_criteria
NCT04802759,PIK3CA,eligibility_criteria
NCT02295059,ERBB2,eligibility_criteria
NCT05636215,ERBB2,eligibility_criteria
NCT05918094,ERBB2,eligibility_criteria
NCT05420467,ERBB2,eligibility_criteria
NCT06993844,CDK4,eligibility_criteria
NCT06993844,ERBB2,eligibility_criteria
NCT06993844,PIK3CA,eligibility_criteria
NCT05165264,ERBB2,eligibility_criteria
NCT06784193,CDK4,eligibility_criteria
NCT06784193,ERBB2,eligibility_criteria
NCT06340230,ERBB2,eligibility_criteria
NCT05480384,ERBB2,eligibility_criteria
NCT04524000,ERBB2,eligibility_criteria
NCT04524000,PIK3CA,eligibility_criteria
NCT05917158,ERBB2,eligibility_criteria
NCT05150652,ERBB2,eligibility_criteria
NCT06946238,BRCA1,eligibility_criteria
NCT06946238,BRCA2,eligibility_criteria
NCT06946238,ERBB2,eligibility_criteria
NCT06033287,CDK4,eligibility_criteria
NCT06033287,ERBB2,eligibility_criteria
NCT07540533,ERBB2,eligibility_criteria
NCT06680921,ERBB2,eligibility_criteria
NCT05918328,ERBB2,eligibility_criteria
NCT06649331,CDK4,eligibility_criteria
NCT06649331,ERBB2,eligibility_criteria
NCT06072612,ERBB2,eligibility_criteria
NCT05183828,ERBB2,eligibility_criteria
NCT06669975,ERBB2,eligibility_criteria
NCT05458219,ERBB2,eligibility_criteria
NCT06176534,CDK4,eligibility_criteria
NCT06176534,ERBB2,eligibility_criteria
NCT05953350,CDK4,eligibility_criteria
NCT05953350,ERBB2,eligibility_criteria
NCT06730373,ERBB2,eligibility_criteria
NCT04383275,ERBB2,eligibility_criteria
NCT07340164,ERBB2,eligibility_criteria
NCT04214288,CDK4,eligibility_criteria
NCT04214288,ERBB2,eligibility_criteria
NCT05041842,ERBB2,eligibility_criteria
NCT06966141,ERBB2,eligibility_criteria
NCT05467891,CDK4,eligibility_criteria
NCT05467891,ERBB2,eligibility_criteria
NCT06551220,ERBB2,eligibility_criteria
NCT05749588,ERBB2,eligibility_criteria
NCT07540572,CDK4,eligibility_criteria
NCT07540572,ERBB2,eligibility_criteria
NCT06846996,ERBB2,eligibility_criteria
NCT04303988,ERBB2,eligibility_criteria
NCT07380646,CDK4,eligibility_criteria
NCT07380646,ERBB2,eligibility_criteria
NCT05633979,ERBB2,eligibility_criteria
NCT03281902,ERBB2,eligibility_criteria
NCT05872295,CDK4,eligibility_criteria
NCT05872295,ERBB2,eligibility_criteria
NCT05002127,ERBB2,eligibility_criteria
NCT05464082,CDK4,eligibility_criteria
NCT05464082,ERBB2,eligibility_criteria
NCT06705127,ERBB2,eligibility_criteria
NCT05765851,ERBB2,eligibility_criteria
NCT06344780,CDK4,eligibility_criteria
NCT06344780,ERBB2,eligibility_criteria
NCT07108127,BRAF,eligibility_criteria
NCT07108127,ERBB2,eligibility_criteria
NCT04348747,ERBB2,eligibility_criteria
NCT04482309,ERBB2,eligibility_criteria
NCT07396454,ERBB2,eligibility_criteria
NCT06927180,ERBB2,eligibility_criteria
NCT04762979,CDK4,eligibility_criteria
NCT04762979,ERBB2,eligibility_criteria
NCT04762979,PIK3CA,eligibility_criteria
NCT06650423,CDK4,eligibility_criteria
NCT06650423,ERBB2,eligibility_criteria
NCT05132790,ERBB2,eligibility_criteria
NCT05940896,ERBB2,eligibility_criteria
NCT05802225,ERBB2,eligibility_criteria
NCT06402435,ERBB2,eligibility_criteria
NCT05020860,ERBB2,eligibility_criteria
NCT07376174,ERBB2,eligibility_criteria
NCT06710990,ERBB2,eligibility_criteria
NCT05458674,ERBB2,eligibility_criteria
NCT05463952,ERBB2,eligibility_criteria
NCT05837455,ERBB2,eligibility_criteria
NCT02535221,ERBB2,eligibility_criteria
NCT06551116,ERBB2,eligibility_criteria
NCT04443348,ERBB2,eligibility_criteria
NCT03595592,ERBB2,eligibility_criteria
NCT06158919,ERBB2,eligibility_criteria
NCT04597580,CDK4,eligibility_criteria
NCT04597580,ERBB2,eligibility_criteria
NCT06732336,ERBB2,eligibility_criteria
NCT05275777,ERBB2,eligibility_criteria
NCT06378242,ERBB2,eligibility_criteria
NCT04550494,ATM,eligibility_criteria
NCT04550494,BRCA1,eligibility_criteria
NCT04550494,BRCA2,eligibility_criteria
NCT04550494,ERBB2,eligibility_criteria
NCT04550494,IDH1,eligibility_criteria
NCT04550494,IDH2,eligibility_criteria
NCT04550494,PALB2,eligibility_criteria
NCT04550494,RAD51,eligibility_criteria
NCT04439110,ERBB2,eligibility_criteria
NCT05486182,CDK4,eligibility_criteria
NCT05486182,ERBB2,eligibility_criteria
NCT04923542,ERBB2,eligibility_criteria
NCT04257162,ERBB2,eligibility_criteria
NCT07471776,ERBB2,eligibility_criteria
NCT02712723,ERBB2,eligibility_criteria
NCT04332588,ERBB2,eligibility_criteria
NCT06860529,ERBB2,eligibility_criteria
NCT06894173,ERBB2,eligibility_criteria
NCT07092254,ERBB2,eligibility_criteria
NCT05594095,CDK4,eligibility_criteria
NCT05594095,ERBB2,eligibility_criteria
NCT06458413,CDK4,eligibility_criteria
NCT06458413,ERBB2,eligibility_criteria
NCT07358182,ERBB2,eligibility_criteria
NCT06570031,CDK4,eligibility_criteria
NCT06570031,ERBB2,eligibility_criteria
NCT06828588,ERBB2,eligibility_criteria
NCT06227156,ERBB2,eligibility_criteria
NCT06411457,ERBB2,eligibility_criteria
NCT07057427,ERBB2,eligibility_criteria
NCT05754853,ERBB2,eligibility_criteria
NCT05463601,ERBB2,eligibility_criteria
NCT06762977,ERBB2,eligibility_criteria
NCT05530057,ERBB2,eligibility_criteria
NCT03568422,CDK4,eligibility_criteria
NCT03568422,ERBB2,eligibility_criteria
NCT07361562,ERBB2,eligibility_criteria
NCT05512364,CDK4,eligibility_criteria
NCT05512364,ERBB2,eligibility_criteria
NCT03978663,ERBB2,eligibility_criteria
NCT05878314,ERBB2,eligibility_criteria
NCT06144944,ERBB2,eligibility_criteria
NCT04757363,ERBB2,eligibility_criteria
NCT03272334,ERBB2,eligibility_criteria
NCT06169371,ERBB2,eligibility_criteria
NCT07379268,ERBB2,eligibility_criteria
NCT07486089,ERBB2,eligibility_criteria
NCT05769010,ERBB2,eligibility_criteria
NCT06441890,ERBB2,eligibility_criteria
NCT01251874,BRCA1,eligibility_criteria
NCT01251874,ERBB2,eligibility_criteria
NCT07441460,ERBB2,eligibility_criteria
NCT06749860,EGFR,eligibility_criteria
NCT06749860,ERBB2,eligibility_criteria
NCT06621459,ERBB2,eligibility_criteria
NCT06210776,ERBB2,eligibility_criteria
NCT05165225,ERBB2,eligibility_criteria
NCT07542496,ERBB2,eligibility_criteria
NCT06714617,ERBB2,eligibility_criteria
NCT06016387,ERBB2,eligibility_criteria
NCT06681064,ERBB2,eligibility_criteria
NCT03879577,ERBB2,eligibility_criteria
NCT03377387,ERBB2,eligibility_criteria
NCT05482893,ERBB2,eligibility_criteria
NCT02912949,ERBB2,eligibility_criteria
NCT02411656,ERBB2,eligibility_criteria
NCT06518382,ERBB2,eligibility_criteria
NCT07051486,ERBB2,eligibility_criteria
NCT04553770,CDK4,eligibility_criteria
NCT04553770,ERBB2,eligibility_criteria
NCT06909604,ERBB2,eligibility_criteria
NCT04333706,ERBB2,eligibility_criteria
NCT04266249,ERBB2,eligibility_criteria
NCT07446452,ERBB2,eligibility_criteria
NCT04997993,ERBB2,eligibility_criteria
NCT04997993,PTEN,eligibility_criteria
NCT06195709,CDK4,eligibility_criteria
NCT06195709,ERBB2,eligibility_criteria
NCT04090398,CDK4,eligibility_criteria
NCT04090398,ERBB2,eligibility_criteria
NCT05263570,ERBB2,eligibility_criteria
NCT06954961,ERBB2,eligibility_criteria
NCT06487429,ERBB2,eligibility_criteria
NCT05893966,ERBB2,eligibility_criteria
NCT04109131,ERBB2,eligibility_criteria
NCT06271837,ERBB2,eligibility_criteria
NCT05203445,BRCA1,eligibility_criteria
NCT05203445,BRCA2,eligibility_criteria
NCT05203445,ERBB2,eligibility_criteria
NCT05203445,PALB2,eligibility_criteria
NCT03393845,ERBB2,eligibility_criteria
NCT02488967,ERBB2,eligibility_criteria
NCT07002177,CDK4,eligibility_criteria
NCT07002177,ERBB2,eligibility_criteria
NCT05981001,CDK4,eligibility_criteria
NCT05981001,ERBB2,eligibility_criteria
NCT07124000,ERBB2,eligibility_criteria
NCT05879926,ERBB2,eligibility_criteria
NCT05152147,ERBB2,eligibility_criteria
NCT07259226,EGFR,eligibility_criteria
NCT04517838,ERBB2,eligibility_criteria
NCT05870579,CDK4,eligibility_criteria
NCT05870579,ERBB2,eligibility_criteria
NCT06603597,ERBB2,eligibility_criteria
NCT05697146,ERBB2,eligibility_criteria
NCT01042379,ERBB2,eligibility_criteria
NCT06431490,ERBB2,eligibility_criteria
NCT01805271,ERBB2,eligibility_criteria
NCT07428044,ERBB2,eligibility_criteria
NCT07182721,ERBB2,eligibility_criteria
NCT06492616,CDK4,eligibility_criteria
NCT06492616,ERBB2,eligibility_criteria
NCT05417594,BRCA1,eligibility_criteria
NCT05417594,BRCA2,eligibility_criteria
NCT05417594,ERBB2,eligibility_criteria
NCT05417594,IDH1,eligibility_criteria
NCT05417594,PALB2,eligibility_criteria
NCT06658951,ERBB2,eligibility_criteria
NCT04492488,ERBB2,eligibility_criteria
NCT04886531,ERBB2,eligibility_criteria
NCT05933395,CDK4,eligibility_criteria
NCT05933395,ERBB2,eligibility_criteria
NCT05933395,PIK3CA,eligibility_criteria
NCT05933395,PTEN,eligibility_criteria
NCT04565054,ERBB2,eligibility_criteria
NCT05969860,ERBB2,eligibility_criteria
NCT07030569,ERBB2,eligibility_criteria
NCT05427383,ERBB2,eligibility_criteria
NCT07593820,ERBB2,eligibility_criteria
NCT06179303,CDK4,eligibility_criteria
NCT06179303,ERBB2,eligibility_criteria
NCT07285941,ERBB2,eligibility_criteria
NCT04379570,ERBB2,eligibility_criteria
NCT05838066,ERBB2,eligibility_criteria
NCT06123494,ERBB2,eligibility_criteria
NCT05810870,ERBB2,eligibility_criteria
NCT05810870,PIK3CA,eligibility_criteria
NCT05810870,PTEN,eligibility_criteria
NCT04692831,ERBB2,eligibility_criteria
NCT06253195,CDK4,eligibility_criteria
NCT06253195,ERBB2,eligibility_criteria
NCT05143970,CDK4,eligibility_criteria
NCT05143970,ERBB2,eligibility_criteria
NCT05063136,ERBB2,eligibility_criteria
NCT05704829,ERBB2,eligibility_criteria
NCT02675829,ERBB2,eligibility_criteria
NCT04767594,ERBB2,eligibility_criteria
NCT07334431,ERBB2,eligibility_criteria
NCT05889988,ERBB2,eligibility_criteria
NCT01953588,ERBB2,eligibility_criteria
NCT06992024,ERBB2,eligibility_criteria
NCT04985058,ERBB2,eligibility_criteria
NCT04126525,ERBB2,eligibility_criteria
NCT05993234,ERBB2,eligibility_criteria
NCT03179904,ERBB2,eligibility_criteria
NCT05559164,ERBB2,eligibility_criteria
NCT07448493,ERBB2,eligibility_criteria
NCT06797635,ERBB2,eligibility_criteria
NCT06504732,BRAF,eligibility_criteria
NCT06504732,ERBB2,eligibility_criteria
NCT06504732,KRAS,eligibility_criteria
