pmid,source_type,citation_text,asco_abstract_id,year,pubmed_url
28029918,PubMed,"Dombi et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/28029918
23729478,PubMed,"Bardelli et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23729478
8441429,PubMed,"Nakagawara et al., 1993",,1993,https://pubmed.ncbi.nlm.nih.gov/8441429
24132921,PubMed,"Dai et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24132921
26751376,PubMed,"de Oliveira et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26751376
22016507,PubMed,"Wittinger et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22016507
23559153,PubMed,"Stacchiotti et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23559153
27626698,PubMed,"Sharma et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27626698
22046346,PubMed,"Kancha et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22046346
27179038,PubMed,"Pearson et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27179038
28061634,PubMed,"Seim et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28061634
28223103,PubMed,"Jeong et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28223103
27154293,PubMed,"Pietrantonio et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27154293
24758907,PubMed,"Hong et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24758907
17356712,PubMed,"Schmitz et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17356712
17186357,PubMed,"Otterbach et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17186357
22392911,PubMed,"Migliardi et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22392911
18316791,PubMed,"Amado et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18316791
17409929,PubMed,"Endoh et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/17409929
19284554,PubMed,"Greco et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19284554
11050000,PubMed,"Rowley et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/11050000
12483530,PubMed,"Rowley et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/12483530
16497971,PubMed,"Hoang et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16497971
22199315,PubMed,"Lv et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22199315
20453058,PubMed,"O'Brien et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20453058
19671852,PubMed,"Kalinsky et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19671852
21594665,PubMed,"Razis et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21594665
26920887,PubMed,"Baselga et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26920887
23094721,PubMed,"Liao et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/23094721
19513541,PubMed,"Zou et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19513541
21258250,PubMed,"Ludovini et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21258250
17202311,PubMed,"Maruyama et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17202311
17590872,PubMed,"Kato et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17590872
19903786,PubMed,"He et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19903786
19603024,PubMed,"Souglakos et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19603024
19571295,PubMed,"Tol et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19571295
18682506,PubMed,"Elisei et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18682506
19692680,PubMed,"Mok et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19692680
22452896,PubMed,"Miller et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22452896
24755888,PubMed,"Yu et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24755888
26269204,PubMed,"Planchard et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26269204
15737014,PubMed,"Pao et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15737014
17020982,PubMed,"Kosaka et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/17020982
18408761,PubMed,"Li et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18408761
18089823,PubMed,"Engelman et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/18089823
16818618,PubMed,"Shimamura et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16818618
21732342,PubMed,"Cha et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/21732342
19075254,PubMed,"Redaelli et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19075254
12623848,PubMed,"Branford et al., 2003",,2003,https://pubmed.ncbi.nlm.nih.gov/12623848
15930265,PubMed,"O'Hare et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15930265
23585524,PubMed,"Navrkalova et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23585524
19603018,PubMed,"Loupakis et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19603018
22025157,PubMed,"Ramalingam et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22025157
11595686,PubMed,"Reles et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11595686
14514923,PubMed,"Bataille et al., 2003",,2003,https://pubmed.ncbi.nlm.nih.gov/14514923
20975057,PubMed,"Houillier et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20975057
25583779,PubMed,2015,,2015,https://pubmed.ncbi.nlm.nih.gov/25583779
24333121,PubMed,"Emadi et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24333121
18955451,PubMed,"Heinrich et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18955451
21882184,PubMed,"Kim et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/21882184
21343559,PubMed,"Long et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21343559
20038723,PubMed,"Douillard et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20038723
15329413,PubMed,"Pao et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15329413
22370314,PubMed,"Han et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22370314
18191450,PubMed,"Deguchi et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18191450
16772610,PubMed,"Bradeen et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16772610
10786679,PubMed,"Berns et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/10786679
21642685,PubMed,"Carvajal et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21642685
19035443,PubMed,"Ashida et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19035443
18510589,PubMed,"Lutzky et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18510589
15824158,PubMed,"Frey et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15824158
16033819,PubMed,"Frey et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16033819
19274060,PubMed,"Alakus et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19274060
16467086,PubMed,"Frey et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16467086
17020971,PubMed,"Frey et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/17020971
21156401,PubMed,"Frey et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/21156401
17442989,PubMed,"Chinot et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17442989
21365007,PubMed,"Kreth et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21365007
16541434,PubMed,"Levin et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16541434
21331613,PubMed,"Watanabe et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21331613
19118063,PubMed,"Kulke et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19118063
24595080,PubMed,"Nie et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24595080
27211795,PubMed,"Leventakos et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27211795
23515407,PubMed,"Ohashi et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23515407
19472011,PubMed,"Calva et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19472011
27535980,PubMed,"Chudasama et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27535980
28351930,PubMed,"Kato et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28351930
21993670,PubMed,"Guarini et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/21993670
25673644,PubMed,"Ahronian et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25673644
26987942,PubMed,"Vu et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26987942
28148839,PubMed,"Sulkowski et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28148839
25351745,PubMed,"Arcila et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25351745
18632602,PubMed,"Marks et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18632602
28284557,PubMed,"Dummer et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28284557
26193344,PubMed,"Rapoport et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26193344
20570890,PubMed,"Janakiraman et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20570890
28183697,PubMed,"Drilon et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28183697
26603524,PubMed,2016,,2016,https://pubmed.ncbi.nlm.nih.gov/26603524
26216294,PubMed,"Doebele et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26216294
26546295,PubMed,"Russo et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26546295
17671205,PubMed,"Efeyan et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17671205
25730903,PubMed,"Saiki et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25730903
26459177,PubMed,"Andreeff et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26459177
8929264,PubMed,"Shibata et al., 1996",,1996,https://pubmed.ncbi.nlm.nih.gov/8929264
18832571,PubMed,"Lazar et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18832571
27364904,PubMed,"Miller et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27364904
25686104,PubMed,"Bitler et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25686104
27489350,PubMed,"Arjumand et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27489350
25970248,PubMed,"Spranger et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25970248
23585477,PubMed,"Schlegel et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23585477
24868098,PubMed,"Khozin et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24868098
23982599,PubMed,"Dungo et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23982599
28492898,PubMed,"Jänne et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28492898
28453411,PubMed,"Shepherd et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28453411
28476872,PubMed,"Skinner et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28476872
28490518,PubMed,"Sen et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28490518
15256420,PubMed,"Clark et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15256420
15304385,PubMed,"Yee et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15304385
23497317,PubMed,"Kampa-Schittenhelm et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23497317
28202511,PubMed,"Nukaga et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28202511
27283860,PubMed,"Planchard et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27283860
27315356,PubMed,"Lim et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27315356
22114577,PubMed,"Cameron et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/22114577
16046538,PubMed,"Carter et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/16046538
17330097,PubMed,"Griessinger et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17330097
25952648,PubMed,"Cheng et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25952648
28489509,PubMed,"Hyman et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28489509
26788326,PubMed,"Lu et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26788326
28486044,PubMed,"Jones et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28486044
28269754,PubMed,"Cheng et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28269754
28103611,PubMed,"Daud et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28103611
25666295,PubMed,"Kaczirek et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25666295
26161928,PubMed,"Camaj et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26161928
21969500,PubMed,"Brugger et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21969500
24265155,PubMed,"Shi et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24265155
26557775,PubMed,"Rutkowski et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26557775
25524477,PubMed,"Ugurel et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25524477
25524464,PubMed,"del Bufalo et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25524464
26490654,PubMed,"Combe et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26490654
21531810,PubMed,"Wu et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21531810
19147750,PubMed,"Kancha et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19147750
21865346,PubMed,"Cortes et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21865346
22371878,PubMed,"Khoury et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22371878
17264298,PubMed,"Guilhot et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17264298
19779040,PubMed,"Müller et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19779040
16775234,PubMed,"Talpaz et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/16775234
25686603,PubMed,"Pemovska et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25686603
22256804,PubMed,"Su et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22256804
22722830,PubMed,"Misale et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22722830
22246397,PubMed,"Sato et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22246397
15459012,PubMed,"Fiedler et al., 2005",,2005,https://pubmed.ncbi.nlm.nih.gov/15459012
27045755,PubMed,"Saber et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27045755
25239608,PubMed,"Garner et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25239608
27371698,PubMed,"Ben-Ami et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27371698
22614970,PubMed,"George et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22614970
25317746,PubMed,"Vita et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/25317746
21523734,PubMed,"Kluger et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21523734
17177598,PubMed,"Lee et al., 2006",,2006,https://pubmed.ncbi.nlm.nih.gov/17177598
17877814,PubMed,"de Gunst et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17877814
22895145,PubMed,"Lund-Iversen et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22895145
24353160,PubMed,"Yasuda et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24353160
20942962,PubMed,"Foster et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20942962
21132006,PubMed,"Harada et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21132006
27612423,PubMed,"Ray et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27612423
27032107,PubMed,"De Grève et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27032107
27102076,PubMed,"Konduri et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27102076
26582647,PubMed,"Zabriskie et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26582647
27485109,PubMed,"Soverini et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27485109
26989027,PubMed,"Hsu et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26989027
18287029,PubMed,"Tsai et al., 2008",,2008,https://pubmed.ncbi.nlm.nih.gov/18287029
20551065,PubMed,"Yang et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20551065
23177515,PubMed,"Demetri et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23177515
23415752,PubMed,"Stordal et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23415752
23371856,PubMed,"Arcila et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23371856
26822128,PubMed,"Khamaysi et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26822128
27566387,PubMed,"Kanemaru et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27566387
25765070,PubMed,"Rizvi et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25765070
25769807,PubMed,"Jenkins et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25769807
26758680,PubMed,"Testoni et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26758680
28978004,PubMed,"Gyanchandani et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28978004
28103578,PubMed,"Kim et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28103578
28193778,PubMed,"Yen et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28193778
28475456,PubMed,"Kim et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28475456
28242752,PubMed,"de Bono et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28242752
28526536,PubMed,"Diéras et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28526536
27124835,PubMed,"Dickson et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27124835
27217383,PubMed,"Patnaik et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27217383
28079291,PubMed,"Wang et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28079291
24705250,PubMed,"Fontebasso et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24705250
27825636,PubMed,"Drilon et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27825636
27803005,PubMed,"Lee et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27803005
27825616,PubMed,"Yoh et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27825616
27544060,PubMed,"Lin et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27544060
28430626,PubMed,"Zhang et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28430626
28453554,PubMed,"Zhao et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28453554
28472902,PubMed,"Aguiar et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28472902
28586279,PubMed,"Peters et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28586279
26768165,PubMed,"Ramalingam et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26768165
27876675,PubMed,"Gandara et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27876675
28525386,PubMed,"Kim et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28525386
28259530,PubMed,"Li et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28259530
26666244,PubMed,"Deming et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26666244
25722381,PubMed,"Blumenschein et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25722381
26802155,PubMed,"Carter et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26802155
27167191,PubMed,"Lee et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27167191
27998968,PubMed,"Chandrani et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27998968
26528855,PubMed,"Perez et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26528855
12748244,PubMed,"Fukuoka et al., 2003",,2003,https://pubmed.ncbi.nlm.nih.gov/12748244
12202531,PubMed,"Dollfus et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/12202531
23298237,PubMed,"Losonczy et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23298237
24933606,PubMed,"Bowyer et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24933606
7728151,PubMed,"Chen et al., 1995",,1995,https://pubmed.ncbi.nlm.nih.gov/7728151
15118073,PubMed,"Lynch et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/15118073
27626067,PubMed,"Aung et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27626067
26209642,PubMed,"Rulli et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26209642
8730290,PubMed,"Maher et al., 1996",,1996,https://pubmed.ncbi.nlm.nih.gov/8730290
28404093,PubMed,"Domingo et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/28404093
17661816,PubMed,"Hes et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17661816
9829911,PubMed,"Stolle et al., 1998",,1998,https://pubmed.ncbi.nlm.nih.gov/9829911
28588020,PubMed,"Stein et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28588020
22766794,PubMed,"Le Guellec et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22766794
21463266,PubMed,"Leonardi et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21463266
26282658,PubMed,"Bang et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26282658
21972040,PubMed,"Huang et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/21972040
19464396,PubMed,"Ciotti et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19464396
28546144,PubMed,"Levis, 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28546144
26951309,PubMed,"Powles et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/26951309
20518900,PubMed,"Zhou et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20518900
20560986,PubMed,"Sorrell et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/20560986
28679771,PubMed,"Ma et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28679771
27751729,PubMed,"Hsieh et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/27751729
8641976,PubMed,"Kanno et al., 1996",,1996,https://pubmed.ncbi.nlm.nih.gov/8641976
28275037,PubMed,"Benson et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28275037
8707293,PubMed,"Glavac et al., 1996",,1996,https://pubmed.ncbi.nlm.nih.gov/8707293
10761708,PubMed,"Yoshida et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/10761708
12000816,PubMed,"Neumann et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/12000816
11409863,PubMed,"Klein et al., 2001",,2001,https://pubmed.ncbi.nlm.nih.gov/11409863
20583150,PubMed,"Sovinz et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20583150
20660572,PubMed,"Erlic et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20660572
20846682,PubMed,"Benhammou et al., 2010",,2010,https://pubmed.ncbi.nlm.nih.gov/20846682
21889194,PubMed,"Delmore et al., 2011",,2011,https://pubmed.ncbi.nlm.nih.gov/21889194
19543324,PubMed,"Akita et al., 2009",,2009,https://pubmed.ncbi.nlm.nih.gov/19543324
28471952,PubMed,"Wang et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28471952
17131328,PubMed,"Nakahira et al., 2007",,2007,https://pubmed.ncbi.nlm.nih.gov/17131328
24647522,PubMed,"Dong et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24647522
26428316,PubMed,"Conlon et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/26428316
12414898,PubMed,"Weirich et al., 2002",,2002,https://pubmed.ncbi.nlm.nih.gov/12414898
12624160,PubMed,"Rocha et al., 2003",,2003,https://pubmed.ncbi.nlm.nih.gov/12624160
22133049,PubMed,"Sun et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22133049
14722919,PubMed,"Ruiz-Llorente et al., 2004",,2004,https://pubmed.ncbi.nlm.nih.gov/14722919
22156657,PubMed,"Jilg et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22156657
23038758,PubMed,"Vilmar et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23038758
22438210,PubMed,"Eisenhofer et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22438210
22808142,PubMed,"Wang et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22808142
25628030,PubMed,"Park et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25628030
23673869,PubMed,"Mete et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/23673869
23143947,PubMed,"Chen et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23143947
23384228,PubMed,"Wu et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/23384228
10567493,PubMed,"Gläsker et al., 1999",,1999,https://pubmed.ncbi.nlm.nih.gov/10567493
10862095,PubMed,"Moore et al., 2000",,2000,https://pubmed.ncbi.nlm.nih.gov/10862095
22357542,PubMed,"Wu et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22357542
25562111,PubMed,"Park et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25562111
25563310,PubMed,"Zhang et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25563310
22101352,PubMed,"Katagiri et al., 2012",,2012,https://pubmed.ncbi.nlm.nih.gov/22101352
24396697,PubMed,"Ku et al., 2013",,2013,https://pubmed.ncbi.nlm.nih.gov/24396697
25586603,PubMed,"Sidhu et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25586603
24877602,PubMed,"Huff et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24877602
25715769,PubMed,"Heo et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/25715769
25883647,PubMed,"Luchetti et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25883647
25891174,PubMed,"Garon et al., 2015",,2015,https://pubmed.ncbi.nlm.nih.gov/25891174
27626312,PubMed,"Shin et al., 2016",,2016,https://pubmed.ncbi.nlm.nih.gov/27626312
28578601,PubMed,"Robson et al., 2017",,2017,https://pubmed.ncbi.nlm.nih.gov/28578601
24934408,PubMed,"Al-Ahmadie et al., 2014",,2014,https://pubmed.ncbi.nlm.nih.gov/24934408
28792849,PubMed,2017,,2017,https://pubmed.ncbi.nlm.nih.gov/28792849
