candidate_id,pmid,predicate,intervention,direction,sibling_drug_count,evidence_record_ids
GCA-ac90aceaa040ed65b3ec3b71,25952648,associated_with_resistance_to,SELUMETINIB SULFATE,Resistance,2,evidence:3038
GCA-1165db352f73b9371859da60,25952648,associated_with_resistance_to,TRAMETINIB,Resistance,2,evidence:3038
GCA-f025ad6c4f146f175a7e3746,28489509,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:3039
GCA-aeb1be11416ce4004dea92c0,28489509,associated_with_sensitivity_to,CAPIVASERTIB,Sensitivity/Response,1,evidence:3040
GCA-d350563920a534dfc4611dda,25730903,associated_with_resistance_to,MDM2 INHIBITOR AMGMDS3,Resistance,1,evidence:3042
GCA-2929c4d4352e2e891948baba,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,2,evidence:3690
GCA-f61eea79a401fb7160bd4e6f,20619739,associated_with_resistance_to,IRINOTECAN HYDROCHLORIDE,Resistance,2,evidence:3690
GCA-bc5f3bffe9309c09c71ccf0a,25666295,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3693
GCA-cb8f65112d9f75fade08bb08,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3704
GCA-e85c16a36b80aa3c339e12b1,22025157,associated_with_sensitivity_to,TEPROTUMUMAB,Sensitivity/Response,2,evidence:3713
GCA-507b695d6f1f311aee128466,22025157,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,2,evidence:3713
GCA-16cb3ac53c25122d9e97d092,24265155,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:3722
GCA-b2d858265f54d7227f682a60,24265155,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:3724
GCA-3b5f0cd0f2de8539be68550a,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3732
GCA-19a51553de36063cabfa1e0c,22180495,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:3733
GCA-d1cfd4046a0fa99c950f032d,25666295,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3739
GCA-781eab0fe499e27e755013a2,23569304,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:3750
GCA-9978bc2bb6122eaa95f4085e,26557775,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:3755
GCA-57a33affd4378bdc0c6cc502,25524477,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:3757
GCA-20a8dc6dda8a0480a6c7b1d3,25399551,associated_with_sensitivity_to,DABRAFENIB,Sensitivity/Response,2,evidence:3758
GCA-a041ddd6ac93d7a6c8e2ea70,25399551,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:3758
GCA-ef63fb99c4fb1c5864a4a54a,25524464,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:3777
GCA-f41bd5e850025b873e81b664,26490654,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:3787
GCA-5821e240ea996201c6e16cf2,22285168,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:3791
GCA-e57359a4d63a9e1b9328a167,15329413,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:3794
GCA-c77e0f962f19680b6f705007,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:3802
GCA-6113be5619a6b15bf53c6508,19147750,associated_with_resistance_to,MULTIKINASE INHIBITOR AEE788,Resistance,3,evidence:3810
GCA-98974b245c74216028327837,19147750,associated_with_resistance_to,ERLOTINIB,Resistance,3,evidence:3810
GCA-75a2e71e4c20e659831d1619,19147750,associated_with_resistance_to,GEFITINIB,Resistance,3,evidence:3810
GCA-a4a7af6d915655becf06a651,19147750,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,3,evidence:3811
GCA-a87b64ed0d7cd6bb80f6c086,19147750,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,3,evidence:3811
GCA-042c679d7295c8bb95e8e9cc,19147750,associated_with_sensitivity_to,MULTIKINASE INHIBITOR AEE788,Sensitivity/Response,3,evidence:3811
GCA-f1a432aa15395e758c4f8114,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:3815
GCA-9535499f79f62281cfb905dd,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:3816
GCA-086c84205c2fb7224a7286d1,17264298,associated_with_sensitivity_to,DASATINIB,Reduced Sensitivity,1,evidence:3817
GCA-7088faa3a7460a126e9981e8,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:3819
GCA-ed981ed4609281b0ffa22e67,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:3820
GCA-39d42448acd19169d846495e,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:3822
GCA-d759f303f415e7354e516a13,20619739,associated_with_resistance_to,PANITUMUMAB,Resistance,1,evidence:3824
GCA-9a732ab577827f356fb4a281,20619739,associated_with_resistance_to,PANITUMUMAB,Resistance,1,evidence:3827
GCA-a47c0bbb0518f3a7e33d7c9e,20619739,associated_with_resistance_to,IRINOTECAN HYDROCHLORIDE,Resistance,2,evidence:3832
GCA-8d608e8d8cc815049d176acc,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,2,evidence:3832
GCA-7c3ada37993f8d180ec3c9ef,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,2,evidence:3841
GCA-62ce49448935edd24ba8b2a8,20619739,associated_with_resistance_to,IRINOTECAN HYDROCHLORIDE,Resistance,2,evidence:3841
GCA-37c8042e08ca6f594f019101,20619739,associated_with_resistance_to,PANITUMUMAB,Resistance,1,evidence:3842
GCA-8685a028d4a2e7afade86196,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3845
GCA-04801427bf1b0a8a41d085af,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3847
GCA-9ba90f6e6354cc206e663b56,22256804,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:3851
GCA-aa05d00bd3b39baf03306dc9,26561417,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3852
GCA-d16c48c2f7ce23bffb57030d,25666295,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3858
GCA-0c2c49048e04341100f5e45e,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3861
GCA-421fc2629ce183abf0899c34,22722830,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3862
GCA-8e31c6c3c25f6793b5bd565e,22025157,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:3864
GCA-20b0ea31807b4efe71370bd7,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3867
GCA-47934685bcafff641d5413f7,20619739,associated_with_resistance_to,IRINOTECAN HYDROCHLORIDE,Resistance,2,evidence:3870
GCA-5b99e49c74c5c599a3b2a8ff,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,2,evidence:3870
GCA-0efffd5816e604878c4b55b0,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3872
GCA-f99598d99c49aa5ecf7da962,22722830,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3878
GCA-4cfd8f8d1c1d5c5c62fab589,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3881
GCA-6700dcd31acc076387666cc6,25666295,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3882
GCA-c2732af611ad0389379dc1ae,21969500,associated_with_resistance_to,ERLOTINIB,Resistance,1,evidence:3895
GCA-8697ee677eb6d4d87e6a5b57,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3917
GCA-7d698708c2747ff679230c9b,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3939
GCA-ee6de70e80840c330463e201,24265155,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:3957
GCA-e5b9b14f0a49ac5c22484f31,22246397,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3958
GCA-3bfe543390c04c236f559e40,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3967
GCA-38cde7db0903f7f1d711b2db,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3987
GCA-58d6f6eb43b1ad98b3199f03,22722830,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:3989
GCA-e1e4c1ed5669568169d43b5b,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:4006
GCA-8f41596d5101eb07f65ab39f,15459012,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,1,evidence:4022
GCA-8de3d84e1709f42527780018,24265155,associated_with_resistance_to,VEMURAFENIB,Resistance,1,evidence:4029
GCA-57bbef80bfb0ca6e78414bba,27045755,associated_with_resistance_to,CRIZOTINIB,Resistance,1,evidence:4046
GCA-b093b6f2548a0901cba7258c,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:4047
GCA-2168932ee4ed70ddcf9c3f3b,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4056
GCA-ee45633d6d7c8c85e4745874,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4060
GCA-f3b7aa78c9a818893ad01e85,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4062
GCA-d14698f1b3c8b0cb5d424aa1,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4072
GCA-599f0d6dd1607846186348d2,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4077
GCA-8b495d4943c1fab61bd91310,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4082
GCA-784e9d33b8b5bd3c40c4c654,25239608,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,2,evidence:4084
GCA-72253b8a663629328303a5f6,25239608,associated_with_sensitivity_to,PONATINIB,Sensitivity/Response,2,evidence:4084
GCA-05d218fa691c6d1896260839,25239608,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,1,evidence:4087
GCA-36177fa3884e0b674d006d7b,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4095
GCA-adaecfdd5b3b8271ff7e2a52,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4100
GCA-35b57341311771adf6f73c43,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4122
GCA-88bf9f211d78b2b06c69da26,25239608,associated_with_sensitivity_to,PONATINIB,Sensitivity/Response,1,evidence:4125
GCA-b37ee1d58af85d2485c4a5b1,25239608,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,3,evidence:4127
GCA-5701719451ab9e3ca7dac8d1,25239608,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,3,evidence:4127
GCA-4f93fbb9ac9cdcfda938b19d,25239608,associated_with_sensitivity_to,PONATINIB,Sensitivity/Response,3,evidence:4127
GCA-15d90e4a503d9051d884d981,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4136
GCA-dd2eb324b138abce6e54360d,25317746,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,2,evidence:4141
GCA-2b4751ec885d46e64b22a5f7,25317746,associated_with_sensitivity_to,DASATINIB,Sensitivity/Response,2,evidence:4141
GCA-220595eccf07df75d4735bec,18955458,associated_with_resistance_to,SUNITINIB,Resistance,1,evidence:4142
GCA-9fde6a6f75232dc68d8bb42e,21523734,associated_with_sensitivity_to,DASATINIB,Sensitivity/Response,1,evidence:4147
GCA-70556245ccc184aec85b50a6,25239608,associated_with_resistance_to,PONATINIB,Resistance,1,evidence:4167
GCA-c1a22fc1eaf4b481111d78a2,25524477,associated_with_sensitivity_to,VEMURAFENIB,Sensitivity/Response,1,evidence:4180
GCA-11cc8cc02bf9c021727fce90,25399551,associated_with_sensitivity_to,TRAMETINIB,Sensitivity/Response,2,evidence:4181
GCA-b8e71afdd1de779b592e7328,25399551,associated_with_sensitivity_to,DABRAFENIB,Sensitivity/Response,2,evidence:4181
GCA-2c75f6a9407dee24ae80df09,17177598,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4186
GCA-40128aa7f3fef92b31c444d2,17177598,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4187
GCA-3ab476698647e60ee10c2a4f,17177598,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4188
GCA-71e0aaa25a40b33f7e385e2d,21531810,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,2,evidence:4189
GCA-4c42305893057064b073530b,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,2,evidence:4189
GCA-91a432d85829a7b8ee1af969,19147750,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4190
GCA-96a3b038098892b708441970,19147750,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4197
GCA-672295b24f2f3845d63ccf93,15329413,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4198
GCA-ec3ba0843aa6270cc1097e05,21969500,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4201
GCA-413281045285faeff8b47c84,15329413,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4209
GCA-a478c20a63bed5f2f4306606,21531810,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,2,evidence:4210
GCA-dc296461b192994362615ee3,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,2,evidence:4210
GCA-adb6e4bc04954c7844230439,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,2,evidence:4220
GCA-62c8d4b06649742feb60ce04,21531810,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,2,evidence:4220
GCA-6f3794848c67e1cb8e6d27a7,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4226
GCA-b5fc295b2ca011cb5c8b7d8d,21531810,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4231
GCA-f1a780ede4ca4c0cb1e84742,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4239
GCA-335ab487e219b99ff039fff4,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4244
GCA-07232a4a130f00e2234e5684,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4248
GCA-93ee9759e8d91647fa063ca4,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4252
GCA-e39549062e9941a90948db4b,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4256
GCA-6726cd49efd28c2da235357a,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4260
GCA-2064f82f8751a4f94d7d2c2e,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,1,evidence:4264
GCA-8a8ec890c39128b40852942a,17877814,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4265
GCA-80fe5063630cb61061469726,19147750,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4266
GCA-5d40ec451ef1939ada704b69,22895145,associated_with_resistance_to,ERLOTINIB,Resistance,1,evidence:4273
GCA-447d9a5272e348a5d65c0c2e,19147750,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,2,evidence:4274
GCA-90fcbeb13c2696c581c18c5f,19147750,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,2,evidence:4274
GCA-33e7c7bb25fa87cf9e5be96d,24353160,associated_with_resistance_to,ERLOTINIB,Resistance,1,evidence:4275
GCA-c9c2f2395974fe2e05499fb1,24353160,associated_with_resistance_to,ERLOTINIB,Resistance,1,evidence:4276
GCA-034822a38141d2cff44d4d23,20942962,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4279
GCA-f4d65f769a337583c53f7838,19147750,associated_with_resistance_to,GEFITINIB,Resistance,2,evidence:4280
GCA-1d29e0db1af96513d4e34586,19147750,associated_with_resistance_to,ERLOTINIB,Resistance,2,evidence:4280
GCA-ab12b9ae062653066b8f9b72,18408761,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4284
GCA-3c5fd30a5476ee3aa49e1100,21132006,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4285
GCA-1427c311338a3ad0e0fd652b,24353160,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4286
GCA-1f7762eee7aa6aa5b0f1fc1d,27612423,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4287
GCA-c7f0791a8b2e7d3b4ada5d40,22235099,associated_with_resistance_to,CRIZOTINIB,Resistance,1,evidence:4288
GCA-126541a746e9aaa94c1161e2,27032107,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4290
GCA-9e085b97f2f62bfcf7b32655,27102076,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4291
GCA-ca799e397c00b72bdee1952d,27102076,associated_with_sensitivity_to,CETUXIMAB,Sensitivity/Response,1,evidence:4292
GCA-331db2200dbdd5a70e8f7bd1,24893891,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4293
GCA-81a2f1f188c30f076ffa710e,24893891,associated_with_sensitivity_to,OSIMERTINIB,Sensitivity/Response,1,evidence:4294
GCA-0923cf8bfd6175ef2f7ded28,17177598,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4295
GCA-0279d3a319cf253b3b7fc61e,21531810,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,2,evidence:4298
GCA-75dce79ba6b447b6f44871b4,21531810,associated_with_sensitivity_to,GEFITINIB,Sensitivity/Response,2,evidence:4298
GCA-9e3c63997bc59b0ff7499125,17177598,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4299
GCA-6da19ce822ba57713291281d,20942962,associated_with_sensitivity_to,ERLOTINIB,Sensitivity/Response,1,evidence:4301
GCA-d2e1ece6a6805a3afa8de186,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4302
GCA-794d436556a134190bb879c9,17264298,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4304
GCA-8aa6dd415fe261e93b30596b,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4305
GCA-493f2fc86d2f271b3de9c017,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4307
GCA-612eb83d48d921a39e7a38ec,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4308
GCA-eb1a6f716e0cfe8db9aa6949,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4310
GCA-cdb540dfdf33381e2bebde11,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4311
GCA-d10f66d82e746ff52d0e7793,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4313
GCA-4a27096be3aa8538f45c5767,22371878,associated_with_sensitivity_to,BOSUTINIB,Reduced Sensitivity,1,evidence:4314
GCA-272f36e8d2c8385a2dd6a33d,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4316
GCA-87c267571a5259466fcff9df,17264298,associated_with_sensitivity_to,DASATINIB,Reduced Sensitivity,1,evidence:4318
GCA-8642ec82513f8290e9089f05,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4320
GCA-9445c42838dadffe61be9746,26582647,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4321
GCA-cbbaf3b2d328cb6223e673eb,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4323
GCA-31f5ed8c8aed99374b050491,26582647,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4324
GCA-f9f4f3b136800036ad534d95,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4327
GCA-eb006e38519027cee445ebef,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4329
GCA-ea3450c2a7d64c1149094b16,26582647,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4330
GCA-803a85b19dc11b621c109e99,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4331
GCA-21ed7596ee5750c21b0848d0,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4332
GCA-104ee91a88ee826b8a660a1e,17264298,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4334
GCA-8857dda3e3368f4df3b3b49d,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4335
GCA-ae104389290fdb748c518073,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4336
GCA-ba61aa85537ce4f2ce608c74,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4340
GCA-37895bd0fc4a86178ab7c043,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4345
GCA-5f320c3c862f8657944c5a91,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4347
GCA-7ed2f8ba3b36578ec7899e88,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4348
GCA-b009d90d93283081ba75a042,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4350
GCA-6c31b9992fa9819d474f4995,17264298,associated_with_sensitivity_to,DASATINIB,Reduced Sensitivity,1,evidence:4352
GCA-1cb5e11698c1db5f45e36010,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4353
GCA-f8e15c895894f7196b305e0b,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4355
GCA-597a81de1a409d873f55e72f,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4357
GCA-720071182831e7ec3aeab9ba,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4359
GCA-8b48c7f72e896b6181ba83cc,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4360
GCA-29e957d3ff5ab0a95b7248c4,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4362
GCA-229734a857c3986e6273dcde,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4364
GCA-9ddfaaad6b2dd8353b4c6a5d,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4365
GCA-4b4956670603966e038f89f2,27485109,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4368
GCA-e7550c7aa0bea154b5e5dd39,25686603,associated_with_sensitivity_to,AXITINIB,Sensitivity/Response,1,evidence:4369
GCA-b2d942336ffa5797762b7b88,26582647,associated_with_sensitivity_to,AXITINIB,Sensitivity/Response,1,evidence:4371
GCA-7624f07bbe4afe9a61f6304e,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4373
GCA-5390588884097b32c518de0b,17264298,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4376
GCA-79103102e66ca53ac99b9c7e,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4381
GCA-42f4a53476b2b5174ebe685f,22371878,associated_with_sensitivity_to,BOSUTINIB,Reduced Sensitivity,1,evidence:4382
GCA-b30567047a2073dd469109eb,27485109,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4386
GCA-592dcf5691ae2fab46cd1eb8,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4390
GCA-b4d7928d0d7231198c9720cf,26582647,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4391
GCA-c05f65ca096a27e42bebb952,22371878,associated_with_sensitivity_to,BOSUTINIB,Reduced Sensitivity,1,evidence:4394
GCA-6f138a0a18ed652f8fe80ec0,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4396
GCA-42f411cb33d44b7b427f301c,17264298,associated_with_sensitivity_to,DASATINIB,Reduced Sensitivity,1,evidence:4397
GCA-d97d7b64a26a8957f535293f,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4398
GCA-d9d16476b284197f96474925,26582647,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4399
GCA-111525229c8f1530f7d1d41a,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4400
GCA-0bad53cf0619fdfd3e1c243a,17264298,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4402
GCA-e0de30db0e30c217c85e2280,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4403
GCA-6eafa1901c76f3423cd866ea,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4404
GCA-542b15fe818675718b309424,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4406
GCA-a53c422aaf12bd11d8d685ed,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4407
GCA-13022721ab56f263f557d5b5,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4410
GCA-87a39a28cc3db1579a194de4,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4411
GCA-dd8f127c1ba34d4d63a87f4d,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4413
GCA-2caf3bc9ff18b8fd746c25f2,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4417
GCA-9b9e4c2f28d6081df69008bd,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:4424
GCA-9eabd21851a1d1ed1e0c1b6d,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,1,evidence:4429
GCA-78b15bc277ac34a4e3ef0bab,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,2,evidence:4432
GCA-bc6fc1a0fa89e0cb32194941,20619739,associated_with_resistance_to,IRINOTECAN HYDROCHLORIDE,Resistance,2,evidence:4432
GCA-6429b5f1ba3867ceddc7e62e,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4434
GCA-5ace40c26c257f18e3ac4dc9,16775234,associated_with_sensitivity_to,DASATINIB,Sensitivity/Response,1,evidence:4436
GCA-48d0c28e689b00cc1112108b,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4438
GCA-eb49887abedafa2fab7f56ac,22371878,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4440
GCA-08d133af2e4e191332037f01,25686603,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4441
GCA-b26616d88e1b55d3930228e2,26582647,associated_with_resistance_to,AXITINIB,Resistance,1,evidence:4442
GCA-1d283277e4e568f930c26b3b,21865346,associated_with_resistance_to,BOSUTINIB,Resistance,1,evidence:4443
GCA-bbca6c5e7a2c2db1de64b940,22371878,associated_with_sensitivity_to,BOSUTINIB,Reduced Sensitivity,1,evidence:4444
GCA-2d8ce5b1ac091520071cb5c9,19779040,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4447
GCA-86e1f636ddbb5b3f75338e50,16775234,associated_with_resistance_to,DASATINIB,Resistance,1,evidence:4448
GCA-a00884f4a1268e014a469137,25239608,associated_with_sensitivity_to,SUNITINIB,Sensitivity/Response,2,evidence:4455
GCA-34747dc23c51420e5fab67d5,25239608,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,2,evidence:4455
GCA-56e21e0369973e2d7368d0ad,25239608,associated_with_sensitivity_to,IMATINIB,Sensitivity/Response,2,evidence:4459
GCA-a2c1ea46f73202aac89fb285,25239608,associated_with_sensitivity_to,PONATINIB,Sensitivity/Response,2,evidence:4459
GCA-12d5855ce95c95c347a913a1,20619739,associated_with_resistance_to,CETUXIMAB,Resistance,2,evidence:4463
